,question,target
6001,Maximum weight matching,2
2108,Are axons of neurosecretory cells in neurohypophysis myelinated?,1
2283,Doubling the concentration of extracellular calcium hyperpolarizes a neuron. Why?,1
10588,Log-concave functions whose sums are still log-concave: possible to find a subset?,0
11508,Game of coins with two players,0
7127,Is this language regular or not regular {(a* union b)a } intersection {a*b*} is a regular language,2
1414,Can replication occur if DNA is methylated?,1
8567,Bayes' theorem in practice,0
5418,First Python program: Tic-Tac-Toe,2
2462,DNA strand displacement and Branch migration- the same or different or interrelated?,1
4985,ASP.NET web API handling dynamic connection string,2
2904,why do marine organisms orient with their bellies facing downwards?,1
6233,Is process address space part of Process Control Block(PCB)?,2
9702,The Proximal Operator and the Sub Differential of the $ {L}_{2} $ Norm of a Matrix,0
11872,Show $K$ is a compact operator,0
10540,f(a) = inverse of a is an isomorphism iff a group G is Abelian,0
388,"Why can oligo-U not be used to isolate mRNAs, instead of oligo dT?",1
8527,Why the number of points where $f$ ramifies is finite?,0
11395,$f$ analytic and $|f|$ a function of $|z|$,0
3841,How do fairy rings propagate?,1
8374,existence of a function $f\in C_c^{\infty}(A_2)$ s.t. $f_{A_1}$ is constant 1,0
1509,Why don't macaws get selenium poisoning from brazil nuts,1
10494,Why is the direct substitution property so specific,0
5489,Reason behind declaring iteration variables on a method level,2
11323,The first uncountable ordinal and some stationary sets,0
9244,Combinations problem with 2 contradicted answers!,0
8731,How do I find another vector that belongs to a set of vectors which are a basis of $\Bbb R^3$?,0
2925,Source of journals collecting titles of scientific publications regarding clinical trials with dogs fed medicinal herbs,1
2298,Can a human cell live indefinetely in a controlled environment?,1
9124,Diagonalizable operators on compact Riemannian manifolds,0
5387,Which data structure to use to solve equations?,2
4684,Understanding Wirth's symbol table entry,2
9829,${\rm tr}\ {\rm ad}\ z =0$ for $z$ in commutator ideal $L'$,0
1376,Do snails like water?,1
7586,Search string for a substring - indexOf,2
9640,Equivalent inner product on Hilbert space,0
8349,Finding the potential of a vector field,0
9747,Question about calculating the gradient of a composite function,0
7503,how pseudo direct addressing works?,2
5117,Selecting Columns with Minimum Overlaps,2
3605,Nature of transmarginal inhibition,1
10831,Definition of a metric tensor in Barrett O'Neil's book,0
7961,"Application of Combinatorics, Logic and computability theory in physical science: Tiling of Wang Tile with proportionality",2
8398,Predicate logic universal quantifier and implication rule,0
3257,Difference between water and tea,1
8945,Evaluating $\lim_{x \to 0^-} \frac{e^{\frac{1}{x}}}{x}$,0
6650,"Rust program, which reads, processes, and writes a file",2
1381,Is there an evolutionary advantage for coconut oils to be rich in saturated fats?,1
11511,Is it possible to get a closed-form expression?,0
2863,T7 Tagging Next to Met,1
5246,Project to L1 ball of specified radius,2
10438,Decomposition of $2+2^2+2^{2^2}+2^{2^{2^2}}+2^{2^{2^{2^2}}}$,0
3600,What inhibits linkage between actin and myosin filaments,1
6038,Avoiding pointers in this C++ linked list,2
7196,How to solve Tower of Hanoi iteratively?,2
118,Negative Phototropism In Plants,1
1975,How far does the diaphragm stretch when it contracts?,1
7443,Custom ViewModel to check property existance prior to update,2
5328,Detect how long an HTML button is pressed,2
10929,About the definition of the product of ideals,0
7704,Backbone collection filter,2
4083,"From a given regular expresssion r , can we minimize a regular expression r' such that L(r)= L(r')?",2
10835,Find the coefficient of this differential equation?,0
6952,recursive function as circular funciton,2
445,"What does ""kcal/mol"" mean when speaking of enzyme catalysis?",1
197,Why cytotoxic T cells don't kill dendritic cells when they present antigen?,1
6387,Calculate the sum of all sub-arrays with given indices,2
4241,Changing php.ini with code in a LEMP stack on Debian systems,2
1403,What causes head hair to be different than body and face hair?,1
5404,Multi-checkbox validation,2
3365,How does the ebola virus attack?,1
1410,What's the maximum pressure inside a bombardier beetle?,1
4777,How does the halting theorem interact with the recursion theorem?,2
1961,marine animal tracking databases,1
8583,Holomorphic function is bijective if neutral fixed point,0
853,Why do the neuron pathways decussate?,1
4933,Transforming a bounded knapsack to 0/1 knapsack,2
3291,Why are some plants frost tender?,1
4271,Generating Cartesian product of strings in R,2
9692,What does it mean mathematically when we say that a regenerative cycle can be split into i.i.d. cycles?,0
5602,Compute all the permutations for a given vector of integers,2
6827,Three-way join in Entity Framework Core to retrieve all roles that a user has,2
5296,Selection Sort Java and Analysis,2
10732,"Convergence of a sequence(linear, superlinear,quadratic)",0
2715,Loss of taste and smell during a SARS-CoV-2 infection,1
6923,Karp reduction from NP-hard problem to unknown problem,2
5834,Counterexample for LTL - CTL equivalence,2
10096,"Calc I Show that the function $f(\theta) = \theta + \sin^2(\frac{\theta}{3})-8$ has exactly one zero in the interval $(-\infty,\infty)$",0
928,Electrocardiogram: Missed beats in presence of Ectopic beats or Premature Atrial/Ventricular Contraction beats,1
8879,Dimension of $\left(\lambda |\psi\rangle \langle\psi| +(1-\lambda)\frac{\mathrm{I}}{2}\right)^{\otimes N}$,0
3518,Gibson assembly using NeBuilder,1
5532,Laravel user permission system,2
10873,"How to determine if two points lie on a vector, given a unit vector",0
3504,Why have humans evolved conciousness?,1
3903,Does food lose some of its mass in form of energy during metabolism?,1
2177,What is overdiagnosis?,1
6914,JWT with Firebase php-jwt,2
6413,Are event and mode well defined terms in CS literature?,2
3107,Why are successful human rock climbers so dissimilar to Hominidae primates who spend extended time periods climbing?,1
8852,Limits of a piecewise functions,0
2370,B cell receptor editing,1
7926,Implementing Division of Streams (where it's a stream of polynomial coefficients),2
5941,"Data structure with search, insert and delete in amortised time $O(1)$?",2
3201,Death by exsanguination not painful?,1
113,Inheritance of Huntington's disease,1
2225,Can a hairpin (stem loop) within a transcript stall a eukaryotic ribosome?,1
7947,Counting substrings that belong to a regular language,2
4420,How the states are chosen in this Tree Automaton Example,2
825,How does this diagram illustrate carbon cycling in lakes?,1
9468,Solving indetermination in limit,0
148,How to read this DNA inversion diagram?,1
4607,JSON formatting and processing hierarchies,2
8593,Finding a function that has a finite limit (or at least existence),0
3640,Which animals can see (or feel) the Moon’s infrared radiation?,1
7658,Imgur API implementation using Retrofit,2
4459,MULT in a RISC - should instructions take the same amount of time in a RISC system,2
6067,Database logger for ASP.NET Core,2
8634,chi square GLM inference,0
6182,Text processing program,2
10465,Is this valid Modus Ponens?,0
8697,Show that $1/T$ has the same distribution as $T$,0
9084,Finding the length of a 3-dimensional vector,0
5534,Shorter way to write multiple if-then-else-if,2
4528,Bayes nets - calculating probabilities,2
1889,How exactly is casein digested?,1
6324,Displaying user scores,2
5902,What kind of runtime behavior should we expect of Finite Element Methods?,2
11306,Second derivative of the Christoffel symbols in normal coordinates,0
446,What are the physiological effects of retinal exposure to 380–400nm light?,1
2511,Why do cell membranes let small non-polar molecules through but won't let small polar molecules through?,1
1430,Conversion and storage of glucose to glycogen,1
7318,Bounded tasks with completion service,2
1288,In electron transport system the final acceptor of proton is?,1
9580,3rd Galois cohomology of $n$th root of unity vanishes,0
2169,What are wave frequencies in the EEG?,1
2978,Neuroscience of temperature regulation and perception,1
454,Why can ATP not be stored in excess?,1
1078,Competition with other individuals of the same species vs. adaptation pressure from predators,1
2412,What happens if there is a blood incompatibility during pregnancy?,1
3888,Do ants feel acceleration?,1
11951,How many points are there in the following set?,0
10302,Difference between tail of a sequence and subsequence and their uses,0
10921,Question regarding homomorphism,0
11999,Calculating mean of sequence given means of subsets,0
6459,"Syntax directed translation , definition and actions",2
4264,Creating a Basic Success Function for Http,2
2783,Is gene only the portion of a single strand which codes for a particular protein?,1
8416,2-variable Quartic Diophantine equation about number sequences,0
641,Gene networks in insects,1
9886,"If $1!+2!+\dots+x!$ is a perfect square, then the number of possible values of $x$ is?",0
8976,Calculate integrals 2,0
4774,Universal OpenGL object RAII wrapper class,2
1600,Why do people feel extreme cold at different temperatures compared to other people of same body structure?,1
6897,snapping code: from separate checks to 1 formula,2
1368,What type of Interspecific relationship does this graph depict?,1
6322,MongoDB database connector on NodeJS,2
5276,Can we improve internet speed by serializing timestamps?,2
7189,Finite number of Turing machines running concurrently on multi-tapes Turing-machine-equivalent?,2
5192,fast and stable x * tanh(log1pexp(x)) computation,2
10329,Hint on binomial sum involving roots of unity,0
4124,simple strcmp() asm64,2
4938,Transform Bitmap object into jagged array of RGB tuple values,2
5644,Payment system for a web shop,2
2091,Why are dietary recommendations for methionine consumption combined with cysteine?,1
8066,(Linear algebra): Why is this not not onto?,0
7231,Toggle code using jQuery,2
9200,Use the binomial theorem to expand,0
8626,"How to prove $\int_{0}^{\infty}\frac{e^{-\left(\sqrt{x}-a/\sqrt{x}\right)^2}}{\sqrt{x}}dx=\sqrt{\pi},\,a>0$?",0
10462,"Theory $T$ that is consistent, such that $ T + \mathop{Con}(T)$ is inconsistent",0
8053,Converse of Fermat's Little Theorem.,0
7928,LeetCode: House Robber III C#,2
4646,Sub-exponential for Subset Sum on the total bit length of the input,2
10019,Let $X_k$ be a sequence of IID random variable with $E(X_k)=0$ and finite variance. Show that $\frac{S_n}{n^p} \xrightarrow{a.s.} 0$ for p > 1/2,0
1180,Relationship between food decay and electric current,1
11924,Strong linear independent of matrices,0
2944,Do primates other than humans have a consistent sleep schedule?,1
10298,Prove propositional logic by resolution.,0
6284,How to express Rob Pike's classic Go Code presentation in Hoare's CSP Algebra?,2
7268,Nested if-else within a for-loop using np.concatenate to create batches for a neural network,2
6557,Penney Game - mapping macros to strings,2
2828,What type of spider is this that just decided to stop my plans of sleeping,1
3086,Identification of UK insect,1
2238,Where does the first oxaloacetate comes form in the citric acid cycle?,1
2877,How can you stabilize enzymes in pellets made from microcrystalline cellulose?,1
9777,"Solving the Diophantine equation $y^2 = x^4+x+ 2$ for $x,y \in \mathbb{Z}$",0
4092,Converting timezone for date using java,2
9103,"For $f(x)$ a polynomial with integer coefficients, if $f(a)=f(b)=f(c)=f(d)=1991$, then $f(h) \neq 1993$.",0
3243,Do rare earth metals actually repel sharks?,1
11963,"Prove that $\sin(\sqrt{x})$ is not periodic, without using derivation",0
4200,Creating abstraction to validate complex objects,2
8592,Closest Vector Problem in the 1-Norm. Mixed-Integer Linear Programming Formulation,0
1511,Is there any recent evidence for the aquatic ape theory of human evolution?,1
3985,Difference between reciprocal inhibition and regular muscle movement?,1
11775,Find the angles formed by a line with the coordinate axes,0
2134,What causes peanut allergies?,1
1976,How to calculate grams of fat used during hibernation?,1
9605,Group homomorphism from finite abelian group to $\mathbb{C}\setminus\{0\}$,0
4232,Choosing unsupervised learning algorithm for analyzing the spectrum of a linear operator,2
1767,Will the climate change help the trees to grow?,1
8231,"Finding the solution set for all unit vectors orthogonal to a given vector $\vec{v}=\langle{3,4,0}\rangle$.",0
1093,How to search for a DNA sequence in a genome on ENA (European Nucleotide Archive)?,1
11639,"Is an onto function on $[0,1]$ continuous?",0
80,Can you help me identifying an insect I saw?,1
10899,Use differential form to prove meromorphic function on compact riemann surface has same zeros and poles,0
10370,Arc length of logarithm function,0
5207,What progress has been made on persistent catenable deques in the last decade?,2
3363,Why are some genomic regions sequenced more than the others?,1
6220,How can we prove that an enumerable/decidable group of languages is closed under an operation?,2
6886,Variations of Omega and Omega infinity,2
5233,"Ruby Exercise: Implement your own ""#group_by"" method",2
807,How lymphocytes in lymphatic system get oxygen?,1
1651,How large are the inner ear hairs?,1
6359,Polynomial-Time reduction from Partition to MakeSpan,2
9655,Laplacian of Temperature,0
11357,Solving a non linear differential equation using Perturbation,0
8481,calculate structure automorphism group in MAGMA,0
2251,The effects of dust particles,1
1075,Living intermediate species?,1
11452,$e^{tA}$ of A1=$\begin{pmatrix} 1 & 0 \\ -3 & 1 \\ \end{pmatrix}$,0
4137,"Can someone explain the language L = {w: w = uu, u \in La(1*01*)}",2
749,"How do biologists quantify ""gene expression"" in experiments?",1
41,What is the species name of this plant?,1
4786,Finding most common contiguous sub-lists in an array of lists,2
11335,What exactly does it mean when a function is defined in a punctured neighbourhood of $x_0$ $\in$ D,0
9469,Vectorfields on Surfaces with MuPAD,0
3116,To what extent is it possible to understand if a bacteria can produce a protein? (in silico only!),1
1517,Why might food go bad in an oxygen-free environment?,1
3545,Using distilled water on sterile swab for collecting microbes on solid surfaces,1
9997,Prove existence of sequence,0
1297,"Is there something amounting to ""check sums"" in genetic code?",1
11852,Find a necessary and sufficient condition for $\displaystyle\sum_{i=1}^n x^{a_i}$ such that it can de divided by $x^2+x+1$.,0
2306,Is death by cyanide the same as suffocation?,1
698,Why can't a genetically sound human stay alive for an indefinite amount of time given all the ideal conditions?,1
803,Why are there no known photosynthetic archaea?,1
5281,PHP Dictionary class accepting objects as keys,2
10545,Number of roots of two polynomials,0
3543,Breathing in and out,1
8265,Exercise with differential in coordinates,0
1769,Can you predict what the metabolites of pipradrol would be? Are they similar to those of methylphenidate?,1
9105,What is the Fourier transform of $1$?,0
1272,If you didn't have an utricule or saccule would you still know if you are accelerating and going up or down?,1
1190,How do mRNAs find ribosomes?,1
2998,Can nature create codes and specified complexity?,1
1739,Rate of growth of an RNA or DNA sequence,1
8191,Drawing a Cantor-based fractal set,0
5,Black squirrel in France?,1
11804,Recognizing Principal Ideals,0
5273,Reading numbers from console until input isn't a number,2
6152,Add a road to a network (Graph problem with Dijkstra),2
7478,What does a polynomial time reduction mean?,2
51,Do ants within a colony ever fight or come to conflict?,1
10340,Möbius band parameterizaton: Showing injective,0
1996,Is the ratio Brain Mass/Total Mass still considered a valid indicator of intelligence?,1
1781,"Why do mammals in the wild retain the ""trait"" of menstruating with blood?",1
1696,What is the evolutionary significance of germ cell migration to gonads?,1
10374,Differential geometry and curved space,0
4170,Framework to drive a small personal site,2
2087,Using Chi-squared analysis to confirm expected phenotypic ratios of offspring,1
6948,Is this really what has to be done to clear the selection of an ASP.NET TreeView?,2
11571,"Given two points in $\mathbb{R}^d$, A and B, find the point in $\mathbb{R}^d$ that is most nearly x distance from A and y distance from B",0
3788,Miscarriage in early humans,1
10927,Checking if a matrix is contained in the span of a set of matrices,0
8377,Which one is the radius of convergence of this power series?,0
5545,Minimum spanning tree - Prim's algorithm,2
2403,Why we need an egg cell donor and a surrogate mother in an organism cloning process?,1
7539,C++ smart pointer class,2
355,Do animals also dream?,1
2206,How do dopamine agonists like amphetamine/methylphenidate affect acetylcholine signalling?,1
9022,Two subsets of A that have the same number of elements and the same value of the sum of therir elements,0
8776,"getting negative variance, can't figure out what I'm doing wrong",0
7100,Is the language $\{a^{n^2-1} | n \in \mathbb{N}\}$ context free? and how to prove it?,2
11936,Example for point wise convergence I don't understand,0
3052,Why would hawk moths evolve long tongues for Darwin's Star Orchid when there are other flowers around?,1
3438,What is ischaemia exactly?,1
1366,Is there any way to differentiate between a contractile and a non contractile vacuole by observation alone in any given organism,1
5698,Distinguish Decision Procedure vs SMT solver vs Theorem prover vs Constraint solver,2
10118,"2 Problems about Residue Theorem, Laurent Expansion.",0
6392,Reduction examples from the strongly NPC problem 3-PARTITION,2
7288,A simple encryption program using Python,2
10140,Nontrival Subgroups of Cyclotomic Fields,0
10584,Balls without being together (Exercise),0
1377,What does $g_0$ mean for a centrifuge?,1
947,What is Pan for in pan-caspase?,1
7074,Imperative code in R keeping track of state,2
1266,Can I estimate leaf temperature from air temperature? What other information would be required?,1
1188,If our eye lens and cornea were flat would we still receive the world upside down?,1
7435,Multiple for loops in Sudoku solver,2
10519,"Sets, subset relations, and elements in a set",0
3355,How does an electrical impulse spread in a muscle fiber spread from the motor end plate?,1
10522,integral constant next to theta,0
11125,$A-mI$ as positive semidefinite matrix,0
1588,Do species other than humans have distinct daily feeding patterns?,1
6876,Background execution in iOS,2
1656,Does anybody know what kind of snake is this?,1
8217,"questions about subspace topology, order topology and convex subset",0
9396,Quasinilpotent operators satisfying a polynomial identity,0
10832,"Show that if $\text{int}(E) = \text{int}(F) = ∅$ and $E$ is closed, then $\text{int}(E\cup F) = \emptyset $.",0
8429,How can I prove that $\sum_{n=0}^{\infty}\frac{\sin(7n)}{13^n}=\frac{13 \sin(7)}{170 - 26 \cos(7)}$?,0
9956,"What is the probability of selecting a red marble, then a blue marble if the first marble is replaced?",0
4794,Parsing Oracle errors with a ksh function,2
6223,A reliable way to remove consecutive appearances of a substring,2
10970,Smallest finite group larger than the Quaternion group that isn't an outer Semi Direct Product,0
43,Is the amount of blood that flows through every vein and artery per minute really a constant?,1
1034,Doubly-compound leaf examples?,1
6403,Turing Machine - Tape Question,2
11941,ABC is a triangle. What is the value of tan^3 A + tan^3 B + tan^3 C in terms of p & q?,0
8946,"Example 9 from Hoel, Port, Stone, Chapter 2 on Combinatorics. Distributing $n$ balls into $n$ boxes clarification",0
11601,"If $g: R \rightarrow R$ and $g(x)=9-x^{2}$ find $g^{-1}([8,10])$",0
10043,how to calculate $q$-expansion coefficients of a modular form?,0
10699,Can a nonabelian group $G$ have a normal abelian subgroup $H$ with $[G:H]=3$?,0
1672,Can CRISPR be used in editing primary cells? How is the transfection efficiency?,1
5520,Possible sub-optimal selection sort,2
3808,Can we estimate effective population size from DNA sequence data (CR or cytB sequence)?,1
5390,How to automatically insert HTML to a form and obtain the inputs?,2
606,Are all action potentials the same shape and amplitude when graphed with respect to time?,1
7733,How to prove stability of sorting algorithms?,2
5639,Bead-tiling algorithm for Dubins' TSP,2
9904,How to approximate 1/3 by only add/subtracting powers of 2,0
11295,Questions About 4-periodic Fourier series,0
2764,Can botulinum toxin be grown or kept from denaturing in an UNWRAPPED 50 pound hay bale?,1
10404,If $x^{x^{x^{16}}}=16$ calculate the value of $x^{x^{x^{12}}}$,0
2508,Excretion of small kangaroos while in the pouch,1
4042,Elegant way of making a List of an attribute from a list of objects containing that attribute,2
7562,Merging with different modules,2
1794,Coordinates of amino acids in a protein sequence,1
7434,Finding dynamic programming algorithm,2
3806,DNA ligase mechanism,1
8882,How to create an injective function to generate pseudo-random numbers with seed,0
376,Is it possible to calculate the evolutionary response to nonlinear selection gradient as a change in variance of phenotypes?,1
2457,Have researchers discovered how epigenetic information is passed down during cell division?,1
4689,Implemented my own version of every() from {purrr},2
8433,What's the geometric meaning of a negative determinant?,0
937,What is an interaction motif with respect to protein sumoylation?,1
8129,Are all isometries of subsets affine?,0
2084,What insect is this? Looks like a spider but with six legs and long antennae,1
415,Which type of plants/mosses are these?,1
1056,Which mRNAs enter P-bodies?,1
8456,Exact value of sin (θ/2) if cos θ = 3/5,0
2898,Is there any evidence contrary to the pheromone theory of bee washboarding?,1
8674,Multivariable differential equation,0
4233,An exact solution for biclique vertex-cover problem on a bipartite graph,2
2750,Have we ever observed fertile offspring with a different number of chromosomes than the parents?,1
4053,File-to-fully qualified class name function,2
6150,Allocation of many students to many schools based on capacity,2
6436,Completely static builder implementation,2
10020,Proof of Strong Induction Using Well-Ordering Principle,0
11948,If $a=b$ then $a+c=b+c$?,0
2955,how to culture mc38 cells,1
2788,How are haplotype blocks different from genes?,1
6408,"Code deletes unique entity that reports data later than 4 quarters, runs too slow",2
3023,Does the genome make sense without knowledge of the ovum?,1
7083,Space usage of recursive functions with no return,2
10127,Determining the Domain and Range of a multi-dimensional function,0
8554,"Proving sequence converges $\forall n \in \mathbb{N}, |a_{n+1}-a_n| \leq \frac{9}{10}|a_{n}-a_{n-1}|$",0
3412,What type of butterfly or moth is this?,1
6649,Prove ALL$_{\text{TM}}$ is undecidable reduction problem,2
6809,Converting connected graph to disconnected graph by removing minimum vertices,2
8283,Is $\int_0^\infty \sin(Kx)f_K(x)\mathrm dx$ of larger order than $\int_0^\infty \cos(Kx)f_K(x)\mathrm dx$?,0
7599,Keeping integer addition within bounds,2
10671,"Why is de Rham cohomology invariant under deformation retraction, or, more generally, homotopy equivalence?",0
8171,Tower Property for Conditional expectations,0
4098,Storing customers' orders,2
1956,Can anyone tell me what tree does this leaf belong to?,1
435,Complete list of touch sensitive plants,1
10910,"Is it true that a connected graph has a spanning tree, if the graph has uncountably many vertices?",0
2732,Variance in reproductive success and effective population size,1
8552,Distribution function of X given a table of probability function,0
3855,"What prevent us from synthesizing a cell from ""scratch""?",1
3282,Are there any open phylogenetic projects that don't require coding to make a contribution,1
8891,How can I solve this fourth-order polynomial equation?,0
5350,Which would be the most purely functional equivalent to generators?,2
919,If someone A has lung cancer,1
11539,derive limit to make a function continuous,0
2458,Biological data source of trees,1
5990,Why can no task have a utilization rate greater than one?,2
6935,Find a pushdown automaton for { x#y ∣ x ≠ y },2
2356,About the definition of ketogenic amino acid,1
3917,Why is the Pentose Phosphate Pathway so active in erythrocytes?,1
4297,Big Nerd Ranch Bronze Challenge: Disallow Alphabetic Characters,2
2562,Can cracking fingers cause Arthritis?,1
1242,Trouble understanding overlapping genes.,1
9330,Anyone knows how to prove this equation (using trigonometric identities?),0
2701,Do we have enough diversity of antibodies to overcome almost any antigen?,1
4238,Is maximising (or minimising) something enough to say that I am solving a decision problem?,2
2245,Differential Gene Expression,1
8444,"Modeling $t \in [a,b] \; \Rightarrow y_{[a,b] }=1$, asking for alternatives if any",0
1931,Intuitive explanation for Kin- and Group- selection,1
6331,Making prime (sieve) code faster and able to run on big numbers,2
966,Most suitable biodiversity index,1
1047,Potential homogeneity across cell membrane,1
2758,Why don't acacia trees prefer increasing tannin levels in their leaves rather than leaving them high?,1
5488,Need help with adding elements to hashtable with linear probing,2
4023,Feedback on generator functions and class composition in Python 3,2
2023,Why some parts of the human body have immune privilege?,1
9260,"$ X>0, E(X)=1, E(X^2)=b, \forall a\in (0,1): P(X>a)\geq \frac{(1-a)^2}{b} $",0
2669,Spectogram of mimicry vs original,1
9588,Non-markovian random walks and their applications in machine learning,0
8041,"Metric on $[-\infty,\infty]$ by homeomorphism",0
2684,Negative feedback in the fructose metabolism in liver,1
7413,String version of even-odd partition problem,2
2194,Reflex muscular activity in three months old fetus,1
3644,Identification of an unusual tree,1
9034,Proving a function space is not open,0
3400,How can we know which alleles are together on a chromosome?,1
8413,How to swap rows in square a matrix algebraically,0
8758,Smallest singular value is the reciprocal of the largest singular value?,0
416,What is an in-frame activating fusion?,1
956,Which books give data on how humans grow physically from birth till death?,1
3177,Formation of life on other Planets,1
1916,Identification of brown butterfly with orange/black/white spots,1
9918,Linear subspaces of projective space.,0
1846,HELP! How will pH 14 affect enzyme structure?,1
578,Are these fruit flies really coming back to life after being frozen?,1
2724,"If silver nanoparticles kill bacteria by penetrating the cell membrane, why don't they also kill human cells on contact?",1
1594,How are fingerprints formed?,1
7651,What are the sufficient conditions for weighted binary code to be self compliementary?,2
9389,Balls and Boxes – Combinatorics,0
2495,How much does the nutritional value of insects depend on what they're fed?,1
3791,Earliest to use media after autoclaving?,1
2437,Which range are the Therapeutic Indices of Currently-Prescribed Benzodiazepines in?,1
334,How do you consider an organism to be a new species?,1
2398,Why do different bacteria have different shapes?,1
8305,Determining Counts of Discrete Objects Using Linear Algebra,0
2553,"Why are Merkel cells innervated by an axon, and not a dendrite?",1
4915,Algorithms to prioritize equipment renewals,2
11167,Can't put expression in terms of $y:\ x = \frac{2y-1}{y+1}.$,0
3578,"If a cell has two different GPCRs, how does the cell differentiate between the phosphorylation cascade caused by each?",1
1195,Is it essential to add cholesterol to agar or liquid culture for C. elegans?,1
2844,"Is ""muscular attachment"" synonymous to tendon? (when talking about the insertion of glutei medius and minimus to greater trochanter of the femur)",1
11870,Conics concerning Hyperbola. Tangent of ends of focal chord on hyperbola meet at directrix,0
179,Can something cause both breaks and cross-links in DNA?,1
4669,PHP+JS Code Combining,2
8885,An open set of $ \mathbb{R}^2$ without a point is not simply connected,0
1002,Human bone density and Brown Bear bone density?,1
3069,What is the molecular basis of hangovers?,1
3864,Where in this photo can I find archaea?,1
10472,Pass to the limit in the integral,0
3971,Quantity of toxin release by pathogen in host,1
7006,Booth's algorithm Question : Binary Number Arithmetic (Multiplication),2
3568,Why do T cells have MHC II receptors?,1
4208,Ruby Game of Life with matrices,2
4850,What we lack to do automatic programming?,2
1670,Name of human language related gene,1
7560,Algorithm To Process Purchases Efficiently and Apply Constraint,2
9831,probability of two numbers picked from two distributions giving a fixed number multiplication,0
3338,How many primary oocytes in human female body at birth?,1
10353,Construct an Incidence Structure using the following axioms.,0
8637,Summation of the series $s_b(p)=\sum_k b^{k^p}$ by a double sum in a sense like Ramanujan-method,0
6907,How many thresholds and distance matrix are in Eigenface?,2
3596,Why does yeast react the way it does to water combined with sugar?,1
8079,"Is Threshold Logic Minimization (synthesis) NP-Hard, NP-Complete or NP or..",0
2796,"What type of spider is this? VA, USA",1
3739,What is the probability of an offspring sharing identical HLA typing as one of their parents?,1
881,Dimethyltryptamine and Sigma 1-type opioid receptor interaction,1
5527,Modelling a dependency of multiple transitions on data in one place,2
7307,Defining application flow in ASP.NET MVC5,2
4015,"Are Turing unrecognizable and undecidable languages, recognized and decided by hyper computation?",2
3796,Some sort of Lymantriidae caterpillar?,1
4868,Is this a valid and correct skeleton class/struct,2
10283,"If $W(t), t \ge 0$ Wiener process, show $ W(\lambda t) $ Wiener process, $\lambda \gt 0$",0
3443,How does the light-independent stage of photosynthesis get H+ ions?,1
1197,protocol for pulldown of DNA breakpoints?,1
775,How does a Plasmodium move?,1
3887,how to quantify toxicity,1
6084,"Reversing the ""words"" of a container with a bidirectional iterator",2
10648,"Prove the inequality $\sum_{i,j = 1}^n {{A_{i,j}}({x_i}^2 - {x_i}{x_j})} \ge 0 $",0
3872,Why is ATP the preferred choice for energy carriers?,1
2711,What evidence is there that common PCR DNA purification kits can isolate DNA from pathogens engulfed in macrophages?,1
7165,LeetCode Rotate Array,2
2547,Which hardware specification should one be looking for to optimize the visualization of a tendinopathy through ultrasound?,1
9744,Can every possible 'imaginary number' be expressed in terms of $i$?,0
8749,solving non-linear differential equations by series solution,0
8203,Globally generated line bundle on reducible curve,0
10684,Proof of cancellation law for multiplication of natural numbers.,0
6725,LeetCode - Weekly Contest 213 - Kth Smallest Instructions,2
11509,Help with a summation+inequality problem.,0
2,How does (action potential) hyper-polarisation work?,1
4388,What to study before PBRT(it's a bit hard)?,2
5116,Addition of 2 integers,2
5623,Secret Santa random pair allocator,2
10461,Different results between ode and using python,0
1622,Can sexual selection operate in temperature dependent sex determining organisms?,1
4344,Data compression with Turing Machine,2
8848,show that $f$ is continuous if and only if $\tau'$ is finer than $\tau$.,0
1495,Why do pine stands exist?,1
2808,How long human can survive with just drinking water everyday,1
9920,What are the double union ($\Cup$) and double intersection ($\Cap$) Operators?,0
4582,Converting UNIX time,2
1747,How does a tree trunk sprout and grow after being cut?,1
5627,Confusion with space and time usage,2
11111,Prove: A ⋂ (B+C) = (A ⋂ B) + (A ⋂ C),0
10942,Solving geodesic equation in Lobachevsky metric,0
7178,Can a language be the one recognized by more than one automatons?,2
10686,Solve the trigonometry equation in rational form.,0
9316,Show that the Gauss ring $\mathbb{Z}[i]$ is Euclidean ring,0
11486,Solving a circular permutation problem with recursion,0
6385,Mixed Duo String Generator Part 2,2
4718,Compare two Excel sheets by Cell Content,2
8919,Prove that $f\circ f = \mbox{id}_x$,0
9533,"Is it true that given a positive integer $c$, there is at most one solution for $p^a - q^b = c$ where $p, q$ are primes and $p > q$",0
3465,Is hunger pushing cognitive ability in humans?,1
353,What is the difference between these worms: Caenorhabditis elegans and Eisenia fetida?,1
3798,Darwin's views on Lamarckian Heredity?,1
3530,Identify this mite from Rajasthan (India),1
7565,Algorithms for tabulating/counting/frequency counting?,2
329,Does anybody know what strange plant this is?,1
4801,Archiving Tweets via Python,2
10702,Periodic function defined by integral,0
2271,Is a raised baseline between T and QRS normal in any ECG lead?,1
1173,Basis of enzyme nomenclature — pyruvate dehydrogenase,1
11262,help with proving that the multiplication of complex roots equals 1,0
7892,Check the database for an order number,2
682,What is the adjective for PHAGE?,1
9944,why not handle box-constraints with a transformation,0
3495,Do any non-human species have packed abs?,1
791,What is the difference between spidroin-1 and spidroin-2?,1
1303,Composition and quality of mushroom spores,1
6268,maximum weighted path(s) in a DAG,2
5539,Data Hazard in Pipelining,2
