,question,target
7299,Effect on fitness of mutations,0
8232,CDK3 1 simple coding mutation/missense mutations (S106N) glioma,0
10165,Implementing a shared array cache without locking,0
284,Question regarding equicontinuity and joint continuity,1
1703,what is the simplest way to express this expected value of a product of two variables?,1
281,Find Integral Using Trig Substitutions with Tangent and Secant : Integral of Square Root of $x^2 + 2x$,1
4793,Equality in de Rham cohomology,1
9625,Find all pairs in an array that sum to a given number,0
6821,Why are birds have balls in the form a cork screw i dont have the scientific name,0
5268,Linear Algebra - Vector Subspace of Polynomials,1
2886,Topological definition of intersection multiplicities of algebraic varieties,1
5984,"complex no. $z$ such that $ |z|<\frac{1}{3}$ and $ \sum^{n}_{r=1}a_{r}z^{r} = 1\;,$ Where $|a_{r}|<2$",1
9870,Why does Insertion sort take linear time in this case?,0
7740,How is instinct carried from one generation to another?,0
725,Probability recursion,1
2777,Finding the gradient of a function.,1
1528,"Prove if $f$ is convex on $(a,b)$, then $f$ is bounded on every closed subinterval of $(a,b)$",1
6520,What is happening to this tree?,0
1349,Question regarding the formal definition of NP,1
7961,What is this hummingbird-like insect?,0
5697,Finding where f is well conditioned,1
10640,Time complexity of insertion in linked list,0
1169,How can I show $ X(f)(\sigma) = \frac{d}{dt}\vert_{t=0} \ [f(\sigma \exp (tX))]$,1
10109,Go functions to create a directory if it doesn't exist,0
3075,Domain of the function $g(x)=\frac{e^{\frac{1}{-\log_xe}}}{x}-\frac{2x}{e^{-\ln2}}$,1
4999,"Show that $\gamma:[a,b]\rightarrow \mathbb{C}$ has bounded variation iff exists $h:[0,1]\rightarrow [a,b]$ with $\gamma \circ h$ Lipschitz.",1
6741,What are the consequences of inbreeding?,0
1257,Is $~f(x+dx)=f(x)+df ~$ true? How to prove it?,1
6000,What was the evolutionary reason for cross lateralization of the brain?,0
7508,Auto-immune problems if immature B-cells released if bone marrow bone is fractured?,0
1622,An upper bound for integer partitions with unique summands,1
4114,Approximate integral of a function with points in the range,1
6889,Confusion related to the DAVID tool,0
9947,Text Snipper WordPress Plugin in JavaScript,0
11352,Can you give an example of a problem in $EXP^{RE}$ but not In $P^{RE}$,0
2750,Does the correlation between the measurement noise influence the result of the LS?,1
1778,Significant digits found while using an algorithm with random data,1
4731,The order of a pole is an integer,1
2030,Finding the determinant and trace of a linear transformation,1
935,Algorithm for Chebyshev series derivative,1
11328,what is correct maximum number of subnetworks?,0
6654,How to conceptualize the action potential?,0
4861,A doubt on the question $C = f^{-1}(f(C)) \iff f$ is injective and the similar surjective version,1
8135,What is atrial fibrillation?,0
1585,Find the characteristic polynomial through the induction,1
7937,Why haven't environmentally-reactive bodies developed as an evolutionary advantage?,0
5021,Application of Spectral mapping Theorem,1
3008,Prove the inequalites of complex vectors,1
10374,Global indexing of shared nodes in parallel,0
149,"Identities involving the boundary, closure and interior of a set.",1
11658,Solving the travelling salesman problem using a genetic algorithm,0
6503,What are the minimal chemical requirements for a food which we all can eat?,0
7080,What is the difference between an alpha subunit and a non-alpha subunit in ACh receptors?,0
6273,How are elements like iron recognized and routed to the right places for use in the body?,0
10990,How can I use object oriented principles in the following scenario?,0
11574,A Dockerfile for Composer (a dependency manager for PHP),0
7850,Why is HPV vaccines targeted for preteens?,0
11925,Generate line chart from SQL database output using Morris,0
8196,Which is the guideline to choose a molecular target to identify vertebrate hosts from arthropod bloodmeals?,0
11588,Pick a subgraph that maximizes the total cost of min-spanning tree among all subgraphs of the same size,0
1516,Determine if a function is bijective,1
9609,"Finite state machine written in OCaml to test for the sequence 0,1",0
7047,How to understand certain protein names,0
8168,Why does a housecat (or other predator) play with it's food before killing and eating it? Does it make the food taste better?,0
11859,Functional programming FizzBuzz,0
8108,Can telomere length maintenance be an answer to increased life span of human beings?,0
2260,Checking if all elements are prime,1
6498,Why do chlorotic leaves have green veins?,0
6483,Can photosyntetic cells be genetically modified to grow at a faster rate?,0
6228,What is the C765-Gal4 driver?,0
274,"If $V$ is an irreducible group representation over a non-algebraically closed field $F$, what's $\dim_F\, (\operatorname{Hom}_G(V,V))$?",1
551,Understanding generalizations of the wave equation.,1
7320,Does pH affect Michaelis constant?,0
7079,How was the Huntington's disease gene's location found?,0
11787,Convex hull partition of a set of points,0
3827,Are the quotient groups in a composition sequence necessarily subgroups?,1
9094,Modal component in Angular 2,0
757,How May I Determine if a Number is Divisible by a Given Set of Numbers?,1
4681,Part of proving Schroder-Bernstein Thm.,1
4699,convergence of nested recursive series,1
8705,Is the promoter region of a gene transcribed?,0
6960,How can a waterborne disease be transmitted,0
3951,Least-squares in integral form,1
9528,Is finding arbitrary length cycles in a graph NP-Hard?,0
10740,File-encryption utility application,0
3604,I want to prove that multivariate normal distribution maximizes the entropy,1
6782,Why do we have to move in the cold for higher chance of survival?,0
3642,Probability that coordinate of a dot within a square less than random parameter Z,1
4978,To find the minimum value of $n$ such that $2$ points exist not more than $2cm$ apart on square,1
7014,"The Eye, and Camera Lenses",0
9188,Is it good practice in Java to pass a StringBuffer to a method to get error messages,0
7894,Is apparent competition a suitable term in situations where one species is not negatively affected?,0
2336,Tangent vector in differential geometry: combining direction and derivative,1
11459,short text categorization with spelling correction,0
9320,Sort files in a given folders and provide as a list,0
7418,"How do trees communicate in the ""Wood Wide Web""?",0
3453,Find the domain of $g(x) = \ln \left( {\frac{x}{{x - 1}}} \right)$,1
10731,$\Theta(n^2 ) =\Theta(n^2 + 1)$,0
1760,Concavity and critical numbers,1
5030,Hiw to prove that additive inverse is not equal to multiplicative inverse?,1
6177,Why is glycine considered a nonpolar amino acid but a polar molecule?,0
4182,"Finding number of occurrences in a Boolean vector, or a portion thereof.",1
5878,Chosing the right setup for stochastic process,1
11128,Vertex cover algorithms for directed graphs?,0
9443,Addition in IEEE 754,0
8555,Do Alzheimer's patients have spaces in their brain with low interstitial space?,0
9700,Minimize the maximum Hamming weight of basis vectors spanning a binary subspace,0
47,How many bits does a digit have? (when the base is not known),1
480,DFT - Why are the definitions for inverse and forward commonly switched?,1
583,No onto map between the algebras.,1
291,Calculating the covariance of two random variables,1
9249,Finding a graph where the edge set satisfies a set of integer equations,0
3382,"How find this value of $x,y$",1
7356,Stabilizing forces between the protein sequences?,0
8409,Can the basement membrane of blood capillaries expand?,0
5337,How to prove that $1+\tan^2a=\dfrac{1}{\cos^2a}$ ?,1
6256,What causes pinkish hue to some skins?,0
3224,elliptic curve ${X^3+Y^3=AZ^3}$,1
1895,Relationship between random and non random variables.,1
3489,Remove repetition from permutation,1
9887,Error handling in express without middlewares and using class structure,0
6061,"Large spider identification, Kentucky USA",0
6565,Using perceptual adaptation for enhancing realism of VR/other entertainment,0
10913,Calculating speedup for a two-way superscalar cpu,0
11934,Number of n-node binary trees containing an m-node binary subtree,0
1953,How do you show that $n = 3$ is the only positive solution to $2^{n-1} = n+1$?,1
7364,Does fasting improves immunity?,0
9721,User authentication SQL injection,0
9041,Conditional milp formulation,0
7486,Genetic networks vs genetic architectures?,0
1084,Function problem vs. decision problem,1
6340,Are Sharks able to detect electromagnetic waves using their Electroreception ability?,0
7954,How far can free radicals from UV radiation diffuse through the skin?,0
8554,What are the differences and similarities between fimbriae and adhesins in microbes adherence factor?,0
5505,Topics in Algebra - Advice for Seminar,1
4447,Expected number of offspring with immedate vs. delayed selection,1
4617,N Gravitational Body Simulation,1
6240,Are these two same insects?,0
9173,Modular multiplicative inverse in Ruby,0
9454,Why do ACLs (access control lists) have better persistence than capabilities?,0
8985,Why would a 2019-nCoV protein sequence in the NCBI database match a protein submitted in 2018?,0
3590,What statistics can compare dataset with shared values from same data source?,1
429,Extending holomorphic function,1
11721,Using self-hosted OWIN,0
11106,Analysis of and references for Koch-snowflake-like (and other exotic) network topologies,0
9291,State of the art time complexity for getting (tree) descendants by type/attribute,0
11413,Processing user input for a form,0
10635,Finding a word ladder using Breadth First Search,0
6222,Spine found on the beach,0
9145,What are the reasons behind using constraints in convex optimization?,0
2144,How to prove this sequence tends to zero,1
7813,What is allele-specific binding?,0
4533,Exercise 9 Chapter III from Kunen's Set theory: An intro to independence proofs,1
2399,Sufficiently large chromatic number implies clique minor,1
9084,How to check if a specific ILP problem can be solved in polynomial time or not?,0
8043,How does a cell identify itself?,0
4341,cl$(B\backslash A) \subset$ int(B),1
6720,How do geneticists compute the percentage of DNA shared between species?,0
4720,Continuity of integer part function,1
1960,Equivalence of transversality conditions,1
5222,Divisible modules over $\mathbb Z[x]$,1
10773,Subscriptable/Indexable generator,0
2891,Why is $y^2 = 1+x^4$ an elliptic curve?,1
10812,Turing machine with an oracle for a proper subset of a known undecidable language,0
967,logically prove: $R$ is Relation $\to R\subseteq\operatorname{dom}(R)\times \operatorname{cod}(R)$,1
2065,Proving $\mathscr{\bar{M}}$ is closed under countable unions.,1
1266,Jech Lemma 3.10 (cofinalities),1
4937,"Consider the function space Ω, consists of all functions $\phi(x)$ that satisfy the infinite set of conditions",1
6354,"Connect the inner and outer space of cell with a wire, will there be electricity?",0
963,solve coordinate and quadratic system,1
4599,Fourier transform of odd function equals zero.,1
10970,Countdown script in JavaScript,0
8918,What is the definition of the life biologically ?,0
11994,StarCraft Map Dimensions,0
3946,Finding limits of a line integral with vector fields,1
6226,Where do butterflies sleep?,0
4671,Area between 2 parabolas,1
11193,What are the technical reasons for which the empty string is not allowed to be accepted by a Turing machine?,0
1864,"Mass of a wire positioned along the interval $[a,\ b]$",1
8567,Is touching or inhaling 70% isopropyl alcohol dangerous to humans?,0
5550,Exam Question - language recognizition,1
5413,Cosets of ramified Witt vectors,1
5643,"Find $\lim\limits_{(x,y)\to (0,0)}{\frac{e^{x}+y-1}{x+y}}$",1
11864,Counting occurrences of a word in a file,0
5566,Relation between Numerical methods and Chaos theory .,1
10847,How many bits are needed? Advantages/disatvantages of this configuration?,0
11203,How do I use the Myhill-Nerode theorem to show that a language is not regular?,0
103,"Limit $\lim_{(x,y)\to (0,0)}\frac{\sin(xy)}{xy}$",1
3463,basis for the space of polynomials $p(x)$ of degree at most $n$ such that $p(2)=p(4)=2p(7)$.,1
650,"If $f'$ is bounded on $\mathbb{R}$, then is $f$ uniformly continuous?",1
11419,Simple bcrypt Register User and User Login using PHP - is this approach acceptable?,0
1042,Non-isomorphic combinatorial classes with growth rate equal to the golden ratio?,1
11873,Extract Students with All Enrolments in the Past,0
7013,c4 cycle in photosynthesis occurs in monocots or dicots,0
3581,"For $0 \leq a_n, b_n$: Is $\varliminf a_n \varlimsup b_n \leq \varlimsup a_n b_n $ true?",1
5307,Continuous-time Markov Chain forward/backward equations and MLE,1
10984,Android music-streaming app,0
8532,Can TGF beta family induce all somatic stem cells?,0
8799,How to manufacture different sized micelles in nano -scale?,0
6779,Why do fetuses have membranes between fingers and toes?,0
9254,Social Media Hashtag Splitting,0
807,Solving a Word Problem relating to factorisation,1
7227,Mayfly identification - Oregon,0
8273,Mutation in axillary buds of trees overcoming self-incompatability?,0
10365,Where/when did Stephen Kleene first define the Kleene closure/star?,0
10135,Retain previous values in Label,0
7194,Difference between taking tissue of cancer from secondary place or primary place,0
9881,How can I check if a sequence is alternating?,0
1670,Can a density function in a closed ball have an unbounded expected value?,1
11033,How can I translate this quantified logical expression into english,0
2193,Distributive Law for 'such that'?,1
1100,Show $h$ is continuous on $D$,1
7548,Do voltage-gated calcium channels affect neuronal conduction speeds?,0
2553,proving that an improper integral diverges,1
1353,How to find the probability of a tie.,1
2893,"If $A$ is a bounded matrix-valued function, is the map $x \mapsto A(x)x$ Lipschitz?",1
3419,Generalising Plane Isometries to $\mathbb{R}^3$,1
5801,Why does an empty intersection (for families) not make sense?,1
10209,Linear programming with absolute values,0
5464,Hitting time of 2D markov chain,1
6405,Cat purring: What are some possible underlying mechanisms behind purring and bone remodeling and formation?,0
4917,How many permutations of pixels in a square?,1
10920,What is the asymptotic runtime of the best known TSP solving algorithm?,0
2486,Prove that the center of a circle within a constructed triangles lies on the angle bisector,1
3728,Prove that normal vector to the surface does not depend on parameterization,1
10416,Finding the longest path of sum $0$ in a weighted tree,0
11903,Cache Direct Map access confusion,0
2059,Is the supremum of an almost surely continuous random function random variable?,1
11899,Show that if language belongs to $BPP$ then also similar language belgons to $QP$,0
6850,Why do we have bacteria in our alimentary canal?,0
1383,Bound on the $2$-norm of a diagonal sub-matrix,1
2633,Closed-form expression $(x_{2^l})_{l\in \mathbb{N}_0}$,1
11005,Replacing n with 2n in asymptotic bounds,0
11,"Question about equlaity of two language, simple but tricky.",1
2022,Performing Hypothesis Testing when each test has a different probability,1
9501,Vue Star Rating Component,0
2870,Finitely many fixed points in interval,1
6278,How does the blood of the veins in the legs get to the heart?,0
6293,Why my base-quality in alignment is not perfect?,0
9630,Rigidness and verbose nature of XML parsing,0
6903,Are there any scientifically based predictions or theories of future human evolution?,0
5702,Help with fourier transforms,1
620,Is a Function on Bounded Domain Taking Cauchy Sequences to Cauchy Sequences Uniformly Continuous?,1
4547,"Doob Dynkin lemma, uniqueness of the Borel function",1
4801,Help to understand this property: $\int\limits_{ka}^{kb}s\left(\frac{x}{k}\right)dx = k\int\limits_a^bs(x)dx$,1
1014,Evaluating the real and imaginary parts of a nasty complex number,1
7453,Does drinking alcohol having UTI may help to kill the bacteria?,0
8865,"What are the olfactory chemicals in whiteboard/permanent markers and what do they bind to in the nose, lungs, and brain?",0
8767,variation in expression accounted for a SNP -- what's a usual percent?,0
1066,Evaluating lambda expression call by value Beta reduction,1
3694,Show that a normed space is not separable,1
11405,Asymptotic analysis of shifting/multiplying,0
3404,"A puzzling step in a solution for ""Find $\sin(x)$ and $\cos(x)$, if $a\sin(x)+b\cos(x)=c$""",1
2142,Intersection of inductive sets,1
8791,Processing of speech/non-speech sounds in the human brain,0
8746,Why do human ears have a lower boundary for the lowest energy perceivable signal than eyes?,0
4313,"Why isn't projection of $\mathbf{v}$ onto $\mathbf{u}$ defined so that it's perpendicular to the straight line segment connecting $\mathbf{u, v}$?",1
5220,What am I plugging in wrong to my normal distribution calculator?,1
10047,What can I do better in this ViewModel Creator?,0
1853,group cohomology over a trivial module (complex ),1
2961,Notation: express the minimum absolute value of a scalar function.,1
8467,$F_{ST}$ and the genetic variance in metapopulations,0
6624,Protein expression in K. lactis system,0
1226,Which propositions are true?,1
2395,Finding the equation of a line,1
1650,"Twin square-free numbers of the form $6k-1,6k+1$?",1
5887,First-order logic with conditionals,1
6162,Why babies cry after they are born?,0
3384,finite type sheaf of $\mathcal{O}_X$ modules with short exact sequence,1
2130,construct inverse point with respect to the circle by the use of the compass alone,1
6332,Why are the other bases not used for RNA capping and tailing?,0
9210,Why there is no polynomially large sequence of polynomial large weights that derandomize the isolation lemma?,0
7158,Ventricular Filling : Systole or Diastole?,0
11714,"Number of states in NFA and DFA accepting strings from length 0 to n with alphabet Σ= {0,1}",0
4701,The family $f_n=\arctan(nx)$ is not equicontinous.,1
9760,Queue with std::vector,0
8321,Why are there ghost images of objects just out of focus,0
9161,Making feature vector from Gabor filters for classification,0
8520,What is functional dissection?,0
9076,Selection sort algorithm in Swift,0
2981,Small proximity of important points of a function,1
3301,Proving Pappus' theorem in a finite Affine Geometry,1
6462,What proportion of salt in water would make it not dehydrate nor hydrate someone?,0
3817,"Can we write every uncountable set $U$ as $V∪W$, where $V$ and $W$ are disjoint uncountable subsets of $U$?",1
11593,State complexity of difference of two languages,0
6836,Fibronectin glass surface adsorption,0
9919,Why half of the medians are greater than the median of medians?,0
7642,"How does Trifluralin kill newly germinating seeds, with almost no effects on established ones?",0
9948,Mutex and condition variable implementation using futex,0
2575,Dirac delta function of a function - can I make this transformation?,1
7181,Survival curve in early humans,0
8515,Are all quadrupeds edible?,0
251,Connection between Theodorus spiral and Archimedean spirals using an analytic expression,1
11388,Pumping Lemma for $L = \left \{ a^{c}\mid \text{c is a composite number} \right \}$,0
7274,What are the (evolutionary) advantages of secondary transport?,0
4919,How to prove this biconditional?,1
640,When to use L2 regularization?,1
7032,Pain perception in animals with nerve nets,0
10190,Scheduling distributed computational graph,0
7220,Why does bacillus thuringiensis produce bt toxin?,0
3958,"Minimal sufficient statistic for Uniform$(\theta, 2\theta)$, is it a complete statistic?",1
4909,"Suppose we have $T$ is onto and $Span(v_1,\ldots,v_n) = V$. Prove that$ Span(T(v_1),\ldots,T(v_n)) = W$.",1
2845,Naming a binary relation,1
532,Tables of Hypergeometric Functions,1
7289,Proportion of amino acids from a random polymer of U and C,0
7488,Why do spiders make their web near the ceiling and near a light source?,0
4154,Does cutting an open space not increase the number of holes,1
7557,"Can you ""fight"" a coma or serious illness?",0
10489,DP Knapsack Problem With Categorical Constraint,0
1555,Excercise about convex functions counterexample,1
7262,Are all non-breeding naked mole rats the same sex?,0
1127,Prove that $\sqrt[3]{\sec\frac{2\pi }{7}} + \sqrt[3]{\sec\frac{4\pi }{7}} + \sqrt[3]{\sec\frac{8\pi }{7}} = \sqrt[3]{8-6\sqrt[3]{7}}$,1
4515,Looking for an intuitive explanation of the gamma function which can be comprehended with high school maths.,1
11839,"Show that if Automata $A$ recognize language $L$, there also exists an automata $A′$ that recognize $Double(L)$",0
929,"Is there a dilation/scaling ""equivalent"" of Wiener's Tauberian theorems?",1
6122,Why some eggs are bile stained?,0
1846,"Sum of products of positive integers and non-negative reals, the latter of which has the sum of at most 1",1
8415,Antibody-antigen database,0
9207,Are URI's a regular language?,0
10738,Android Java Splash Screen code,0
8513,Is the Opah a warm blooded fish?,0
9469,Generating all directed acyclic graphs with constraints,0
9237,"In RegExr, why is regex OR in JavaScript sometimes not commutative?",0
7513,What tool can I use to align multiple protein sequences to one reference sequence?,0
9975,"Trials, tribulations, and tributaries (Rainfall challenge)",0
7591,Why is hydrofluoric acid so dangerous if it is a weak acid?,0
2984,"Interpreting fundamental theorem of calculus when the domain of $x$ is $(-\infty,\infty)$",1
9271,Awkward Generic Repository Call,0
5687,Embedding a Torus into Plane with Cuts,1
4900,"Finding distribution of $y$ intercept given by line generated by two uniformly chosen points in $[0,1]^2$",1
9012,Beginner user registration and login program,0
4405,Modular arithmetic with polynomial,1
1694,Inner product in a direct sum of a dimensional space,1
7278,Does blood carry metallic nanoparticles?,0
6290,Where can I find DNA decryption research?,0
10151,Count the number of leaders in both sides (slices) of an array in C#. Codility EquiLeaders task,0
11562,Movement function for a Sokoban game using Python,0
8292,How to design a ChIP-exo experiment with controls?,0
5344,How to solve the quadratic matrix equation $X A X^T = B$?,1
3758,Evaluate integral: $ \int_{-1}^{1} \frac{\log|z-x|}{\pi\sqrt{1-x^2}}dx$,1
8194,Worm in water identification help,0
7058,Is there any completely Computation Drug ever launched in market?,0
1265,How to solve this differential equation: $x^2dy-y^2dx+xy^2(x-y)dy=0$,1
3030,"How to evaluate $\int_0^3\int_2^0xy\,\mathrm{d}x\,\mathrm{d}y$?",1
736,"If $P^r$ has all positive entries, then so does $P^n$",1
10253,Converting CNF to GNF,0
3724,Contracting a contractible set in $\mathbb R^2$,1
11668,comparisons vs arithmetic complexity,0
9918,Big switch statement for sorting a table,0
1691,How can I derive differential equations for polar coordinates based on these equations?,1
7618,Does human brain produce nicotine?,0
6817,Book request: systematics and evolution of vertebrates,0
5694,What is this symbol above the X?,1
770,"Let $f : R\rightarrow R$ be a function with the property $f(x + y) = f(x) + f(y)$ for all $x,y\in R$.",1
11779,Print the N longest lines in a file,0
4606,Important results of calculus before Newton and Leibniz?,1
6432,Assumptions of Hardy-Weinberg rule,0
3571,Are there Boolean homomorphisms from the degenerate (trivial) algebra to non-denegerate algebras?,1
2136,Solve differential equation with three variables,1
11633,Multiple rounds of bipartite matching problem,0
4716,Simplifying expressions when taking limit to infinity,1
1764,Prove that $\frac{1}{(n+5)^3}$ is a Cauchy sequence.,1
9357,K-Nearest Neighbors in pure Python,0
11154,Finding unique/obsolete binary Debian packages,0
9467,Gem to interact with a third party API,0
9589,Slim down Javascript MomentJS Function,0
7653,What will happen to a neuron if I suddenly remove the pump but not the leaky Na+ and K+ channels?,0
1683,Volume of largest ellipsoid fitting into a box and volume of smallest ellipsoid containing that box,1
1492,Reference request on numerical semigroups,1
6212,To which SCOP Class corresponds the following secondary structure?,0
10664,Is order of bits in byte really not of concern?,0
639,"prove $\left\{a_{1} = 2, a_{n+1} = \frac{2+2a_{n}}{2+a_{n}} \right\}$ converges",1
1950,Compute $\lim\limits_{x\to0} \left(\sin x + \cos x\right)^{1/x}$,1
6711,To what extent does the distribution of nerual transmiters in the brain vary human to human?,0
8875,Endogenous retroviral insertions as evidence for evolutionary relationships among primates,0
9313,Convert Sql LIKE to Regex,0
6307,What species of mulberry is this?,0
10145,"Shortest path using less than or equal to m edges in a directed, weighted graph with negative cycles",0
2492,Chain rule for multiple variables,1
944,How to calculate the number of subgroups of a group whose order is $19$?,1
10668,Generation regular languages by context free grammar,0
10255,Extending java.util.Random.nextInt(int) into nextLong(long),0
3056,Algebraically compute $\lim_{x \to 0}\frac{\sin x}{x}$,1
11783,Using static management class to control db transactions through an EF6,0
3750,Limit of a sequence bounded below but has no cluster points,1
4401,"Is there a difference between $f(x,y)$ $f(x;y)$ and $f(x\mid y)$?",1
7925,What can pass through the intestinal membranes?,0
10258,SICP exercise 2.28 - counting leaves in a tree (recursive process),0
8413,Why does the ring finger not move independently?,0
8298,Why do the vines change their spinning direction?,0
5734,geometry question regarding the adjustable angle of a climbing wall and how to lower the overall height,1
10563,maximal independent set on grid-based graph proof of approximation ratio,0
4412,Existance and uniqueness for diverging and converging integrals,1
11079,How large is the seed in an encryption algorithm such as stream cipher?,0
728,Question on operator theory classes of operators on Hilbert spaces,1
9046,Training preamble in convolutional codes,0
10494,A recursive function that performs a binary search,0
298,How to write correctly when performing integral calculations?,1
3189,Normalization of a Ring,1
5811,a question in Ordinary differential equation,1
6996,Two sets of chromosome and the sequencing output,0
1161,How to find the upper Riemann integral of following function?,1
10420,"Using model relationships to find number of responses by a user, to posts of a certain topic type",0
2530,Is the following series converging $\sum_{n=2}\dfrac{1}{(\ln n)^{\ln n}}$,1
5136,How to find all complex numbers and roots of z in cubic equations,1
7411,Differences between Heracleum mantegazzianum and H. sphondylium,0
1762,Double mapping cylinder- a point set question,1
7784,Are there known minimal marine ecosystems that are stable?,0
4570,Find the point of intersection of the pair of lines $a(x-\alpha)^2+h(x-\alpha)(y-\beta)+b(y-\beta)^2$,1
5767,Markov's Inequality for Negative Binomial distribution,1
10051,Find combination of vectors from array that sum up to s,0
9877,Examples of languages not decidable by a TM using certain upper bounds on space/time,0
4747,All K such that if $|\int_E f d\mu|<K$ for all measurable E then $||f||_1<1$,1
6657,Could someone Identify this Insect Hive on my Balcony Grill,0
5100,Eigenvalues of differential operator,1
8743,Reliability of Sanger sequencing,0
6579,Can I identify this black ant queen?,0
4883,Definition of compatible vertices,1
7255,Are there computational models verifying the feasibility that complex biological systems can emerge by random mutations plus natural selection?,0
9115,Averaging a set of percentages between certain important levels,0
4893,Let $f : [0;1] \to \mathbb{R}$ be a continuous function such that $f(0) = 0$. Which of the following statements are true?,1
10803,Recamán Sequence (A005132),0
891,Proof for the existence of primes not equal to $ap_\alpha +bp_\beta$ etc?,1
8186,"What does it mean for a hormone to be ""active""",0
4805,"Composition of logarithm, quadratic and $\tan$ function",1
7093,About. Autosomal recessive diseases in genetics,0
10215,Sampling among constrained partitions,0
70,Whitney sum bundle vs. direct product bundle,1
9715,Auto change page title while bookmarking a page,0
2483,Type of differential equation,1
1866,Why is this a local isomorphism?(model theory),1
10695,How to improve my these specific math skills?,0
8864,Why do we like to touch fluffy things?,0
4226,Show $f''+vf' +\alpha^2 f(1-f)=0$ has solutions satisfying $\lim_{x \to - \infty}f=0$ and $\lim_{x \to \infty}f=1$ given $v\leq -2\alpha < 0$,1
6084,Could an animal with an open circulatory system survive in a near-zero gravity environment?,0
4261,Generalization of a problem related to gcd,1
1758,Integral with respect to the sum of two complex measures,1
5759,"$(\Bbb Z\oplus \Bbb Z)[X] \not\cong \Bbb Z[X]\oplus \Bbb Z[X]\,$?",1
2430,How the free group on two generators $F_2$ is isomorphic to a particular quotient group,1
2424,Disjoint Lines in Projective Space,1
5114,group of order 21 is abelian or not,1
5249,Solve for $x$ in $\frac{\sqrt x-1}{x-1}>\frac{4^{3/2}}{2^4}$,1
6180,Can you identify this snake?,0
4061,Hello i am confused with this quadratic question.,1
1678,Choose a basis of $\mathbb{F}_q/\mathbb{Z}_p$ to do inverse quickly.,1
6380,MTHFR recessive alleles and B-vitamins,0
11227,Why is removing the second largest element from a max-heap not in O(log n)?,0
5475,showing $f$ is entire,1
3290,What is the result of a natural number power the cardinality of an infinite set?,1
3749,"Suppose $\phi\in{Aut(C)}$ and continuous, why $\phi$ must fix $R$?",1
2768,"Zorn's Lemma Proof: Definition of Tower, Union Requirement",1
10610,Find sets of weighted objects to maximize number of sets with weight >= X,0
5138,Doubt about Hatcher's proof of degree calculation,1
5131,Why the derivative of $n^{1/n}$ is $n^{1/n} \left( \frac{1}{n^2} - \frac{\log(n)}{n^2}\right)$,1
11340,Algorithm for subdividing html-elements,0
1409,"$E(X|Y)=0$ and $E(X|Z)=0$ imply $E(X|Y,Z)=0$?",1
4811,Length of path of a reflecting wave,1
11133,Quicksort Partitioning: Hoare vs. Lomuto,0
1126,Prove that $\int_0^{\frac{\pi}{2}} \frac{\cos x}{x}dx=\infty$,1
9891,A color class and a CRUD class for it,0
1136,Lipschitz condition for open sets,1
986,"$gcd(p,a-1)$ or $gcd(b,p-1)$ where $p$ is a prime factor of $a^b-1$",1
2902,Getting the best fitting distribution using the p value,1
630,A complex number is real proof,1
2733,How many combinations are possible for choosing two letters from the alphabet with replacement?,1
6352,Why is this the equation for the fitness of cooperators?,0
4335,Find number of skew-symmetric matrices of order $3\times 3$ in which all non-diagonal elements are different,1
1943,Solve $y''-xy=0$ about the ordinary point $x=0$,1
7476,What exactly happens to animals that fail mating rituals?,0
6072,Structures of cyclodextrin complexed with small ligands,0
9642,"Suggestions for alternative 3D space partition tessellation, different from Voronoi and Delaunay",0
4149,Why isn't a given relation a function from A to A?,1
11850,"Grids, Cells, and Inheritance",0
6609,Moss CO2 consumption,0
2719,Calculating sample variance,1
5830,Set of left cosets = set of right cosets implies normal,1
4858,Poincaré constant for subspace of Hilbert space,1
4454,Probability of Rolling 3 dice versus 2 dice,1
3,"Why does $S(n,k)=\sum 1^{a_1-1}2^{a_2-1}\cdots k^{a_k-1}$?",1
7208,Etymology of eccentric/concentric contractions,0
7304,Is anaerobic activity during ketosis possible?,0
1730,"Conics: The line $\mathbf{l} = C \mathbf{x}$ passes through $\mathbf{x}$, since $\mathbf{l}^T \mathbf{x} = \mathbf{x}^T C \mathbf{x} = 0$",1
2852,Determine the order of the local truncation error (LTE) of a numerical integration method,1
3487,Show that $x'(t)⋅ \nabla f(x)\geq0$,1
8475,What are the uses of centrioles and matrix of centrosomes?,0
5374,Big-Theta:What happens if $\displaystyle{a_d<0}$?,1
10981,Data Integrity Through Custom Variable,0
4390,Combinatorics: arrangement with permutations of $N$ elements,1
11817,Multi-threaded client/server/rate_controller testing harness,0
6449,Virus Mortality Selection,0
8582,How is there no limit to a human lifespan again?,0
6229,Proteases in the blood,0
11915,Minimum number of nodes to select such that every node is at most k nodes away,0
5483,Junk Mail Permutations,1
9705,What to do with the Exception when you fail to close() a resource?,0
5780,Geometric description of equivalence classes.,1
10716,Best way to structure this PHP code,0
3249,Equal number of 1s and 0s in number of n digits,1
575,Basic Algebra Question about speed,1
10629,Project Euler 18/67: Maximum Path Sum,0
11890,Some terminologies in Wirth's book and the satisfying of deterministic algorithm,0
11445,"Given a number represented as an array of digits, plus one to the number",0
3132,"In each part, find a basis for the given subspace ofR 3 , and state its dimension",1
8396,Easy Hardy Weinberg Equilibrium,0
365,A point minimizing total great circle distance to a given set of points on a hemisphere,1
8966,Preprocessing microarray data to detect increased male expression variance due to dosage compensation?,0
