,question,target
5517,Can a creature fly and also walk?,1
2032,"How can it be shown that $x^x = a$ , has no real solutions when $a < (1/e)^{(1/e)}$",0
9169,Creating multiple observations from single observation depending on conditions,0
5635,What are the clotting factors' effect on avascular necrosis development?,1
749,Integration Problem: $ \int \sqrt{2^2 - x^2} $,0
9010,Finding lost bottle (algorithm problem),0
526,Find example for probabilities.,0
11451,What's the formal definition of Big-O notation for functions of more than one variable?,0
11603,Would a five color display have higher image quality than an RGB display?,0
4785,What are the differences in ultrastructure of cilia and flagella?,1
10347,DFA Minimization: Finding all equivalence classes of $\mathsf{R_L}$ for language $011(0+1)^*011$,0
10343,Countdown timer for new year,0
4393,Identify this frog from Bangladesh,1
5258,Are there any examples of weighted edit distance genome alignments?,1
1428,Understanding polynomial interpolation as a special case of Chinese Remainder Theorem,0
9049,Search Heuristics Where the Search Space Has No Gradient,0
10195,Proving NP-completeness for a not so cheesy problem,0
2994,"If a measure is semifinite, then there are sets of arbitrarily large but finite measure",0
9822,Minimum edge deletion partitioning,0
4642,"How does Trifluralin kill newly germinating seeds, with almost no effects on established ones?",1
9999,Implement Immediate Smaller Element problem using Stack,0
11881,Twiddle table computing,0
5074,How is the role of ethylene in ripening demonstrated in biology (or agriculture) education?,1
8561,Flexor/extensor group in lower arm and limb bud rotation,1
11679,BST implementation in c++,0
9437,Is binary tree just a two-dimension-doubly-linked-list?,0
1554,sample standard deviation given population standard deviation,0
1270,What is a star configuration for a projection of a knot?,0
6036,Is the worm brain understood?,1
5484,Can you gain valid toxicological data about a detergent in cell cultures?,1
110,About linear bijection between Banach spaces!,0
5542,Sister chromatids during meiosis,1
8632,Are tongues red because they contain blood?,1
6071,Do T-cells express MHC molecules?,1
2939,unique solution of pde using method of characteristics,0
3325,Are the social-distancing measures implemented against SARS-CoV-2 also suppressing the spread of other viruses?,1
5782,Getting xyz co-ordinates from a .map file (CCP4 format) in VMD,1
7119,"Energy use by muscles, actual work done by muscles and more",1
6107,What are the typical values of probabilities for nonspecific binding to an antibody?,1
8573,"Is there something amounting to ""check sums"" in genetic code?",1
5790,Is there a difference between a consensus PCR and a pan PCR?,1
636,Tensor Product with a Free Abelian Group,0
10684,How to iterate through all values of an array?,0
5044,Coacervater were more like Viruses or Cells?,1
1837,Calculate Laurent Series of $\frac{1}{z^2 - 9}$,0
6615,What is Hamilton's rule for multiple generations?,1
5091,Respiration of an animal cell media,1
10679,Where can I find a data set of graphs with known domination numbers?,0
8720,How would you effect bulk DNA gene therapy for a human?,1
11715,How an insertion can be decoded in Varshamov and Tenengolts (VT) codes,0
6400,Should we induce fever to assist healing?,1
2357,Numerical method with convergence greater than 2,0
3080,Are there any real life instances of kidney organoid transplants in human?,1
1978,Homology/Cohomology of Closed Manifold with $\mathbb{Z}_{2}$ Coefficients,0
9164,Thread-efficient nonce generations,0
6753,Low cost cell free expression system,1
3346,Satisfication with irrelevant things,1
4637,Are there any medical treatments which no longer work because humans have evolved?,1
6811,Buy bacteria for experiment?,1
5020,How long do human egg cell grow up?,1
3387,How does the enzyme Dicer function in the RISC complex?,1
4055,What evolutionary explanations are there for death?,1
8750,How is the carrying capacity of a logistic growth model calculated?,1
2233,Ellipse tangent to two circles,0
11543,Arduino driver for 7 segment display with bit-shift register,0
642,Homomorphism Between Non-Abelian Group and Abelian Group,0
11809,"If $A \le _m B$, then $A$ decidable $\not\Rightarrow B$ decidable",0
5081,What is the mechanism that directs myosin walking?,1
4635,Would a plant survive if it was watered using hard-water?,1
112,Things I must know before taking differential equations course,0
11069,Determining the number of walks between two vertices in a graph,0
11563,Oracle Relations Between Complexity Classes,0
6079,glossary of biotechnological engineering,1
2,How to check if a set of vectors is a basis,0
4394,Why do rabbits often have white hindquarters?,1
11483,Is it a good practice to wrap datatypes in custom classes?,0
8324,"Molecularly, why can you straighten or perm hair?",1
8619,What is the most reliable tumour suppressing gene for NSCLC?,1
10063,Implementing cat function in Julia,0
557,A question about centralisers in Lie algebra.,0
4476,What exactly happens to animals that fail mating rituals?,1
10205,Create all combinations of length N from a given alphabet (2),0
5162,What is a holocentric chromosome?,1
3021,How to identify a pseudogene to a specific protein coding genes?,1
5333,COPI/COPII proteins and kinesins/dyneins,1
4481,Effect of the same caloric intake of different macronutrients on body weight,1
5182,Epidemic threshold on a directed network,1
2534,Finding the Laurent series of $f(z)=\frac{1}{(z-1)^2}+\frac{1}{z-2}$?,0
4610,How does a change in the potential across a neuron's membrane get turned into a signal that is sent down the axon?,1
5901,Pattern in parental care behaviour from lower to higher animals?,1
9217,Algorithm to find optimal currency denominations,0
3862,Can potassium ions depolarise neuron membranes?,1
3030,Curious what this bug is,1
2031,Saddle point method: a rigorous proof?,0
10606,Cache Blocks Direct Mapping,0
2704,"For game where first player to N points wins, find the distribution of win probability and total number of points between players",0
1778,Significant digits found while using an algorithm with random data,0
7518,Is the eukaryotic nucleus composed of a single or double membrane?,1
4931,how much grass does a sheep eat in square meters per day?,1
2894,"Determine the values of $k$ so that the following linear system has unique, infinite or no solutions.",0
2526,How many arrangements of six books where two blue books must be next to each other?,0
1164,"Prove $d_1(x,y) \le \sqrt N \cdot d_2(x,y)$",0
1873,Girth line equation of Breather,0
1699,Eigenvalues and eigenvectors in $\mathbb{R}^\mathbb{N}$?,0
11624,Compact ways to filter even numbers in Java int array,0
6935,Basic understanding of cell cycle (mitosis) phase,1
7814,Has anyone used Crispr/Cas to induce a knock-in in MEF cells?,1
9940,Error handling for Stripe credit card processing,0
8871,Loss in DNA band size extracted from polyacrylamide gel,1
11956,Triangulation algorithm for an arbitary amount of points?,0
4878,Which variables are controlled in the mammalian womb to ensure a healthy environment?,1
4989,Why are my assay absorbance values very low?,1
10372,Python molar mass calculator,0
1869,Piecewise linear structure as generators of $C(M)$,0
10975,Why finding the difference between the adjacent elements of the array to find the maximum difference?,0
547,Is my inductive proof correct?,0
7974,"Can the ""Cas9""(involved on the Crispr-cas9 mechanism) be considered as a restriction enzyme?",1
4802,Does plasmolysis kill plant cells?,1
6473,Is the start codon regarded as part of the UTR (untranslated region)?,1
9782,What happened to Active Databases?,0
7982,Do blind birds bob their head when they walk?,1
8672,Are there any examples of information compression in nature?,1
3386,Separation of sister chromatids diring anaphase without Centrosomes in plant cell during mitosis,1
2315,Why don't we define neighbourhoods to be open sets?,0
9679,Fire analytics tag based on message event from window,0
1438,Palindromes on Keypad and divisibility by $111$,0
7431,About Frameshift Mutation,1
5309,Are there any major noticeable limitations to genome sequence compression methods that use reference templates?,1
6456,Do white Australians have a distinct look?,1
1683,Volume of largest ellipsoid fitting into a box and volume of smallest ellipsoid containing that box,0
10966,What mathematics can be interesting for these CS areas?,0
11548,Recognizable vs co-recognizable languages,0
787,Circle intersections algorithm with $O((n+s)\log(n))$ complexity,0
2092,What will be the value of sub gradient at $0$ for function $|x|$,0
2686,Indices/Exponents: Simplify the following expression,0
8263,"What is ""enzymatic activity""?",1
7436,"What is the name of this about 10cm high, grey, ""flat hat"" fungus?",1
9189,What publication first introduced the concept of a non-deterministic Turing machine?,0
4676,"Alternative protocol for evaluating RNA integrity, using a bleach gel",1
1674,Proving binomial sum (checking my answer),0
10082,Implementing a method that escapes single quotes in a string,0
1497,About the double integral of the product of two sinc functions?,0
6678,How do short polypeptide chains serve as identifiable antigens?,1
2138,"Prove that if $m$ and $n$ are positive integers, and $x$ is a real number, then: $ceiling(\frac{ceiling(x)+n}{m}) = ceiling(\frac{x+n}{m})$",0
2420,Uniquely determining linear operators on finite field extensions,0
392,Find 3rd point of triangle with the opposite angle,0
1352,Prove that $\lim\limits_{x \to 1} \frac{x+2}{x^2+1} = \frac{3}{2}$,0
7679,"Can in the case of multiple sclerosis (MS), a too high osmotic pressure in the nerve, lead to a high intracellular concentration of potassium?",1
3023,"Functionality of vitamin A, Bx, C, D, E, K as used in cosmetics for the skin?",1
8152,What is the use of having 3 antipodal cells and 2 synergids?,1
9339,String Split a phrase into sentences,0
4059,What Genus Is This Ant Queen?,1
4657,Probabilities in calculating the kinship coefficient,1
4432,"I found this insect in Utah, USA. What is it?",1
3592,Can you identify this insect for me?,1
3226,Where do butterflies sleep?,1
1068,Use Fubini to prove that $\int_a^{x_0}\phi'(x)\left(\int_x^{x_0}u'(t)dt\right) dx = \int_a^{x_0}u'(t)\left(\int_a^{t}\phi'(x)dx\right) dt$,0
2620,Is it true that $A_x$ has even order for all $x\in G$?,0
10421,Grouping sales transactions by person,0
7367,Why do dendritic cells have CD4/CD8 on their surface?,1
3741,What are the consequences of inbreeding?,1
82,Formula to compute partial sums of the Basel problem?,0
9499,"The read tape in the definition of L and NL (logarithmic space) (DLOGSPACE, NLOGSPACE) (sublinear space)",0
4973,Main mechanism of the evolution of sexual dimorphism,1
9187,Simplifying Code for Drop-Down-Box in JQuery and HTML,0
1964,Question about the product of two squared sequences used in a particular step in proof of Cauchy-Schwartz,0
4376,Did spiders respond to light for building webs before artificial light was invented?,1
5389,Why does the brain produce cannabinoids?,1
4426,Are the antibodies developed by differing vaccines still the same?,1
10559,Memory management for small allocations,0
9192,An OEIS Lookup tool in Python,0
3105,What is accumulation and release centre of neurohormones?,1
3350,Open access datasets for QTL analysis?,1
10481,Implementing a generic class and choosing a collection based on a type,0
8662,Why is the human ear most sensitive to 4000 Hz tones?,1
2431,$\sqrt{a-b\sqrt{c}} \in \mathbb Q(\sqrt{a+b\sqrt{c}})$,0
1425,Jacobson Radical and Finite Dimensional Algebra,0
10987,"Get specific properties for all Active Directory groups and all their users, then combine them into CSV",0
4775,Why does enteral carbohydrate yield higher energy than parenteral?,1
10578,Optimal quantization of histogram,0
10012,Metal King: A JavaScript Game,0
81,Vertex Colourings for Directed graphs,0
441,Calculating the determinant of $-2A^{-1}$ given the determinant of $A$.,0
4112,Why aren't introns found on the ends of pre-RNA?,1
11968,Check if a site is indexed by google and stores status in Database,0
4865,DNA as a digital storage medium; sequences algorithmically avoided for safety reasons (or should be)?,1
7396,The evolution of dogs through domestication and artificial selection,1
11958,Handling optional parameters in a servlet,0
7035,How can computer predictions of protein folding be verified computationally?,1
1339,Don't understand the notation conjugate transpose on a vector in assignment solution,0
329,"What does ""Vertex-transitivity"" tell us about an arbitrary graph?",0
6144,What is this bird - sound attached - (Atlanta Georgia)?,1
10790,Split string by list of separators and return used separator in the correct order,0
2340,Product of a family of sets.,0
4052,How to interpret this cuffcompare result? Sensitivity over 100?,1
1702,rank$(R\otimes_R S)$ is the composition of $f^∗$ and rank$(P)$.,0
4263,Triangulation number of the SARS CoV-19 virus,1
4280,What is the substrate for glycogenesis?,1
3219,Could someone recommend an introductory book on epidemiology?,1
2926,"If $B⊂A, P(A)=0.6, P(B)=0.4,$ what is $P(A∣B)?$",0
4026,What flying insect is this?,1
9487,Remove elements that appear m times,0
8125,What made this black cluster on a leaf?,1
7171,Why can't we find a broad spectrum antiviral drug to viruses like antibiotics to bacteria?,1
3224,How does trees know to balance themselves so that they never fall down,1
8356,Why are omega-3 fatty acids so easily oxidized when they're incorporated in cellular membranes?,1
8814,Is there any liquid in the bone medullary cavity,1
10657,Applications affected by memory performance,0
8826,"Insect Egg Case, and if so, What Insect?",1
5722,Decoding animal language (dolphins etc),1
1692,Existence of global coframe in product space.,0
5457,Why can't a human regenerate limbs like some other species?,1
7445,optimization of density gradient centrifugation,1
9990,Creating user accounts while avoid SQL injection attacks,0
5304,What does differential consumption mean?,1
5149,Short dated spontaneous ringing in ear,1
736,"If $P^r$ has all positive entries, then so does $P^n$",0
9555,LeetCode 928: Minimize Malware Spread II,0
3796,Which primates can swim underwater?,1
11473,"Copying content from Excel into PowerPoint as a picture, with error handling",0
8291,The position of the macula in comparison to the blind spot,1
4673,Changes in DNA and forensic cases,1
3614,Why do I often see male robins with female robins?,1
1731,"If $\langle x,y \rangle$ is not nilpotent, then $\langle xu,yv \rangle$ is not nilpotent for $u,v \in Z^*(G)$.",0
4525,Transformation of E.coli cells,1
4255,Are there computational models verifying the feasibility that complex biological systems can emerge by random mutations plus natural selection?,1
9650,Classes and variables in PHP,0
11515,Singly Linked List Implementation in ES6,0
3203,Measuring fitness / lifetime reproductive success (LRS) in Drosophila,1
818,How to solve the below system of congruence?,0
10038,"N-Guest Table, Graph Problem",0
655,Show vectors form an orthogonal basis,0
5557,How can I improve efficiency of Ecoli transformation?,1
1918,Existence of Designs,0
9856,Big theta notation in substitution proofs for recurrences,0
8576,Different names in paired-end sequence files,1
3659,A question about how the brain determines the source of a sound,1
8458,What are the longterm effects of pancreatitis?,1
972,"What is the meaning of ""mass defect"" in measure theory?",0
733,"Find all functions which satisfy $f(m^2+n^2)=f(m)^2+f(n)^2$ $\forall\space m,n\in\Bbb{N}$ and $f(1)>0$",0
11109,Calculating pi with Monte Carlo using OpenMP,0
9878,Regular Expressions to Automaton,0
9776,Calculate age given the birth date in the format YYYYMMDD,0
9728,Contraint with three variables into three binary constraints,0
4793,Harbor Seal behavior and personality,1
2510,End - extension in the complete theory that isn't elementary extension,0
85,How to prove that any Boolean function can be simulated only using AND gate and NOT gate?,0
5034,Antiparallel DNA Strands - Error Correcting Code?,1
1777,Logarithm of null-homotopic maps,0
9829,Is at least one of L and L complement Turing recognizable,0
6298,Why do I still see a bright light after looking directly at it?,1
9162,Simple boolean gate with two TriState inputs,0
9966,Convert boolean list to list of base10 integers,0
9201,Count Characters Function PHP,0
3879,Evolutionary advantage of F plasmid in bacterial conjugation,1
11932,Refactoring to avoid the use of dynamic,0
1041,Problem related to Incircle of a triangle,0
10900,Expected length of a random walk on a line,0
7949,Could ions inside lungs produce hydroxyl?,1
5297,(Genetics) Is a silencer the same as gene silencing (heterochromatin)?,1
6905,What determines the size and shape of a cell?,1
10878,One-dimensional k-center problem. Finding minimum distance,0
272,Proving real polynomials of degree greater than or equal to 3 are reducible,0
602,Prove that a partial equivalence relation in set Dom(A) is an equivalence relation,0
2523,Solve $x^2+2ax+\frac{1}{16}=-a+\sqrt{a^2+x-\frac{1}{16}} $,0
2629,extreme points of a circular disc and a right circular cone,0
1464,Find the value of $a$ such that the series converges.,0
7691,How far can birds see?,1
5205,Why do scary situations make our skin crawl? Why do we have goosebumps in such situations?,1
5353,DIY storing family DNAs' samples for future uses (eg medical),1
5138,How are targets formed for axon growth cones (CNS)?,1
2687,Group Theory and Cardinals,0
480,DFT - Why are the definitions for inverse and forward commonly switched?,0
1413,How would you solve this surface integral?,0
4727,Population Growth Rate Question?,1
6127,At what point does muscle mass overcome muscle strength to affect speed?,1
11485,Bubble sort: average number of total key comparisons,0
10327,Leetcode - First Unique Character in a String,0
2990,Minimize a function with indicator.,0
3651,What is the difference between organelle membranes?,1
10593,Multiple for loops in Sudoku solver,0
5124,How do birds deal with their eyes drying out at high speeds?,1
8920,Boletus or Xerocomellus?,1
6476,Is there any animal database or website that classifies animals as wild / domestic?,1
7265,What is the difference between gene and CDS annotations?,1
3791,What are all possible vectors for unicellular human parasites?,1
9788,Logical conjunction of two binary decision diagrams,0
6123,Negative feedback in the fructose metabolism in liver,1
10885,"Get chat message data from table, grouped by date",0
2285,"If $f(k) = x^k$ for rational $k$ is continuous at single rational value, will it necessary be continuous for all other rational points?",0
7017,Missing 4 $\ce{H_2O}$ (per glucose) in Cellular Respiration... Where can they be?,1
6232,Required energy to metabolize fat,1
6594,Are left-handed people more likely to be colorblind?,1
10572,Efficient algorithm to simulate dealing cards from a large deck of cards?,0
3280,How does the matter that makes up the fat of your fat cells ultimately leave your body--following weight loss?,1
4786,How does a higher channel density increase speed of propagation of an Action Potential?,1
3213,Does opening the lid of the spectrophotometer affect my results?,1
3561,Which concentration of BSA is recommended for dynamic light scattering experiments?,1
9909,Mutually exclusive expandable panels (needs to work in IE9 and above),0
2328,Is there a general definition of structured set and morphism?,0
9649,"Faster way to render XML (10MB) file, loop the content and display output",0
6989,Do Acyl Carrier Proteins and Conenzyme A have similar reactivity?,1
4836,is there a constant leakage current across axon even in absence of stimuli?,1
8402,Can the apparent drop in insect population be explained by local insects evolving to avoid traps?,1
464,A surprisingly resistant elementary numerical inequality,0
10967,0/1 Knapsack problem with minimal cost,0
7235,Why don't dragonflies wings collapse?,1
4584,Which method of gene amplification for toehold switches?,1
6500,What is the name of this type of inflorescence?,1
1050,Galois theory about automorphisms of the field of rational functions,0
3340,Are Sharks able to detect electromagnetic waves using their Electroreception ability?,1
10616,How to combine items in List to make new items efficiently,0
9299,"Check if path exists directed graph, without using collection",0
1882,What is the exact value of sin 1 + sin 3 + sin 5 ... sin 177 + sin179 (in degrees)?,0
5833,Amplified Fragment Length Polymorphism (AFLP) primers,1
494,Find all maximal ideal of an external direct product,0
472,Prime elements in $\mathbb{Z}_{5}$.,0
7536,Recombination Data Set,1
15,Calculating entropy for a given problem,0
3171,Is there a biological environment that we can we assume glutamate exists as glutamic acid?,1
7523,Can (any) human cells learn?,1
6292,Why are butterflies drinking blood?,1
11492,AsyncTask and IntentService,0
10696,Reduce ATM to REGULAR_TM,0
11436,Group and send all files to filetype folder,0
11426,How to avoid using exec() and eval() in Python,0
11427,Naive demosaic for bayer images,0
10124,Depth first search implementation,0
10213,How many operations to produce this superposition of 3 qubits?,0
4418,"How do trees communicate in the ""Wood Wide Web""?",1
8302,Predictive Single Nucleotide Polymorphisms (SNPs) for Bipolar Disorder,1
3685,What do HG and NA mean in Geuvadis project RNAseq sample labels?,1
5594,What are the characteristic structures of bacillus M. tuberculosis and what they cause?,1
9200,query optimization and indexing,0
8001,Do all sources supply all sinks on a plant?,1
7791,"What determines testosterone exposure in womb, baby's genetics or mom's body?",1
10113,Simple Tic Tac Toe game,0
11924,Help to Refactor PHP Flip Image Code to smallest size as possible,0
1805,Topologist's Sin Curve: Last Step in Proof,0
1449,Morita equivalence between $\mathbb{C}[G]$ and $\mathbb{C}[H]$?,0
4699,Coefficient of relationship and path of coefficient,1
11713,"Split-Find: maintaining dynamic graph connectivity information, under edge deletion",0
3465,Gene Circuits; experiments,1
1929,Euler angle in ellipsoid rotation,0
10693,Calling method with complex arguments,0
10833,Transmitting/Sending big packet safely using TcpClient/Socket,0
9994,How does a hard drive knows what bit is the beginning of of a byte/word?,0
6040,What's the difference between mutation and substitution rates?,1
9137,A condition ensuring that a bipartite graph have a perfect matching,0
4790,Can a cell survive temporarily without oxygen?,1
9544,Finding the largest prime factor,0
8101,Do transposons usually jump from one chromosome to another?,1
9279,Why is the Marking Algorithm takes O(number of marks) ?,0
7925,What's the best way to measure/calculate the size of a light beam at the sample of a microscope?,1
461,"Computing the trace and determinant of $A+B$, given eigenvalues of $A$ and an expression for $B$",0
3372,How can I find some pieces of the genome of a microorganism?,1
11733,Quicksort Algorithm Efficiency,0
2129,"Find relationship between $a, b, c, f, g, h$",0
8779,Is there a difference between Luria Broth and Lysogeny Broth?,1
8247,Why do cherries sometimes grow as triplets?,1
5480,Identification of a larva,1
8252,How does the eugeroic modafinil work?,1
1700,How do we obtain that $(n|z|)^2-n|z|-1 \leq 0$?,0
8463,"Clarifying distinction between genetic recombination , translocation. and transposition",1
6417,Does the use of a Thiazide diuretic affect the ability of a hair follicle to absorb substances?,1
6544,Is there any biological reason that professional swimming is dominated by white people?,1
9984,Asynchronous Array.map,0
3157,Is the Hypothalamus part of the Central Nervous System or Endocrine System,1
3502,Why insects are so energy-efficient while flying?,1
11706,An Awk program to find all primes till N,0
1019,Why is Euler's totient function equal to (p-1)(q-1) when N=pq and p and q are prime?,0
599,Concavity of $f(x)=E[| x +Z|^m]$ where $Z$ is standard normal.,0
9537,"UVA online p957 - ""Popes""",0
2209,(Distance measured / height) * 100??? Is this correct?,0
5052,What concentration of hydrogen peroxide kills mold?,1
347,Given parallelogram $ABCD$ with $M$ the midpoint of $AB$ and $E$ the foot of the altitude from $C$ to $AD$ (extended). Show $ME=MC$.,0
1952,How do I prove cardinality is well-defined?,0
604,Mean value theorems for integrals on an open interval,0
339,Why are the fundamental groups $\pi_{1}(S^3)$ and $\pi_{1}(S^2)$ trivial?,0
7998,Alternatives to His-tags,1
4192,Why don't antibiotics affect mitochondria?,1
10251,Animation for android ImageViews acting as game pieces,0
1689,Constrained optimization set up with at least one value constraint,0
10676,"Is ""super-exponential"" a precise definition of algorithmic complexity?",0
9552,Array Implementation of Queue,0
5655,Acetylcholine and muscles- excitatory or inhibitory? (muscle atonia and myasthenia gravis),1
8076,Why do I smell flowers after sneezing?,1
10528,Full-page background in HTML,0
10649,Single instance of reusable HttpClient,0
5418,Effect of pupil responses on the electroretinogram,1
1694,Inner product in a direct sum of a dimensional space,0
7306,What makes delayed onset muscle soreness stop occurring?,1
2036,Calculating sign of a permutation,0
1454,Calculate height from two right angled triangles sharing an edge,0
11140,Python Text-To-Speech program,0
10574,Number of distinct single-assignment forms with $j$ binary function calls?,0
10840,Compacting this repetitive JavaScript bit which trims values in an object,0
6697,Erythroblastosis Foetalis,1
6663,What shape is the pupil of squirrels?,1
4991,"I read that the average cell will divide between 50-70 times before cell death. How, then, can human cells be constantly dividing?",1
9656,Calculate the crc32 of the contents of a file using boost,0
11055,About the paper Privacy-preserving in association rule mining using an improved discrete binary artificial bee colony,0
5817,Using the IMGT/GENE-DB service to find RSS,1
10095,In-Memory FileSystem in Java - Is there a better OOP approach?,0
9895,Lower-order term constraints and wrong guess,0
3332,Why are the other bases not used for RNA capping and tailing?,1
10560,"Why does $A(L)= \{ w_1w_2: |w_1|=|w_2|$ and $w_1, w_2^R \in L \}$ generate a context free language for regular $L$?",0
11526,Copy sheet contents faster in Excel,0
9350,Computational complexity based in the input size,0
3468,Why are large amounts of DNA required for analysis?,1
6834,How are latence period and duration of infectiosity defined?,1
2903,What is the $2n$-th partial sum of a series produced by interleaving two geometric sequences?,0
3557,When did our ancestors switch to a menstrual cycle instead of the estrous cycle?,1
5041,Author statements (Readers) in biological nomenclature,1
11493,Conversion into hexadecimal using C++,0
11536,Term for size of maximum independent set,0
7864,Can fireflies species be identified with their wavelength?,1
3738,Why does V. cholerae produce a human specific choleragen?,1
4199,evolution and mutation of microrganisms against medicines?,1
11826,Unit Test class from iOS,0
2355,Solving the diff. eq. $\frac{dq}{dt}+ \left ( \frac{1}{3 \rho} \frac{d\rho}{dt} \right ) q =A(t)$,0
1582,How do I find the first seed when given the values of the second and third seeds to determine the sequence that must contain the number 2017?,0
11933,Snippet to get all local classes from a module,0
1492,Reference request on numerical semigroups,0
6458,Calculating Rate of Growth without a Population,1
2398,What is the number of distinct 3 letter words out of different number of given letters?,0
6475,In what animal species is the sex ratio skewed in favour of the fertile female?,1
1219,coloring with k colors where sum of two same colored have same color,0
10490,Comparing performance of multi- and single - thread search of a maximum number,0
9724,Factory pattern along with DI using Unity container,0
7709,Why do different humans look different?,1
754,This is a question about elementary number theory,0
9899,Fast k mismatch string matching algorithm,0
7037,"How the vaccine based on ""non replicating viral vector"" is produced?",1
7075,How does this diagram illustrate carbon cycling in lakes?,1
7857,Sequence compression method / format,1
264,strong convexity definition,0
5747,Do antisense transcripts have different names than their sense strand transcripts?,1
7387,Where do the electrons and protons formed from biological reactions go?,1
10326,Limit fgets input to up to a certain number of characters,0
6825,Which animals live in trees and make noises like rubber ducks at night?,1
1307,"Show the graph commutes, diagonal function.",0
6470,Is the autonomic nervous system only activated by internal stimuli?,1
2781,Application of the Adjoint Functor Theorem,0
5249,Inverse of dopamine reuptake inhibitor?,1
11192,Prime Implicants in Boolean Function,0
1780,How can one show the inequality $\frac{a^2}{\sqrt{b^2-bc+c^2}}+\frac{b^2}{\sqrt{a^2-ac+c^2}}+\frac{c^2}{\sqrt{a^2-ab+b^2}}\ge a+b+c$,0
5915,What is the composition of human feces?,1
6987,Do all monarch caterpillars have two pairs of needle-shaped protrusions(or they can have three pairs)?,1
10181,Grammar for square numbers in unary,0
3776,Are human fetuses more likely to be male?,1
9639,Function to find text between two tags,0
4150,Enhancer elements in prokaryotic DNA?,1
6281,When does the kinetochore form?,1
5372,Identification of species found in fly lab,1
343,$W$ contains at least one non-singular matrix,0
4823,Any databases with AAMI ECG and ECHO?,1
2101,Find the indefinite integral of $1/(16x^2+20x+35)$,0
10207,Efficient Implementation of functional and Lazy evaluation in C++,0
1622,An upper bound for integer partitions with unique summands,0
1524,Show that $\bigcup_{n=1}^\infty A_n= B_1 \backslash \bigcap_{n=1}^\infty B_n$,0
8075,Why do cells in meristematic tissues lack vacuoles?,1
3002,MRI maximum field strength,1
4310,Why does double vision when drinking happen?,1
8723,Why do sloths come down from the trees to defecate?,1
6200,"In what ways, if any, does administration of rapamycin *not* mimic calorie restriction?",1
10715,Best way to preload images with callback on completion with pure JavaScript (ES6),0
165,Existence of an antiderivative for a continuous function on an arbitrary subset of $\mathbb{R}$,0
10520,Thought process for the following problem?,0
9061,Merging K Sorted Linked Lists,0
11346,"What is ""memory coalescing""?",0
10193,Roguelike Building Generator,0
11457,"Abstract the (duplicate?) behavior between ""sort"" and ""replace""",0
1005,Volume by integration - Disk Method only/Non-coordinate axis,0
1187,Does a random walk with infinite mean ever converge to anything?,0
3057,Is this description of etiology of celiac disease correct?,1
3898,Is $F_{ST}$ a probability and a correlation coefficient?,1
6788,Examples of Vestigial Genes,1
3155,Why is mRNA used as a biomarker for cancer over tRNA or rRNA?,1
7771,Why do I see different hues of colors between each of my eyes?,1
11901,How do quantum computers find the global minimum?,0
5036,Function of carapace,1
4712,Why do we find some things disgusting and others delicious?,1
11974,Rust/WebAssembly VS pure JavaScript benchmark in Node.js,0
676,"how to make a $3$-$(10,4,1)$ design using graphs",0
6630,What causes adenosine build up in the brain when awake?,1
2084,Is it true that if the anticanonical divisor has positive self-intersection then it is ample?,0
5174,What is the purpose of an siRNA screen in drug discovery?,1
7184,Sodium concentration during action potential generation,1
9148,"Filter one array based on values of another, is this the best way?",0
4316,"If the covid-19 appeared once, could it reappear anytime?",1
2247,Lipschitz Constant for Equation System,0
4870,Which pair of primers should be used to amplify the ORF in PCR?,1
6341,Does the nature of nervous impulses give us a finite number of things we can perceive?,1
447,"Manifolds, questions about gluing",0
5769,Why do we have more sweat glands in our palms?,1
685,How to prove the formula for the are a portion of a circle.,0
2223,XOR big number from m to n,0
4918,Energy consumption of a resting synapse,1
8624,Can dermatophytes (toenail fungus) survive without oxygen?,1
9915,Can we say that Zookeeper updates are ACD (ACID without the I)?,0
2132,Is this an equivalent uniform distribution?,0
3415,Beetroot white skin mould,1
2417,"Fourier series with filter function $f_n^g(x)=\int_0^{2\pi}f_n(y)G(x,y)dy$",0
259,What's the relationship between lim sups of random variables and lim sups of events?,0
3272,Why is yawning contagious?,1
614,"Probability in a series of events, during the series.",0
9458,Reading Values From Enviromental Monitor XML Feed,0
2175,Machine Learning - global minima and convexity in gradient descent,0
564,Why are PDEs and in particular dispersive PDEs considered on $S^1$ so often?,0
7236,Phylogentic Footprinting Project,1
11507,Swift: extract string with regex and range,0
5673,What Chemical Trigger Causes Ectomycorrhiza To Change From Asexual To Sexual?,1
10853,Need help constructing a Deterministic Finite Automata with AT MOST,0
999,Level-set of constant rank,0
8469,Do larger unicellular eukaryotic organisms have larger organelles?,1
3525,Isolating gene of interest from a large strand of DNA,1
9529,More protection needed? PHP secure,0
9780,JavaScript HTTP regular expression,0
10015,"Solving $T(n)=2T(n/2) + n \lg n$ , For ex: Counting inversions implemented with full mergesort",0
9651,Displaying IP addresses in Go using Stringer interface,0
9590,Find the closest unvisited visible home,0
10871,"Stack class in Ruby to calculate maximum number, get the average, pop, push",0
5944,Purpose of antibody wash,1
7399,How does Australia fit into 'New World' / 'Old World' dichotomy?,1
9416,Huffman Coding in C++,0
11661,Expanding compressed string,0
6713,Why is the separation of biochemical synthesis pathways safer and more economical?,1
4159,Toxicity of Zinc to fungi,1
4101,Can there be an equilibrium between humanity's increase of carbon dioxide output with plants since plants harness CO2?,1
6505,Parasitism and mimicry,1
