,question,target
9823,Proof for $H  0.5$ for some $i$,1
3166,An approximation of lengths dealing with elements of cubes. Show $|x-y| \approx \ell(Q) + |x - c_Q|$.,1
13134,Enzyme kinetics; what happens at the peak of the Gibbs energy graph?,0
19785,Tarjan's strongly connected component finding algorithm,0
1933,the street network of a given city,1
23825,Bundling CSS to speed up page loads,0
7676,Find all real numbers m for which equation $z^3+(3+i)z^2-3z-(m+i)=0$ has ..,1
16801,Why does inbreed produce a higher percentage of abnormal babies?,0
6501,Condition for $f-\frac{A}{z-a}-\frac{B}{z-b}-\frac{C}{z-c}$ to have primitive,1
18193,C++ Split string into a vector,0
12843,"Virus cannot survive on surface after certain time period, but why and how?",0
1471,Separable extensions and Hensel's Lemma,1
20336,Fluid tag for displaying GitHub Gists with noscript tags in a Jekyll post,0
9545,Can every group be embedded in a non-associative group?,1
6570,Fair gambler's ruin problem intuition,1
384,Show complex numbers equal each other,1
1559,measure theory - cantor set,1
19735,How are files managed in a filesystem?,0
8274,Drawing graphs (vertices and edges) with or without technology,1
21501,Can HOL be simulated in the CiC?,0
11868,Rotate object around a fixed coordinate axis,1
4068,Hairy ball theorem and it's relation with storms and hurricanes,1
7329,"If $2X+3Y\le5$ and $3X+Y\ge10$, how do we formally prove that $2X+3Y+10\le 5+3X+Y$?",1
13877,What is the fate of the typical tree?,0
12597,Is there any reason for the variation in mitochondrial DNA size?,0
22003,Adjusting all depth data in a file by some elevation,0
17064,Variant VCF: AD vs DP?,0
10063,How to determine the dual space of se(2)?,1
7323,Cokernels in Co-Cartesian Diagram are isomorphic.,1
3053,Is the collection of all cardinalities a set or a proper class?,1
21970,"Why did the concept of ""write-protecting"" not carry over from floppy disks to USB memsticks and especially external USB HDDs?",0
23025,0-1 knapsack problem with minimum and maximum weight capacity,0
11708,Let $(s_n)$ be a sequence that converges...,1
16742,Do low light levels during development affect the distribution of rods and cones in the retina?,0
13982,What is the impact of sertraline on white blood cells?,0
15944,Which ant/wasp species is that?,0
1300,Operator that mantains unit vector,1
6076,Is there a name for this property of maps between topological spaces?,1
11786,"Every Cauchy sequence in a metric space $(X,d)$ is bounded.",1
373,"Proof that a function is Riemann integrable if for any $\epsilon > 0$ there exists a partition P such that: $U(P, f) − L(P, f) < \epsilon$",1
5225,System of partial differential equation,1
4462,How to show $\lceil ( \sqrt3 +1)^{2n}\rceil$ where $n \in \mathbb{ N}$ is divisible by $2^{n+1}$,1
23291,How is functional property guaranteed in type theory when function type is defined?,0
21626,What is the correct regular expression for this language?,0
17712,Do local field potentials (LFP) create waves on the surfaces of nerve cells?,0
13538,Does avocado and orange have a common ancestor?,0
8975,Creating a constrained log function,1
5902,Has the operator $\frac{u \times v}{u^T v}$ a name?,1
23722,Multiple-Choice Questions about decidability,0
10943,Orthogonal group acts on vector field,1
18906,Difference between an a microcontroller and a system on a chip?,0
5900,Smooth grid lines and implicit surfaces,1
2327,How do I find the remainder for the following?,1
5601,Why is it true that $(a_1 \ a_2 \dots a_r) = (a_1 \ a_r)(a_1 \ a_{r-1})\dots(a_1 \ a_3)(a_1 \ a_2)$?,1
3802,How to rigorously understand continuous bases?,1
9171,The difference set $D(\mathbb Z^*_n)$ of $\mathbb Z_n^*$,1
14163,What does Δcys mean after a gene name?,0
13799,What is the name of this bird?,0
2506,An Inequality question,1
22615,Does this classify as Information retrieval?,0
1771,Joint Embedding Property,1
17092,Why are there sporadic lightly pigmented hairs in facial hair?,0
11453,Continuity + Monotonicity + Compact $\Rightarrow$ Uniform convergence?,1
17960,What is the biological reason that some viruses cause sore joints (eg flu)?,0
6072,Properties of a relation on $\mathbb Z\times\mathbb Z$ and $\mathbb Q \times\mathbb Q$.,1
8578,"From two machines that automatically pack coffee, samples of 64 bags have been extracted in each one of them",1
8628,What can be said about the definiteness of $A^{T}_i+A_i$ when $\sum_{i=1}^{n}A^{T}_{i}+A_i<0$?,1
1243,Inverse of a specific upper-triangular matrix,1
17364,Were nicotinic acid/amide or flavin nucleotides ever part of primary RNA sequence?,0
15861,Most painless method for killing insects,0
17868,How do duplicate brain regions (ex: left/right amygdaloid body) operate together?,0
7348,A basic question from measure theory,1
15920,What's the determinant of the male-biased birth sex ratio in humans?,0
12745,The evolution equations under different year classes of a age-structured model?,0
5464,Hitting time of 2D markov chain,1
23081,"Filtering a DataFrame based on two logical conditions, first one numpy array values, second one current day based",0
14848,Is it possible to prove that a hand sanitizer can kill 100% of a person's germs?,0
15895,Question about : RNA interference - small-interference RNA AND about Rab-protein in vesicles,0
23288,"Checking correctness of grammar for $L = \{w \in \{a, b\}^* \text{ }| \text{ } w \text{ has } n_a(w) = 2n_b(w)\} $",0
19528,Full-page background in HTML,0
9072,"Logic Circuits, drawing them",1
2535,integral of a (cotan) rational function,1
23369,Any book for learning to correctly find out complexity of one's algorithm?,0
6801,"Solve integral $\int_1^2x\,d[x^2]$ with floor differential.",1
12045,Difference between vacuolar and symplast pathway,0
20454,"""Ringing in the New Year (2011→ 2012)"" puzzle",0
23351,How to decrease the confidence of a Monte Carlo algorithm in its answer?,0
9912,Find the derivative of a multivariable Integral,1
21660,JavaScript get total function,0
10929,Question concerning invariant distribution,1
9990,Need a hint evaluating $ \lim\limits_{x\to 0}\frac{x\ln{(\frac{\sin (x)}{x})}}{\sin (x) - x} $,1
20314,Deciding whether the head of a TM remains in K slots?,0
21856,Is there a circular reference in a set of template substitutions?,0
12337,Why do sharks continually regrow their teeth?,0
21416,Merge/Insertion sort program taking longer than an hour to finish - C++,0
7000,Fibonacci Identity Proof,1
22828,Converting string to control,0
7088,When do I decide a logistic model with no roots equals 0?,1
643,Please check if my reasoning about whether this topological space is connected is correct,1
7341,With which operators does a Taylor series expansion commute?,1
18820,Why is $BPP$ closed under complement?,0
19670,Python hexdump generator,0
5616,"Factoring, Minimum/Maximums",1
18883,Join strings split with the python [::n] method into one string as they were before in one line,0
20388,Pumping Lemma for $L = \left \{ a^{c}\mid \text{c is a composite number} \right \}$,0
18923,Add comma/and between string array in java,0
5459,Why is the sum of squares of the edges of any tetrahedron four times the sum of squares of lines joining the midpoints of opposite edges?,1
2263,Probability of picking one coin out of two tossing it twice and getting the same result?,1
15990,What's the evolutionary reason behind feeling 'sorrow'?,0
4407,Check my logic: Does a generalized dihedral extension necessarily contain the extension element? (I say yes.),1
16192,How exactly does marijuana damage brain cells?,0
1630,"Proving that the set of all graphs of continuous functions $f:[0,1] \rightarrow \mathbb{R} $ is closed",1
13366,Chromosome 2 alternate explanation - apes gaining a set of chromosomes?,0
11836,"Why if I show that that $f(x-1)$ is irreduction, so $f(x)$ is also irreductible?",1
15601,Species of this White Dove,0
9256,Complex exponential series convergence $\sum_{n=0}^{\infty} \frac{z^n}{n!}$,1
2403,Why does $\frac {1}{a}-\frac{1}{b}=\frac {b-a}{ab}$?,1
10395,Why is zero the only infinitesimal real number?,1
16622,What is the surface area of the vitreous humour in contact with aqueous humour?,0
23941,R-tree insertion procedure when leaf is full,0
14309,Are there any major noticeable limitations to genome sequence compression methods that use reference templates?,0
5348,Proof that $\frac{n}{N}\cdot\frac{n-1}{N-1}\cdot\frac{n-2}{N-2}\cdot\ldots\cdot \frac{1}{N-n+1} = \frac{1}{{N\choose n}}$,1
12607,"What's the real meaning of ""brain shrinkage""?",0
11388,A ring is a field if and only if its only prime ideal is (0),1
13786,How does a higher channel density increase speed of propagation of an Action Potential?,0
10195,Help using contour integration/any other method?,1
22371,Generate random numbers from an interval with holes,0
8162,Integral change of variable equality.,1
6278,Sine difference identity,1
18683,Are the Before and After sets for context-free grammars always context-free?,0
2694,Prove that the infinite sum of the difference of even and odd values of the Riemann zeta function is 1/2,1
17461,What is the smallest number of amino acids required for life?,0
21705,Using Statement for OleDB - Is this overkill?,0
10114,Multivariable Calculus: Matching Planes with these descriptions,1
5450,Evaluating using BRA KET Notation?,1
23992,Is integer factorization reducible to subset sum?,0
7420,Recovering a matrix A from det(A),1
15364,Why Poisson Process for neural firing?,0
12847,Are cell lines potentially dangerous?,0
10672,"Perspective Equations for x,y in image plane?",1
18954,Generating social media links,0
3287,equivalence classes based on matrices,1
23421,Character Sprint Spaghetti Code,0
14138,How are targets formed for axon growth cones (CNS)?,0
16829,What are an internal and external exons?,0
5022,Pulling back a Kähler structure on a symplectic submanifold,1
23852,The cheapest path in the graph,0
23019,Why the 127 encodings of ASCII needed to be extended to 256?,0
14855,Are there certain symmetric-pair muscles that are slightly bigger and NOT due to handedness?,0
23403,Collectively pay the bill problem,0
20988,Changes in runtime as the input is incremented,0
9958,Shortest Path Possible Corridors Question,1
21863,Can hypercomputation compute all kinds of incomputable numbers/functions/problems…etc?,0
9455,What English sentences are represented by following expressions?,1
1696,Finding the coordinates of an unknown point.,1
16189,Deduce length order of 4 decapeptides based on the Ramachandran plot,0
10004,Showing that $(Ax)(t) = x'(t)$ is a Fredholm operator,1
12516,Correct migration rate expression in infinite island model,0
15759,Can't identify this fish caught off NC coast,0
19726,Deque Container with an instant consumer for high speed object dumping,0
18842,Checking if there are no numbers from cellular services,0
5305,Basic functional analysis question: equivalence of norms.,1
8773,radius of convergence proof confusion,1
16630,"Butterfly identification: Dorset England, July.",0
15306,Lions protecting girl in Ethopia -- how plausible is it that they understood situation?,0
19937,How to prune branches in a branch-and-bound solution for Flow Shop Scheduling?,0
23011,Propositional Logic Time complexity,0
19279,Gather list of all IDs ordered by submission date and ID by parsing file path,0
16244,Why are sarcomas rare compared to carcinomas?,0
2629,extreme points of a circular disc and a right circular cone,1
8981,Are there only finite many n-tupels of factorials summing up to a non-trivial power?,1
18560,Can I Use Machine Learning to Predict the Likelihood of an Order Being Shipped?,0
10798,Conditional Probability (Different Context),1
1231,A formula for higher order derivatives of inverse function,1
17731,Genotype result of double fertilization,0
915,Partial derivative of a function of a matrix,1
9188,Why the empty space between goods and passengers train is ignored?,1
13369,How do plant cell divide without centrioles?,0
1712,Use DeMoivre's Theorem to prove $ \cos 5x = 16 \cos^5x - 20\cos^3x+5\cos x$,1
6455,"Show that if $\,u \in W^{1,p}\left(I\right) \bigcap C_c\left(I\right)$, then $\,u \in W_{0}^{1,p}\left(I\right)$.",1
11816,Find $k$ such that $-1/2<\cos(-(2π/n)×k+(2π/n)×(n+1)/2)<1/2$,1
945,Proof using the Principle of Mathematical Induction,1
20681,Storing array inside closure,0
3467,Reference for Grassmann and Schubert varieties for Beginners .,1
14584,Inheritance of mitochondria,0
18011,Eliminating repetitions of subsequent items in a list,0
6372,Intuition behind Jacobian of the SVD,1
13815,Use numbers or algebra when introducing an evolutionary biology concept?,0
9029,"For any sets $A, B$, and $C$, if $A \subseteq B$ and $A \subseteq C$, then $A \subseteq (B \cap C)$",1
243,The largest sum of products of pairs of number's terms,1
19257,How is the directory implementation done using a linear list?,0
6698,How can I solve $(y+2)^2 y' + (x + 2y + 3)^2 = 0 $?,1
17212,Relation between OD with different microbial growth,0
17849,Why does the wavelength in curly hair differ?,0
21563,Casting base to derived class according to a type flag,0
9367,"Express $w(z)$ in the form $w(z)=u(x,y)+iv(x,y)$",1
4171,Representation theory of $SO(n)$,1
8595,Kronecker product and characteristic polynomial,1
9334,How a constant is derived from equation in Kullback-Liebler divergence,1
1649,"Eigengap of $SS^T$ vs. $\frac{1}{2}(SS + S^TS^T)$, where S is doubly stochastic & irreducible",1
6884,$5$-card draw: drawing $3$ cards with a Pair,1
9952,Brute-force searches for counterexamples,1
15251,How to DIY preserve pet DNA today so that it can be used in 20 years,0
17837,Can you please identify this mosquito-like insect?,0
10297,"If $f(x)$ is the square root of the number that is $2$ more than $x,$ what is the value of $f(7) - f(-1)$?",1
22505,Expressing complexity class P using first-order logic with LFP,0
16738,Which countries do not feature mosquitoes?,0
11369,How calculate the probability density function of $Z = X_1/X_2$,1
153,What does this notation mean?,1
5635,Programming PARI/GP to do a sum,1
2999,inequality question with integrals,1
13576,Can the human eye axial length decrease?,0
3864,Dini's theorem on a dense subset for equicontinuous family of functions,1
12010,Why do sneezes come in pairs or more?,0
11418,Finding solutions to a non homogeneous differential equation knowing the solutions of its homogenous counterpart,1
18280,Can we express the program to find last element of a list as a catamorphism?,0
5868,Definition of the Laplacian as an operator from $H_0^1(\Omega)$ to $H_0^1(\Omega)'$,1
3696,Outcome of rolling a fair die 6 times,1
3089,"if an integer $\mathcal{a}$ is ​​a root of f, then a divides $a_ {0}$",1
11011,What are the different studies on prime numbers like Ulam's square?,1
15159,"In DNA repair, how is it determined which strand contains the error?",0
4686,Show uniform convergence and pointwise convergence for $\sum_{n=1}^ \infty \frac{z^ {n-1}}{(1-z^n)(1-z^ {n+1})}$,1
3884,Are set differences in a sigma algebra?,1
17579,Why does protein have 4 calories per gram?,0
16226,Hill-Roberston effects and effective population size,0
15094,Colormetric assay for a phenol product?,0
7751,Probability problem involving mappings of a finite set into itself.,1
4040,Finding an equation for a pattern,1
13921,Does Doxylamine have any Influence on the Monoaminergic System?,0
20851,"Comparing Selection, Insertion, and Bubble Sorts for database application",0
14842,What is this black insect?,0
12062,What is the genetic difference between two cone branches?,0
19358,I can construct DFA for $a^{3n+1}$ but pumping lemma says it is not regular,0
16640,"The Fish-Tetrapod Transition, evolution of the ""elbow"" in Stem Tetrapods",0
9572,Computing the Composition of Linear Transformation,1
3449,Is the constant group scheme for $\mathbb{Z}$ affine?,1
18013,Idiomatic way to construct a SQL INSERT query in Python,0
12231,"What plant is this? Edible, tastes like cress",0
4576,"Suppose $f(x)$ is derivable on$[a,b]$, and $f(a)=f(b)=0$, $f_+'(a)\gt0$ and $f_-'(b)\gt 0$",1
1758,Integral with respect to the sum of two complex measures,1
81,Vertex Colourings for Directed graphs,1
10448,What is the difference between a module of finite rank and finitely generated module.,1
12811,Can certain jellyfish photosynthesize in the medusa stage?,0
11406,"$0 \in $ CI, should we consider p-value? If so, how?",1
23493,"Exceptions handling, what would you do?",0
18237,"In RegExr, why is regex OR in JavaScript sometimes not commutative?",0
11240,Can we show $\frac1h\int_t^{t+h}T(s)x\:{\rm d}s\xrightarrow{h\to0+}T(t)x$ for a measurable semigroup (with possibly discontinuous orbits)?,1
21701,Rice's Theorem for Total Computable Functions,0
15686,What form of reproduction did the first land animals use?,0
18491,How to prove that a binary heap can't be sorted with complexity that better than O(nlogn),0
7760,Double integral where limits are the first quadrant,1
9128,"Given an ODE then regard it as an Euler-Lagrange equation, how to find a functional relative to it?",1
20060,Configuring a date picker with support for disabled dates,0
1413,How would you solve this surface integral?,1
900,Solve the second order ODE $(2x^2 + 1)y'' − 4xy' + 4y = 0$,1
23314,VBA code to read Excel file and conditionally complete formulas based on the contents,0
6281,Count minimum no of races,1
2690,How to solve an arbitrary-order differential equation,1
15422,"In Western blot, is Ponceau S a valid loading control if band intensities vary between lanes?",0
15924,"How many ""primary colors"" can we smell?",0
13284,PCR efficiency or DNA yield with single primer,0
4699,convergence of nested recursive series,1
7513,Independence and correlation of the sum of normal random variables,1
11287,"1 urn with 2 colours, calculate the probability distribution of number of times one is drawn",1
3511,Action of $\mathfrak{sl}_2(\Bbb{C})$ on $\textrm{Sym}^2 V$,1
22777,Parsing fixed-width format with J,0
18443,Addition in IEEE 754,0
5165,A necessary condition for constant functions via the $\nabla$ operator,1
5726,Prove a function is not of Class $C^1$,1
5379,Solving an expression with three unknowns (Constraints?),1
21780,Comparing prices with a webservice,0
3047,Pigeonhole principle and the random graph,1
4837,Infinite Cartesian Product minus AC example,1
14292,How to design a ChIP-exo experiment with controls?,0
20134,Reducing from NPC to Co-NPC => NP = Co-NP?,0
16932,"What is this hairy, striped orange-black caterpillar?",0
21954,Extract version string from text file with Powershell,0
2805,Covariant derivative do Carmo help clarification concept,1
16063,Elevated transaminases after blood transfusion?,0
22346,Image color-moment extractor,0
2345,Sketch the graph of an integral function,1
23839,Shortening jQuery array,0
5498,Reiterating the piecewise-and-uniform-limit operation,1
21646,Google Code Jam - Alien Language,0
6491,Renormalise the following equations,1
16979,What is this plant from Morocco?,0
11071,Product $\left(\frac31\right)^{1/2}\cdot\left(\frac75\right)^{1/6}\cdot \left(\frac{11}9\right)^{1/10}\cdot \left(\frac{15}{13}\right)^{1/14}\cdots$,1
11275,Show that $\alpha^n\notin k$ for $n\ge 4$ where $\alpha\in\bar{k}$ and $[K:k]=n!.$,1
13968,When is Water Produced During Photosynthesis?,0
15792,can you tell someone's age from a DNA sample?,0
15921,Basic question about evolution,0
18003,data structures/ Classes for RNA & DNA,0
21061,Multiple random falling objects animation in Java,0
22684,"Computing critical pairs, confluence and Normal terms",0
4690,A cyclic group having only one generator,1
4642,proving the validity,1
1498,Pre-image of a submanifold by a submersion,1
20300,Variant of nim game with particular rules,0
12250,Why are two-winged animals much more common than four-winged?,0
4697,What is the purpose of defining vector spaces on a noncommutative division ring? Please give me some examples,1
16290,How can chromatin state be measured?,0
16930,How do photoreceptors overcome the ambiguity of wavelength vs intensity to determine brightness?,0
5628,Is there any statistical method testing the paired poisson data?,1
22303,Idiomatic approach to applying a keyword replace algorithm to a Java 8 Stream,0
13278,Does blood carry metallic nanoparticles?,0
7857,order of elements in a finite group,1
14370,Does some form of self organizing map exist in the brain?,0
19876,Clear cache files older than 30 minutes,0
16590,How is vitamin B12 stored in the body although it is water-soluble?,0
13936,Why don't mammals have more than 4 limbs?,0
10102,obtain a three-term asymptotic solution,1
9425,Möbius transformation question,1
7850,Algorithm For Continued Fraction of $\pi$ without error.,1
22139,"Why is there no extensive Standards Body overseeing ISAs, Bitcodes, Code Representation, etc... as there is in the case of Unicode",0
13832,The genotype of a hybrid plant from a cross and its determination?,0
20639,Proper use of mysqli->close();,0
253,Integration Question with Root at the Bottom,1
7137,Are these two vectors parallel?,1
1284,Closed form of recurrent arithmetic series summation,1
1860,Upper bound on the sum $\sum_{n \leq X} C^{\omega(n)}/n$,1
22764,How does knowing the input size make the time complexity of a function constant?,0
21440,Efficient visualization of large number of particles using openGL,0
8947,Counting number of relations that are symmetric and reflexive.,1
20137,Regularity of a language constructed from a know regular language,0
17914,Hodgin-Huxley model for a single neuron,0
17020,"In vivo, does it take energy to move double bonds from cis to trans in long chain unsaturated fatty acids",0
23165,How does one enter in a boolean expression into an SAT solver?,0
11520,equality of $\dim V_{\lambda_i}$.,1
14130,Deciduous trees in tropical rainforest,0
3499,A subspace of $\mathbb R^n$ is compact iff it is closed and bounded in the $l_1$ metric.,1
4653,"Calculating convergence rates in a deterministic, dynamic system",1
1541,The sum of the first $n$ terms of an arithmetic sequence is given by $3n+2n^2$. find the common difference of the sequence,1
21224,Fast import of numbers stored in a CSV file,0
20777,Code review of forward invocation,0
23620,Relational algebra for multiple legs of a flight,0
20968,Check if a site is indexed by google and stores status in Database,0
15649,Why does M1 RNA together with C5 protein in 100mM Mg(II) fail to cleave tRNA?,0
8592,"$M^n\subset \mathbb{R}^{n+1}$ isometric immersion, $R\equiv 0\Rightarrow M$ locally isometric to $\mathbb{R}^n$?",1
4214,Brouwer's fixed point theorem $n=1$ case,1
12861,How do cells determine RNA types?,0
20345,Why is the initial state of Zobrist hashing random?,0
840,Using induction to prove $a_n >2^n$,1
21150,What is a search problem?,0
17557,What makes a strong polyadenylation signal a strong signal?,0
8563,Scaling Normal Distribution,1
15585,"How much does a typical biologist know about signal processing, machine learning, and (theoretical) computer science?",0
14769,Why do we have more sweat glands in our palms?,0
8000,Area of ellipse not in xy-plane,1
8616,Multichoose confusion; stars and bars,1
8404,What is the number of distinct arrangement of a collection of 2 white balls and 2 black balls?,1
553,How can I find maximum and minimum modul of this complex?,1
5512,Simplest set that requires Replacement but cannot be achieved using Power-Set,1
19210,Read file contents to string safely,0
10352,Turn fractions into $\mathbb Z_7$ elements,1
15751,Beginner question about growing E. coli,0
17856,How well understood are the long-term effects of nuclear radiation?,0
2405,How to evaluate these $4$ integrals?,1
22338,Animation for collapsing/expanding a navigation bar,0
9954,"Examples of modules such that $M\oplus N_1\simeq M\oplus N_2$, but $N_1\not\simeq N_2$?",1
23407,Initializing a variable with a function reference (PHP),0
20387,Is it generally possible to convert CNF to Horn clauses?,0
2622,Explicit use of Mean Value Theorem,1
10633,$\pi$-complement of direct product of groups,1
10005,Definite integral of strictly increasing postive function,1
11093,"A more ""complete picture"" of the relationship between various modes of convergence",1
1925,Runge-Kutta ODE Solver,1
4203,"Is it common notion to call limits that can be evaluated with algebra ""intermediate limits""?",1
23006,How to prove that the time complexity of this algorithm is O($\sqrt{N}$)?,0
12751,Will carpenter bee larvae die if trapped or find a way to bore out?,0
12084,Could an animal with an open circulatory system survive in a near-zero gravity environment?,0
21485,ViewModel creator design,0
5068,"Proving $H(X,Y)\leq H(X)+H(Y)$",1
3830,Representing the multiplication of two numbers on the real line,1
12527,How can I differentiate between polysaccharide bands and protein bands on SDS-PAGE?,0
12590,what are hyperbranched amplicons in DNA sequencing?,0
8518,Optimal strategy for a moment to take an exam,1
22181,MVC Improvement - The View Module - 0 *,0
10360,"For $A \in L(V,V)$ where $(V, (\cdot,\cdot))$ is an inner prod space, $\exists !$ $z(x)$ such that $(x,Ay) = (z(x), y)$.",1
463,Bayes rule on conditional probabilities that follow Poisson/Gamma,1
22254,Sugiyama's algorithm: ambiguity in Barycentric Method for arc (edge) crossing reduction?,0
13730,Resources to learn about marine life,0
5002,Deforming contours in the saddle point method,1
10291,"Basis of vector space $X=Y+Z$ union of bases of $Y$, $Z$?",1
19644,Getting a transpose of a matrix of size of n*n where n=2^m using multithreading,0
19558,Comparing two implementations of smoosh(),0
5245,Determining truth of one event given another problem,1
10980,Probability of distributing passengers into wagons,1
5871,Weak convergence in $L^1$ with a bounded factor,1
21522,Simple Java addition calculator,0
21466,Minimizing sum of $w_i(y_i - y_c)$ over $y_c$,0
18687,what is glushkov NFA. What is the difference between Glushkov NFA and Thompson NFA?,0
3520,Intersection of constructible subsets in quasi-compact space,1
19444,Tic-Tac-Toe with React hooks,0
17911,Does the yolk sac for Danio rerio form at the vegetal pole?,0
14441,Origin of term ‘confluency’ in cell culture,0
8647,The Google calculator says that $\left(\frac00\right)^0=1$. Is this true?,1
18251,Hints to make Sudoku solver more Pythonic,0
13954,How far can free radicals from UV radiation diffuse through the skin?,0
13010,Function of the spermaceti organ,0
4742,Trigonometry proof- finding an angle,1
7040,"Some queries related to proof of -""Every Regular space X with a countable basis is metrizable""",1
5877,Calculating a (Forward Measure) Martingale,1
7227,If $A-I$ is positive definite matrix,1
2438,True/false: $\det(A^2+I)\ge 0$ for every $3 \times 3$ matrix with real entries and rank $>0$,1
12543,Recombination frequency as a function of genomic location in E coli?,0
16549,Is dysharmonia an actual disease or something only Oliver Sacks believes in?,0
18632,Determine the ratio of the contents of a pot to the (metal) volume of of the pot,0
22898,Compare and find duplicates in 2 corresponding columns in 2 sheets,0
3169,Understanding how we can make $M$ into an $R[X]$-module by setting $Xm = f(m)$ for $m \in M.$,1
10241,How to find the area of a square and overlapping circle,1
8018,References for coordinate-free linear algebra books,1
23449,"Knapsack on two kinds of objects, where you cannot choose type 2 objects on their own",0
22548,Is the set partitioning problem NP-complete?,0
10539,Prove diagonal entries of positive definite matrices cannot be smaller than the eigenvalues,1
10580,"Maximize $\|a+b\|+\|a-b\|$ if $\|a\|=3, \|b\|=4$",1
1394,Prove that a set is compact with respect to a different metric in $\mathbb{R}$,1
2825,"Translate into first order logic: ""$a, b, c$ are the lengths of the sides of a triangle""",1
13515,"With so many different species of fish with often very minor differences, how is the precise species identified authoritatively?",0
2832,Derivative of noised function,1
8358,Doubt on simplification of function in limits,1
552,Understanding Linear Least Squares Problem Statement,1
2683,Over the reals the intersection of the orthogonal and symplectic groups in even dimension is isomorphic to the unitary group in the half dimension.,1
2948,Questions about $\ln(z)$ recurrence and fixed points.,1
261,Linear combination of Matrix Row Vectors,1
16448,Calcium concentration in activated dendritic spines?,0
996,How to get values of $a$ from $3 > \log_{5/4}a$?,1
3173,Inverse of $2x + \cos{x}$,1
18975,"Trials, tribulations, and tributaries (Rainfall challenge)",0
10701,"Prove that $\mathbb{Q}[\sqrt[4](7), i] = \mathbb{Q}[\sqrt[4](7)+ i]$",1
5737,Calculus Question: $\lim_{x \rightarrow 0}\sin(x)\ln{\sin{x}}$,1
16301,How could one calculate the gene flow between two populations?,0
8058,"For $X$ an affine variety, $X \setminus Z(f)$ is isomorphic to an affine variety",1
7574,Calculation of the projection on a closed convex set in a complex Hilbert space,1
21398,What is the worst case time complexity for intersection tests with BVHs?,0
21421,How to realize applicable meet-in-the-middle algorithm for 0-1 Knapsack?,0
22617,Are probabilistic search data structures useful?,0
14142,Reproduction in horses and donkeys,0
6259,"Equation for the curve in terms of x,y",1
7247,"Always a double root between ""no roots"" and ""at least one root""?",1
11717,Prove that $f $ is constant,1
21443,Building a SharePoint Search URL,0
20297,"I feel as if my quicksort can be made more efficient, but what?",0
8152,Computing the inverse error function,1
7251,What is wrong with this integral reasoning?,1
22983,Python script to update a cPanel zone record with my public IP,0
21700,Finding combination of coins that can produce a given sum,0
486,Taylor series of $\sum_{k=0}^\infty \frac{x^k}{k!} \log(\Gamma(k+1))$,1
18865,Access to publicly available project with all the artefacts (files) created during the development,0
8799,Sequence of bounded sequences converge uniformly to bounded function,1
23295,InsertSort F# program,0
7454,Basic Fourier Series Question,1
15438,In what fluid does the sperm swim in the oviduct?,0
21253,Collect distances from 1 point to all others in a graph,0
14172,What is the purpose of gluconeogenesis?,0
350,Applying Ferrari's method to a quartic,1
1687,Discretization of an EXP function,1
23725,Determining if a pair exists in a large sorted array,0
3224,elliptic curve ${X^3+Y^3=AZ^3}$,1
20839,"Show that if Automata $A$ recognize language $L$, there also exists an automata $A′$ that recognize $Double(L)$",0
10716,"Non-atomic, ergodic measure which is left and right shift invariant.",1
18381,Functionality for automatic retry after exception,0
2264,"If $a\ge b\ge-c\ge0$, is $\sqrt[3]{a-b-c}\ge\sqrt[3]{a}-\sqrt[3]{b}-\sqrt[3]{c}$?",1
3463,basis for the space of polynomials $p(x)$ of degree at most $n$ such that $p(2)=p(4)=2p(7)$.,1
21403,Java Pong implementation,0
21881,Aggregation on list forEach and maps improvals,0
15587,Microtiter Dish Biofilm Formation Assay- Pseudomonas and Crystal Violet,0
19300,Find every 6 hours from now,0
10080,conjecture regarding the height of polynomial's square-free part,1
5918,Divergence and tensor,1
16744,What is the most appropriate way to normalize gene expression data?,0
7597,What is the $n^\text{th}$ derivative of $f(x)=\frac{1}{1+x^2}$,1
14598,How are Thyroid Stimulating Ab destroying thyroid tissues?,0
8447,Distribution of time when two events of type A and two events of type B have happened in Poisson Process,1
23202,QPlainTextEdit subclass function to indent lines in selection,0
1588,angles of a cyclic quadrilateral,1
22860,theoretic possibility of building hardware exactly equal to any software,0
212,Integration Limits while finding volumes,1
9129,What is wrong with this proof that $\lim_{n \to \infty} \int_0^\frac{\pi}{2} f(x)\sin(nx)dx=0$,1
18763,toggleSaveStream button template,0
2301,asymptotic of a geometric like series,1
4583,Defining homology groups directly from the topology,1
14016,What is the name of this series?,0
16272,H O N C alternatives for organic life?,0
22771,0/1 knapsack algorithm implementation with possibilities vector,0
7085,Why do I obtain a zero net force in tension for a torque happening on a bar supported on its center?,1
12962,Can sperm cells penetrate the cell membrane of non-ovum cells?,0
5585,Find Laurent's series of these two functions around $z_o$,1
5662,Probability of Binomial twice of Geometric,1
23319,What is the optimal way to retrieve a list of sorted dates in a list of sorted periods in python?,0
2202,Find the volume of the solid interior to both $x^2 + y^2 + z^2 = 4$ and $(x-1)^2 + y^2 = 1$?,1
10686,regarding giving a talk to engineering student,1
19474,Number guessing game for beginners,0
7093,Proving that an uncountable set has an uncountable subset whose complement is uncountable.,1
7234,Finding the Density Change of a Fluid,1
19383,Calculate Hand Value in a Blackjack Hand,0
11214,"How to show the limit of the derivative is positive infinity, as x aproaches positive infinity?",1
20888,Scaling the last column in a table (with input) to match the container,0
