,question,target
1068,probability question about coins flipping,1
7407,Blood group probability question,0
8366,"Does our brain really ""flip"" images perceived by our eyes?",0
6613,How can Pyridostigmine have the indication of Myasthenia?,0
5867,Optimizing cutting and sewing of rectangular material scraps to create a backing for a rectangular blanket,1
5031,"If $A \colon H^s \to H^{s+t}$, is $A^\alpha \colon H^s\to H^{s+\alpha t}$?",1
4828,Closed Hilbert subspace S with $S^\perp=\{0\}$,1
8937,Resources to learn about marine life,0
4995,Projection of one 2D-rectangle onto another 2D-rectangle,1
7113,Can solitary animals show extroverts traits?,0
6010,Reason for conversion of glucose to fructose in glycolysis,0
10605,Is the dynamic programming pairwise alignment algorithm considered greedy?,0
10503,How to chose the condition for expand in hash-table?,0
10114,Avoiding sub-queries in named scopes,0
10753,Structure of numbers in descriptive complexity,0
9580,"Deadlock vs ""Progress"" requirement of the solution to the critical section problem",0
2224,Existence of a unique solution and maximal area,1
11560,Where are 'Base & Bounds' registers located?,0
8068,Is DNA replication a serial or parallel process?,0
7322,Do some birds really clean themselves using wet leaves?,0
7293,"What are these tiny, almost transparent, dots in my vision?",0
11238,Why is this language a regular language?,0
9131,JavaScript function that flips brackets direction,0
8545,Is there a correlation between total neurons and intelligence?,0
3082,Probability of choosing an item from box A but not from box B,1
2010,Integral of square of function is equal to integral of odd part squared plus integral of even part squared,1
8103,QA/monitoring in recombinant vaccine manufacturing,0
4936,Is every invertible matrix a change of basis matrix?,1
6745,What do the negative and positive signs mean in the rotation angles of DNA helices?,0
968,How to find the gradient for a given discrete 3D mesh?,1
9563,null/undefined checking for checking seats,0
6370,Why haven't modern grass based crops overrun wild grasses?,0
9488,ViewModel creator design,0
5645,Book Recommendation For Ordinary Differential Equation.,1
146,limits and continuity !!!,1
3941,Tilings of 1*n rectangle.,1
4826,Computing the following $\sum\limits_{k=0}^\infty k\binom{n}{k}\frac{\mu^{n-k}\lambda^k}{(\mu+\lambda)^n}$,1
211,Changing order of sums,1
1774,Convergence/divergence of $\int_{0}^{\infty} \frac{\sqrt[3]x}{1+x}dx$,1
6541,Database of plant morphology,0
123,Integer solutions of a cubic equation,1
1708,What is special about $\int e^{-t^2}dt$?,1
4183,Locus of centre of circle passing through concyclic points,1
10641,Should I pass a list of objects or an object to a domain object method?,0
5744,Line integral of $e^{x^3} \vec{i} + y^3 \vec{j} + e^{z^2} \vec{k}$,1
2049,"If $2^{x + 1} < y$, then what is the ""smallest"" function of $x$ that cannot be an upper bound for $y$?",1
3442,understanding the proof of $\int_A p'(t)dt=\frac{1}{2}\int_0^1 p'(t)dt$,1
11263,Inorder Successor in Binary Search Tree,0
680,Find the integral $\int _{1}^{e} (x \ln x)^2 dx$.,1
2255,How to make derivative operation in matrix space?,1
6712,Gene Complementation Question,0
216,Show that there exists $c\in G$ such that $O(c)$ is least common multiple of $O(a)$ and $O(b)$,1
4073,Calculating the differential of the quotient map using curves,1
5621,find speed from object size growth in video,1
11157,RPN-Stack-Based Recursive Calculator Needs Tuneup,0
3901,Must the dimensions of $V$ and $U$ be equal for $f: U \mapsto V$ to be a diffeomorphism?,1
8310,"What is meant by ""a codon codes for an amino acid""?",0
1839,How to evaluate the limit $\lim_{x \to \infty} \frac{2^x+1}{2^{x+1}}$,1
5994,What is this parentheses notation? $\binom{n}{i}$,1
2909,Find out whether the number is a prime element of the ring.,1
9808,Improving time complexity from O(log n/loglog n) to O((log ((nloglog n)/log n))/loglog ((nloglog n)/log n)),0
4822,"If two integer triples have the same sum of 6th powers, then their sums of squares agree $\bmod 9$",1
9934,Facebook coding interview,0
9036,Quickly identify changes in connectivity,0
9950,Split a string into a list of tokens,0
8087,How is Hypertonic Urine Produced in a Mammalian Kidney?,0
10286,Excel Mapping Module,0
6276,Is metastatic cancer always lethal if uncured?,0
3251,Max and Min using Lagrange Multipliers,1
11514,Find line of best fit,0
8899,"Which hydrophobicity scales are best for detecting transmembrane regions, and why?",0
788,"Finding the limit of $ (1-\ln^{n+1}\lvert x\rvert)/(1-\ln\lvert x\rvert)$, as $n$ tends to infinity",1
4030,MVT : Integration of harmonic function over boundary of a disc,1
9423,Big-Oh vs Theta in recurrence tree method,0
8166,Does X-inactivation lead to expression of sex-linked recessive disorders in half of carrier females' cells?,0
5234,Multiplication in $\Bbb{Q}$ w.r.t. p-adic norm is uniformly continuous.,1
337,Boundedness of Fredholm integral operator,1
11852,Moving repeated files from one folder to another,0
9601,Algorithms for logical synthesis,0
5391,Question about convergence of of sequence,1
2388,How do you use $a+ib_n = 2C_{-n}$ in fourier series?,1
591,Euclid's Proof that there are an infinite number of primes,1
9492,Expanding pixels in an image,0
8030,Why is there no toxic effect on the bulbuls feeding on Cascabella thevetia (oleander) nectar?,0
6601,What do trans-fats do when in human body?,0
2092,A concise guide to basic probability,1
1271,$xy=zw$ substitution,1
4343,Counter clock wise vs clock wise angle difference,1
10698,HtmlAgilityPack is being slow,0
8506,How does cytochrome c oxidase inhibition cause cell death?,0
5261,Extension of scalars in D & F Abstract Algebra,1
9711,Converting an image to black and white,0
8378,What's the frequency resolution of the human ear?,0
4096,Nonisomorphic Groups with the Same Order and Exponent,1
1463,Calculating a limit with exponent and trig function,1
2450,Domain of k in $f(x)=x^3+kx^2+5x+4\sin^2x$,1
3542,"Riemannian manifolds $(M/\Gamma_1,g_1)$ and $(M/\Gamma_2,g_2)$ are isometric if and only if $\Gamma_1$ and $\Gamma_2$ are conjugate",1
10710,Javascript to compute max width and height for a nested HTML element,0
11180,Proving Minimum Sequence Disjoint Set,0
11409,Relative position of a point with respect to a 3D non-convex polyhedron with triangular facets,0
4773,Example/counter example of a particular set being an ideal,1
8484,Organelles present in sieve tubes,0
10403,String representation of Tree,0
6695,How can I convert plate reader measurements of Pichia pastoris OD to cells per ml?,0
6937,Biological significance of correlation between the radius of gyration and number of layers of convex hull of protein structure,0
8761,How to evaluate broad-sense heritability of microbiome associated plant genotypes in R,0
1587,"Show that if matrix $A$ is symmetric, then so is $P^TAP$.",1
6,Is there a difference between the wedge product and the exterior product?,1
814,Existence of global logarithm on manifolds,1
1002,Last Two digits of ${14}^{{14}^{14}}$,1
11013,Parameters of a linear code,0
11941,Counting density of Python code,0
1433,Limits of square root of sum,1
4347,"Groups of order $p^xq^y$ where $x,y>1$ are integers and $p,q$ are distinct primes",1
10537,Semantics of E and A operators in CTL*,0
7299,Why is ACE2 not used as drug against covid?,0
8232,Has Epipremnum aureum lost its ability to reproduce sexually?,0
10165,How to correctly contract an edge in a network?,0
284,Ordering of $\mathbb{R}$ not quantifier-free definable in $L_{R}$,1
1703,What is more preferrable way to say length is 1?,1
281,negative fraction exponent and division,1
4793,"Given a set and an element, can we say that the element is subset of the given set?",1
9625,Where should I put menu items in MVC with PHP - Model or Controller?,0
6821,Why has life evolved around oxygen?,0
5268,Geometric notion of differentiability of vector-valued vs. scalar-valued functions,1
2886,Which points of a cubic are the single intersection between that cubic and a conic?,1
5984,nabla operator under the integral sign,1
9870,Round a number and replace trailing zeros by spaces,0
7740,What happens when we know that there is something that we forgot but we can't remember what it was?,0
725,Count Number rectangles of 1s In a grid,1
2777,Original works of great mathematicians,1
1528,"$ \{ x : f(x) > 0 \} = \bigcup_n f^{-1}([\frac{1}{n}, \infty )) $",1
6520,Degree of dosage compensation in Drosophila melanogaster,0
1349,Chain rule for total derivatives,1
7961,Name/term for mechanisms by wich the relative size/number of cells of some tissue/organ are preserved,0
5697,"Regression model + expected value, variance and autocorrelation of the error term",1
10640,Different context-free grammars for the same language,0
1169,Is the Inertia quotiented by the first group of ramification $I/G_1\simeq (\mathcal{O}_L/P)^*$?,1
10109,Example x86-64 program,0
3075,"Product of $\cos(a^kx)$ where $k=1,2,3,\ \dots$ and $a$ is a natural number",1
4999,Push forward of a distribution,1
6741,What is regulatory promoter?,0
1257,A simple exponential limit,1
6000,why can proteolysis only occur once on a enzyme?,0
7508,Why are higher doses of atropine required to produce central effects?,0
1622,"If $|R|=p$ where $p$ is prime, then its additive structure is cyclic. Moreover, every non-zero element in $R$ has a multiplicative inverse.",1
4114,Upper bound for the absolute value of an inner product,1
6889,Layman definition of genetic polymorphism?,0
9947,Getting all the dates in a month that do not coincide with a project's dates,0
11352,"Bash Script for file auditing, push information to server and be able to view in a web page",0
2750,Prove the following integral inequality: $\int_{0}^{1}(f''(x))^2dx\ge 1920\left(\int_{0}^{1}f(x)dx\right)^2$,1
1778,Perturbation of the principal eigenvector of a PSD matrix,1
4731,T is an topology ( lower limit topology),1
2030,Identifying the limit in the function,1
935,"Group with order $|G|=p^2q^2$ and $p\not\mid q-1, p\not\mid q+1$",1
11328,Python - Hexadecimal to Decimal conversions,0
6654,"""bead"" on a string theory of genetics, source?",0
4861,Finding the poles of a complex function in order to find the complex integral $\int_C \frac{dz}{1+z^n}$ using residues?,1
8135,How are haplotype blocks different from genes?,0
1585,How to apply LU factorization to find a polynomial of degree 3 that passes through given points,1
7937,Why are treatment periods with antibiotics longer than 1-2 days?,0
5021,Minimum area bounded between two curves,1
3008,How do you find the rank of a matrix given a different version of that same matrix?,1
10374,Check field values against a preset object,0
149,Probability Mutually exclusive events 5,1
11658,RSpec test for pagination,0
6503,Feedback affecting myocyte metabolism in humans,0
7080,What is Modulation Power Spectrum?,0
6273,What is this type of diagram called and how to interpret?,0
10990,How to predict the length and offset of the sequence in and array?,0
11574,Finding a solution to the following conditions?,0
7850,Calculate growth rate of a population by Leslie matrix,0
11925,Generating Pairs of Random Numbers,0
8196,Does hunger necessarily mean that we should eat?,0
11588,What to do following a reduce in LR(1) parsing?,0
1516,"Given a DFA $A$, find a polynomial-time algorithm to determine if a word in the form $ww$ is in $L(A)$",1
9609,Solving a recurrence relation involving square roots,0
7047,Do chromosomes change with time?,0
8168,Does reversion of resistant strains to wild-type only occur when no more drug pressure is exerted,0
11859,Object wrapper/parameter injection module,0
8108,Does the process of making a sourdough starter involve Darwinian selection?,0
2260,Is there a general expression for this pattern?,1
6498,Dealing with Repetitive Bases in DNA?,0
6483,Amplified Fragment Length Polymorphism (AFLP) primers,0
6228,Do IgM and IgG differ for different infections?,0
274,Equivalent Cauchy sequences.,1
551,Particular Integrals for Second Order Differential Equations with constant coefficients,1
7320,Are there examples of the green beard effect in humans?,0
7079,Bee (?) identification,0
11787,Count substring in string,0
3827,Prove: $L^p(X)$ is not contained in $L^q(X)$ iff $X$ contains sets of arbitrarily small positive measure.,1
9094,Data structure for a quantity to price multiplier table,0
757,"Why $N= \max(2,\frac {2}{\epsilon})$ for $|a_n -L|<\epsilon $ convergence problem",1
4681,What is the highest state in the context of finite state automata?,1
4699,"Rational between irrationals, irrational between rationals",1
8705,A theoretical ethical dilemma,0
6960,What is biological dark matter?,0
3951,What region of the complex plane does $\left|{z-1+i}\right|+\left|{z+1-i}\right|=6$ fill?,1
9528,Distribute a number of tasks into multiple days (scheduling),0
10740,How to reduce the number of crossing edges in a diagram?,0
3604,Value of $x=z+z^2+z^4$ where $z=e^\frac{2πi}{7}$.,1
6782,"What is the distinction between chemokines, cytokines, interferons and interleukins?",0
3642,Calculating $\pi$ via the $\zeta$ function?,1
4978,Angle measure in non-Euclidean geometry,1
7014,Are $DCX^{-}PSA-NCAM^{+}$ neurons the result of adult neurogenesis in human being?,0
9188,How can an approximation ratio be less than 1?,0
7894,Does difference in expected life duration between men and women have biological nature?,0
2336,Differential equation involving inverse function with no simple numerical solution,1
11459,Checking whether if start and end has equal number of non-zero integers and contains 3 or more 0 in the center,0
9320,Enum conversion to Enumeration class with small Business Logic inside,0
7418,Bacterial Conjugation/Horizontal Gene Transfer -- how does the plasmid exchange work?,0
3453,Prove $\sum_{k=1}^{\infty} \frac{1}{k+a}\sqrt{\frac{a}{k}}<\pi$,1
10731,Relaxations for MILP with logical constraints,0
1760,Exponentiation of Sets Proof,1
5030,Continuous and binary variable question,1
6177,This 5X binding buffers where experiment participates in?,0
4182,Hypersurfaces in P^n: Always One Polynomial?,1
5878,"Disprove that for all integers $a,b$ that if $d=gcd(a,b)$ then $d=gcd(a^2,b)$ or $d=gcd(a,b^2)$",1
11128,What is the main difference between binary decision tree and binary decision diagram(BDD)?,0
9443,How does TCP manage to discard segment received from a source other than the one with which the connection has been established?,0
8555,Normal cells and the immune system,0
9700,Advent of Code 2017 Day 5 (part 1) in Functional Programming (FP),0
47,Probability Measure for $X=Y$,1
480,Sum of resistors in parallel is smaller than resistance of smallest resistor,1
583,integral of sum of function involving legendre polynomials,1
291,Complex Numbers Exercise,1
9249,Finding the prime factors of a positive number,0
3382,Homeomorphism from $O(n)/(O(1)\times O(n-1))$ to $S^{n-1}/\tilde{}$,1
7356,Is it true that cats can drink sea (salted) water?,0
8409,When is Water Produced During Photosynthesis?,0
5337,Fibrations are thought of as epimorphisms,1
6256,Can species back-evolve?,0
3224,Verify the multiplication of two absolute abelian group elements,1
1895,Maximise $t(1-t)(1+t)$ if $0<t<1$ using arithmetic and Geometric mean ( Basically No Calculus ),1
3489,Organising a Tournament,1
9887,"What is an example of set $A$, that is decidable if $AA$, but which is not decidable if it is $A$ alone",0
6061,What is the role of RAGEs?,0
6565,Why are market squid attracted to fishing lights but also avoid naturally lit surface waters during daytime/full moons?,0
10913,Advent of code 2017 Day 1 (1) in Functional Programming,0
11934,Convert array of u32 to Vec in Rust,0
1953,Number Theory: Prove $a_1 = a_2 = ... = a_{mn+1}$,1
7364,The best free and most up to date phylogenetic tree on the internet?,0
9721,Displaying content based on the current time,0
9041,Insert into binary tree and keep it balanced,0
7486,Can forensic DNA analysis be used to generate a visual approximation of a suspect?,0
1084,Continuity of a function that is continuous separately,1
6340,Are Sharks able to detect electromagnetic waves using their Electroreception ability?,0
7954,Why don't onion root tips show mitotic stages?,0
8554,Are the human genes' promoters all known?,0
5505,facing problem on Matrix equation solving,1
4447,line intersecting rectangle without usig Similarity,1
4617,finding the values of a such that the system $AB\cdot x=0$ has infinitely many solutions,1
6240,Why is there no symmetry in pigmentation when comparing people north and south of the equator?,0
9173,Infix epression evaluation,0
9454,Amazon S3 pass-through controller,0
8985,Amino acid substitutions near the receptor binding site HA protein in type A H3N2 influenza strains?,0
3590,How can I find $\frac{\partial y}{\partial t}$ if I know that $\frac{\partial y}{\partial t}-D\frac{\partial^2y}{\partial x}=0$ (D is a constant),1
429,"Is the equation true that $P(A\cap B|C) = P(A|C)P(B|C)$ while A, B are independent.",1
11721,Check if clicked element has specific tagname,0
11106,Reverse Polish to infix,0
9291,Sort stack using two stacks,0
11413,How can I speed up my RSS feed Android App?,0
10635,Computation of inter-grid distance array for 2D lattice,0
6222,What species is this spider?,0
9145,FCFS with character invalid,0
2144,"The meaning of ""subdirect sum""?",1
7813,Could cyanobacteria thrive with very high CO2 concentrations and almost no oxygen to start with?,0
4533,Upper and Lower Limits,1
2399,Quadratic equation - change to zero,1
9084,Summing the size/count of associations for multiple records,0
8043,Microscope Recommendations,0
4341,Expansion of $a^x$- $b^x$,1
6720,How do humans detect temperature differentials on the skin?,0
4720,"For BSP generation, How to intersect or locate a triangle with a plane defined by another triangle?",1
1960,Sum of series: arctan(n+1) - arctan(n+2) where n varies from 0 to infinity,1
5222,Order of general- and special linear groups over finite fields.,1
10773,What does Tarski's Fixed-Point theorem give us that that Y-Combinator does't,0
2891,"surface area of $x^2+y^2+z^2-14z=0$, where $0\leq x^2+y^2\leq3z$",1
10812,Why is Boolean satisfiability such a rare case?,0
967,Embed $S^{p} \times S^q$ in $S^d$?,1
2065,Stochastic process and unit variance,1
1266,Find $\operatorname{Ker}(L)$ and $\operatorname{Im}(L)$,1
4937,Divergence theorem problem find volume in terms of V,1
6354,"What is the meaning of the following: "" completion of open rounds of DNA replication""?",0
963,Find 3x3 matrix by determinant and 2 eigenvalues/-vectors,1
4599,About the solution of $2^x-x^x=0$,1
10970,QVSquareLayout implementation for Qt that makes all internal items to be squared,0
8918,"Is a female spider, well-fed by sexual cannibalism, less likely to mate again?",0
11994,Hide/un-hide directory and open directory based on argument,0
3946,showing $\int_\mathbb{R}g(t) d\nu(t) = \int_\mathbb{R}g(f(s))d\mu(s)$ for $g$ a measurable simple function,1
6226,Why is it not advisable for humans to drink distilled water?,0
4671,Beta function with different integral limits,1
11193,Distance-preserving permutations,0
1864,Homogeneous Space structures of the sphere,1
8567,When does lactation occur?,0
5550,Minimal polynomials and degree of field extension,1
5413,How many ways are there to arrange three groups of people around a circular table?,1
5643,Find the remainder when dividing by $37$,1
11864,Retrieving localized Days of Week in PHP : setlocale VS IntlDateFormatter,0
5566,Simple system of two nonhomogeneous ordinary differential equations solved by elimination. (3.1-15),1
10847,Refactoring code to implement clean code using repositories,0
11203,Machine has 64 bit architecture and two word long instruction,0
103,Extensions of the algebraic numbers,1
3463,Finding the limit of $x \sin\frac{\pi}{x}$,1
650,Solve for unknown in exponential equation,1
11419,Pairwise Hamming Distance,0
1042,How can I generate random samples from following probability density function?,1
11873,half precision floating point multiplication,0
7013,"Are all tastes just a combination of sour, sweet, bitter, etc.?",0
3581,Why this function is discontinuous at $0$?,1
5307,How many times is the function (continuously) differentiable?,1
10984,Find the longest word in set D that is a subsequence of string S,0
8532,What are the factors that contribute to genetically identical individuals behaving differently?,0
8799,More extreme phenotypes when parents are from diverged populations,0
6779,How to compare a camera and an eye,0
9254,Percentage calculation,0
807,"Prerequisites for Vakil's ""Foundations of Algebraic Geometry"" (Or other texts)",1
7227,Does Pasteur's experiment contradict an origin of life?,0
8273,Why is there a weevil on top of a beetle?,0
10365,Plugin for replacing text with HTML,0
10135,Monte Carlo pi calculation,0
7194,Are viruses more common due to modernity?,0
9881,Mocking UserDefaults in Swift,0
1670,Can this corollary of the intermediate value theorem be used to prove the original theorem in a straightforward way?,1
11033,Use of static factory methods for vectors and matrices library,0
2193,"Is $f(x,y)$ differentiable at the origin?",1
1100,Proving irrationality of $\sqrt[3]{3}+\sqrt[3]{9}$,1
7548,I get regularly get déjà vu - but I know it's not a memory recall - I always think it's from a dream,0
2553,general solution of the differential equation $\frac{dy}{dx} = \frac{-k}{x}{(y-4)}{(y-2)}$,1
1353,Why is the empty set assigned the trivial group in the definition of a pre-sheaf?,1
2893,Finding convergence of integral $\int_0^1 \frac{x^n}{1+x}dx$,1
3419,"What techniques are available for ""surgical adjustment"" of models of set theory?",1
5801,Show that $\binom{n}{k}=\frac{1}{2i\pi}\int_{C}\frac{(1+z)^{n}}{z^{k+1}}dz.$,1
10209,Maximum Enclosing Convex Polygon of a Given Area,0
5464,Induced homomorphism and the fundamental group,1
6405,Do unique communities of bacteria form inside water storage in plants?,0
4917,Algorithm for a directed long path and disconnected sets,1
10920,Naive implementation of KMP algorithm,0
2486,"Do the properties of a pedal triangle hold good when the triangle on which the pedal triangle is constructed, an obtuse an triangle?",1
3728,Show that no set $S$ is equinumerous with $P(S)$.,1
10416,How to Identify which instructions are represented by this microcode,0
11903,Acceptance behavior of L and NL with and without cycling,0
2059,How to get number of possibilities in equation?,1
11899,Naive string compression,0
6850,Spider Identification: Is this an Arizona Recluse?,0
1383,"When is the map ""attaching irreducible components"" an effective isomorphism?",1
2633,A very easy probability problem but opinions diverge greatly. Need some help.,1
11005,Advent of Code 2019 Day 2 in Rust,0
11,Calculus question on rates of change applied to a right-angle triangle,1
2022,Can you explain the intuition of Tom Apostol's proof of the Additive Property of sets?,1
9501,"Proving monad laws for flatMap and unit, given laws for compose and unit",0
2870,Infinite series: defining the sum,1
6278,What is the difference between how motor function is controlled in cerebrum vs frontal lobe?,0
6293,Is Einstein's mass energy equivalence ($E=mc^2$) relevant to biological systems?,0
9630,Formal algorithm to test whether two given regular expressions define equal/identical or unequal languages,0
6903,Spermatozoa and sperms,0
5702,Are the pseudomonotone operators $A$ such that $-A$ is also pseudomonotone?,1
620,what is the equation to get this type of a curve?,1
4547,Is it true that ${(\bar Z)^2} = \overline {({Z^2})} $?,1
4801,Is it always true and how to prove it?,1
1014,Linear homeomorphism implies a Schauder basis,1
7453,Are there parasitoids of mosquitoes ? (other than nematodes),0
8865,How to identify the GPD gene when the sequence varies between organisms?,0
8767,"What are these maggots, and how to get rid of them?",0
1066,"Presentation of $Q_{4n}$, $n \in \mathbb{N}$",1
3694,Sufficient and Necessary condition for the sum of brownian motions to be a brownian motion,1
11405,Enumerating text (ranges) vertically and horizontally,0
3404,density function of difference of two independent exponential random variables,1
2142,Do we count only distinct roots in Descartes' rule of signs?,1
8791,Is the appendix a vestigial structure in all vertebrates?,0
8746,What does this Barbary Macaque facial expression mean?,0
4313,Galois group of $x^3 - 2 $ over $\mathbb Q$,1
5220,Does the sum of the outcomes of $n$ biased coin tosses equal any arbitrary integer $b$ at some point in time?,1
10047,Solving Recurrence Equations containing two Recursion Calls,0
1853,Proving $\frac1{2^n}<\frac1n$ inductively,1
2961,Does this component have 2 2-clan and also 2 2-clique,1
8467,Is newly produced sperm healthy if there was previous DNA damage?,0
6624,What restriction enzyme was used in cutting this DNA piece?,0
1226,Generating function for squared fibonacci numbers,1
2395,Finding eigenvalues of an anti-diagonal matrix,1
1650,Expected number of overlaps between intervals,1
5887,Help in understanding a sheaf of modules over $\mathcal{R}$,1
6162,E. Coli metabolization of paracetamol,0
3384,K-Algebras in which every subalgebra generated by single element is one-dimensional,1
2130,Uncorrelated and X given $Y = 0$,1
6332,Real time PCR parameter CT,0
9210,Error Handling in Servlets and JSPs,0
7158,What is a good book to start with if I'm interested in Gene clustering analysis?,0
11714,"outside of bitcoin, how does a network negotiate what the next blockchain should be?",0
4701,Solving DIMACS 7 problems using MOSEK and YALMIP,1
9760,Reduction PSPACE language to DSPACE(O(1)),0
8321,How much damage is caused by smoking 2-3 cigarettes on a healthy body?,0
9161,Is it necessary for a Push down Automaton (PDA) to have a stack?,0
8520,Oxidation means inflamation?,0
9076,MST for a finite number of weights,0
2981,How to find inverse matrix over modulo three field?,1
3301,Fourier Series - Periodicity,1
6462,How to mimic / approach some animals/insects' anabolism?,0
3817,Why is Simpson's rule exact for cubics?,1
11593,MergeSort w/ Custom Functions,0
6836,How are melatonin levels measured in humans?,0
9919,Using AJAX to interact with MVC,0
7642,how does one apply for masters in genetics abroad?,0
9948,Array-search algorithm for identical sequences and character distances,0
2575,Integration in d-dimensional spherical coordinates,1
7181,How does a seed determine when to start germination?,0
8515,Is this a soldier beetle? Bug identification,0
251,What can be said about the definiteness of $A^{T}_i+A_i$ when $\sum_{i=1}^{n}A^{T}_{i}+A_i<0$?,1
11388,Computing the profit or loss from a list of trades,0
7274,What happens to the red blood cell in CaCl₂ solution?,0
4919,"Show that, in general, if D is a domain, and d∈D is a g.c.d. of a and b, then all the g.c.d.’s of a and b are precisely the associates of d.",1
640,Does there exist a finite group with the following presentation?,1
7032,What are the characteristics of a living organism?,0
10190,Fast but simple fully persistent trie,0
7220,"Under what conditions do laboratories have the need to perform both, colony counting and cell counting?",0
3958,Calculating the Legendre symbol,1
4909,"On elements of $L^{1} [0,1]$ space.",1
2845,Analytic function and isolated and accumulation points of a compact set,1
532,How does extending a field affect matrix similitude?,1
7289,need to identify species of this Leaf-footed bug?,0
7488,"When subtracting background from a Western blot image, does the method of subtracting background signal have to be the same for all blots analysed?",0
4154,"Inference using Biconditional statements (For each of these sets of premises, what relevant conclusion(s) can be drawn? Rosen 8th Ed",1
7557,What causes XYY Syndrome?,0
10489,Greedy algorithm correctness proof (UVA 10716),0
1555,How to Compute the Pareto-front of this set?,1
7262,Using perceptual adaptation for enhancing realism of VR/other entertainment,0
1127,Why does the following define a distribution and of which order?,1
4515,calculate the volume enclosed by the paraboloid $ z=x^{2}+y^{2}$ and the plane $z=10 $,1
11839,Conditions for bipartite graph to be planar with no edges going around the vertices,0
929,Problem with path method for limits,1
6122,Do mitochondrial DNA have repair enzymes?,0
1846,Is it sufficient for subspaces $W_1 \subseteq W_2$ or $W_2 \subseteq W_1$ to show intersection of affine subspaces is nonempty?,1
8415,Bioenergetics of bioconversions: is there a surplus of energy?,0
9207,What are some results for non-trivial lower bounds for the time complexity of decision problems?,0
10738,Binary Search Complexity,0
8513,Using formulas to explain why contraction of blood vessels leads to increased blood pressure,0
9469,ML Algorithm for getting top pick in each sample,0
9237,Can someone pelase give a counter example of it? If a problem is in NP then there is no known polynomial time algorithm to solve it,0
7513,Recommended sequence clustering algorithm for transcriptome data,0
9975,What is the difference between $x:A$ and $x \Xi A$?,0
7591,Exploring speed of ants,0
2984,Non conjugate prior with known posterior,1
9271,Does this loop invariant guarantee that the variable never changes?,0
5687,Help with Math Formula,1
4900,Solving recurrence relation by iteration given an n,1
9012,Assigned a System resource to an image based on variable,0
4405,"How to deduce the cases of unique, no, and infinitely many solution from row echelon form?",1
1694,"Given $\int _0 ^{+ \infty} \frac{1}{(1+x)^a} =1, \ \ a =?$",1
7278,Are mutations a source of genetic variation?,0
6290,Cellular Respiration in Boiling Conditions,0
10151,Schedule each entree so that all entrees are completed in the shortest amount of time,0
11562,Determine border points of a cluster,0
8292,Role of auxin and cytokinins in vascular cambium or callus formation,0
5344,Proving that $\sin x \cos x =\dfrac{1}{2} \sin 2x$ by using the series definition of $\sin x$,1
3758,Lebesgue integration criteria - Verify integrability,1
8194,Is this a Loranthus Europaeus?,0
7058,"Are four-leaf clovers mutations, developmental errors, or something more complicated?",0
1265,Application of Cauchy-Schwarz to sum of expected values,1
3030,How to solve this equation with rational exponents?,1
736,"Show that $\forall n\ge3,(2 n-1) \times(2 n-3) \times(2 n-5) \times \cdots \times 5 \times 3 \times 1\ge2 \times 7^{n-2}$",1
10253,How to convert this recursive algorithm to an iterative form?,0
3724,Linear Algebra - Finding Matrix from Eigenspaces,1
11668,Reading and writing binary data in C++,0
9918,Universally unique 64 bit long generator,0
1691,Almost Everywhere Convergence of Walsh Series of $L^2$ functions,1
7618,What don't we know about cancer?,0
6817,"What advantage does the pseudostratified epithelial structure type provide over squamous, cuboidal, and columnar?",0
5694,Are abstract definitions in math still subject to our understanding of concrete objects? To what extent?,1
770,Existence of limiting distribution in the context of discrete-time Markov models,1
11779,red black tree and 2-3-4 tree isomorphism,0
4606,Field Extension and Minimal polynomial,1
6432,How does the cornea breathe during sleep?,0
3571,"If $\sqrt[3]{2}+\omega\in \Bbb{K}$, prove that $\sqrt[3]{2}\in \Bbb{K}$",1
2136,generators vs basis of an algebra,1
11633,Correct MySQL DB Query and processing,0
4716,Bounded Gradient implies Lipschitz proof with the mean value theorem,1
1764,Constraints on the roots to a quadratic equation,1
9357,How storage affect if we use tertiary language?,0
11154,Hindley-Milner system with let expansion,0
9467,Probabilistic r-way cut set algorithm,0
9589,Timer class for games,0
7653,"What does ""delineate"" mean in this context?",0
1683,An integral for the difference of zeta functions $\zeta (s-1)-\zeta(s)$,1
1492,Incomplete metric space .,1
6212,Can a same gene stretch from one chromosome to another separate chromosome?,0
10664,What is the Expected run time of an algorithm that randomly generates N unique strings of length D?,0
639,Independence of a function and integral of a function,1
1950,Three bar mechanism problem,1
6711,Effect of heat-treatment of Vitamin C,0
8875,Is studying chemical and physical properties of chemical substances that make up organisms really a task of molecular biology?,0
9313,Handling an unknown number of arguments,0
6307,DRD4 genes and their connections to Dopamine 2 subtype,0
10145,Graph: Depth First Search (N citizens with pairs of friends),0
2492,proof of property for Lebesgue measure,1
944,Can a matrix's column space be described with a basis that is one vector?,1
10668,"Given $T(n) = \sum_{i = 0}^{\log n} i 2^i$, what is $O(T(n))$?",0
10255,Search string in a list,0
3056,probability - Does it matter who goes ﬁrst?,1
11783,Assembling a json object from an array,0
3750,Irreducible representations and simple lie algebras,1
4401,Convolution with Gaussian function [reference]. Let $g(x)= f(x) \star e^{-\|x\|^2}$ when is $g(x)$ is real-analytic,1
7925,Identify the fluff that I have found in tea,0
10258,Feynmann lifeguard riddle graphical representation,0
8413,Import of H+ ions into the thylakoid space during photosynthesis in plants,0
