,question,target
8744,Standard datasets for testing new multiple sequence alignment algorithms?,1
5049,How is respiration an unbalanced equation,1
6442,When do most mammals mate?,1
11263,Inorder Successor in Binary Search Tree,0
3680,Why is blood collected at crime scenes?,1
5255,What species is most prolific?,1
712,Can a halting turing machine write any combination on a tape before halting?,0
3216,Is there such thing as Animal non-verbal body language?,1
7073,Forgot to vortex antibody before staining,1
8621,Does the creation of memory involve mRNAs crossing the synaptic gap?,1
11157,RPN-Stack-Based Recursive Calculator Needs Tuneup,0
6901,What would be the best dredging/trawling tools to collect macrofaunal priapulids?,1
2310,Definition of Standard Brownian Filtration,0
4839,advantages of shivering in cold environments,1
8994,Are humans the only species to suffer from impacted teeth?,1
5909,Does increased calorie intake cause increase in libido in humans?,1
9808,Improving time complexity from O(log n/loglog n) to O((log ((nloglog n)/log n))/loglog ((nloglog n)/log n)),0
7822,Can non-carbonated energy drinks boost alcohol intoxication?,1
9934,Facebook coding interview,0
9036,Quickly identify changes in connectivity,0
9950,Split a string into a list of tokens,0
2087,Is the converse of $ R \cong R^{op} $ true?,0
10286,Excel Mapping Module,0
276,"Find the average value of $f$ on the given interval $f(x) = (x-3)^2$, $[2,5]$",0
6251,How the genome assembly be done after k-mer counting?,1
11514,Find line of best fit,0
2899,Extend line in xy-plane when start/endpoint and direction is known,0
3788,Modeling population growth - Variance,1
7030,Can a lion be fed cat food?,1
9423,Big-Oh vs Theta in recurrence tree method,0
2166,"Why is $[0,1]$ an open subset of $[0,1] \cup [2,3]$?",0
8234,Validation of houskeeping genes in a mixture of cDNAs of two species,1
3337,What is the purpose of an siRNA screen in drug discovery?,1
11852,Moving repeated files from one folder to another,0
9601,Algorithms for logical synthesis,0
8391,Can anyone identify this tiny insect?,1
5388,DNA polymerase I exonuclease activity,1
3591,What causes a selective shift of colour perception after removing wavelength filtered glasses?,1
9492,Expanding pixels in an image,0
2030,Identifying the limit in the function,0
601,Convergence of two Improper Integrals,0
5092,What does the 'V' stand for in ECG electrode names?,1
4271,"If I workout, will this inherited trait (of being stronger) not be passed down to my offspring (Lamarck's theory on evolution)?",1
7343,Question related to L-arginine biosynthesis,1
10698,HtmlAgilityPack is being slow,0
2506,Abel's limit theorem,0
8261,How do scientists create specific mutations?,1
9711,Converting an image to black and white,0
2378,How would one factor $9x^3 - 18x^2 -4x + 8$?,0
7096,Why does the scalp hair become grey first?,1
4463,Simulating Migration in SimBit Software Program,1
5450,What could cause hairs to gray at the tips but not the roots?,1
6542,What type of bug cocoon is this?,1
10710,Javascript to compute max width and height for a nested HTML element,0
11180,Proving Minimum Sequence Disjoint Set,0
11409,Relative position of a point with respect to a 3D non-convex polyhedron with triangular facets,0
7773,Signaling through G protein Coupled Receptors?,1
2484,Is there any difference between a maximal regular left ideal and a regular maximal left ideal?,0
10403,String representation of Tree,0
695,How to plot this kind of bar using whatever plot tools?,0
937,How to prove the divisors of 15 form a Boolean algebra,0
2761,When the group of automorphisms of an extension of fields acts transitively,0
4587,How to improve DNA extraction,1
3006,recolonize earth desert with plants : which plants first?,1
3814,What is the surface area to volume (SA:V) ratio of a red blood cell?,1
4002,Living on pure glycogen?,1
11013,Parameters of a linear code,0
11941,Counting density of Python code,0
4433,Why do we have to move in the cold for higher chance of survival?,1
7347,Sleeping Pill Overdose,1
10537,Semantics of E and A operators in CTL*,0
1299,Proof of a solution of a differential equation,0
2232,Is my proof correct? (about curve and submanifold),0
10165,How to correctly contract an edge in a network?,0
3284,How's idiotype different from paratope?,1
4703,Weighing 2 vertical halves of the human body,1
3281,Can methionine peptidase liberate selenomethionine?,1
7793,How long do human egg cell grow up?,1
9625,Where should I put menu items in MVC with PHP - Model or Controller?,0
821,"Given that $\log_ab$ = $\log_ba$, and that $a,b \ne 1$ and $a \ne b$, find $b$ in terms of $a$.",0
8268,Plant identification (indoor succulent),1
5886,"Is hunting animals, crafting and attacking/defending from enemies intellectually equivalent to learning quantum physics?",1
8984,Aneuploidy in meiosis,1
9870,Round a number and replace trailing zeros by spaces,0
1740,Convergence in distribution - calculating probability of an event.,0
3725,How was it discovered that flouride helps stop tooth decay?,1
5777,"How far in evolutionary distance is the P-distance estimator ""accurate""?",1
4528,How can Haemophilus influenzae survive and grow alone in the human body?,1
520,$\frac{1}{b_n-a_n}\int^{b_n}_{a_n}f(x)dx \rightarrow f(c) \text{ as $n \rightarrow \infty$}$,0
4349,How to calculate percentage of DNA that ancestors contributed?,1
1961,Subsets with numbers such that $a+b = c$,0
8697,How deep underwater could you breathe using a tube which breaks the surface until the water pressure makes it impossible to inhale air?,1
10640,Different context-free grammars for the same language,0
4169,Using PGAL10 promoter to overexpress specific yeast genes: How to?,1
10109,Example x86-64 program,0
6075,Macrophages and what they consume,1
7999,Does E. coli survive at any pH level?,1
741,Is the gradient of a convex paraboloid pointing up or down?,0
4257,How can cells produce antibodies despite error-checking mechanisms in their genomes?,1
0,How does rounding affect subsequent calculations?,0
1508,Definition of Modular Arithmetic and Congruence,0
4622,List of dinosaurs synonyms,1
7114,What causes anorexia nervorsa?,1
889,Show that the Möbius group is isomorphic to the quotient of $GL_2(\Bbb C)$ by its centre.,0
9947,Getting all the dates in a month that do not coincide with a project's dates,0
11352,"Bash Script for file auditing, push information to server and be able to view in a web page",0
5750,What is the best way to analyze non-quantitative mass spec hits from an immunoprecipitation pull down?,1
4778,Are humans hardwired to continue gathering resources after the costs outweigh the benefits?,1
7731,Can we disambiguate competing molecular mechanisms of learning and plasticity by measuring electrical activity of neurons?,1
5030,Why is there no toxic effect on the bulbuls feeding on Cascabella thevetia (oleander) nectar?,1
3935,Why is oxygen and CO2 measured in pressure instead of mmoles/L like other ions?,1
11328,Python - Hexadecimal to Decimal conversions,0
654,Find remainder of $\sum^{2015}_{n=1}\big(\frac{n+2}{2}\big)^{n+2}$ when divided by $23$,0
7861,How can I predict DNA binding affinities from a protein sequence?,1
2135,Checking for the reducibility of a polynomial using rational root theorem,0
4585,How does a smoker's pleasure work?,1
1937,Does diffeomorphism preserve degree of differentiability on composition?,0
8021,Cooperative Enzyme Question,1
6008,Approximately how long do bacteria live for?,1
10374,Check field values against a preset object,0
3149,Immunodominant Peptide,1
11658,RSpec test for pagination,0
503,"Probability Distribution of Picking letters from the word ""PROBABILITY""",0
1080,Linear mapping with matrices and polynomials,0
273,How to find the value for $\beta$,0
10990,How to predict the length and offset of the sequence in and array?,0
11574,Finding a solution to the following conditions?,0
1850,Prove that any power of a prime is not a perfect number,0
11925,Generating Pairs of Random Numbers,0
2196,"How to prove $n^x \in o(a^n)$ for $x>0$ and $a>1$? formally, without using limits.",0
11588,What to do following a reduce in LR(1) parsing?,0
4516,Rosette formation: in which order are leafs created,1
9609,Solving a recurrence relation involving square roots,0
1047,Are the results of uniform convergence of sequences of functions still valid for an uncountable index set?,0
2168,Prove that the centralizer $C_K(H)$ has finite index in $K$,0
11859,Object wrapper/parameter injection module,0
2108,On eigen-value of a particular type of permutation matrix,0
5260,Are there any examples of weighted edit distance genome alignments?,1
498,exp function is it same as exponential ?,0
483,If $ X^2 -a$ has a zero in $\mathbb{Z}_{p^k}$ implies also zero in $\mathbb{Z}_{p^{k+1}}$?,0
228,How do I show that $T$ is invertible?,0
3274,Why re-label the strand ends in 3' DNA labelling?,1
3551,Why does the exercise level impact the nail growth rate?,1
1320,How to find a function which has bouned variaion but is not absolutely continuous,0
1079,"10 people are having dinner at a circular table, combinatorics question.",0
11787,Count substring in string,0
6827,"Can humans transdermally absorb minerals from ocean water, and if so how much?",1
9094,Data structure for a quantity to price multiplier table,0
3757,How does protein enter bloodstream?,1
7681,Can COVID-19 affect a person a second time?,1
7699,What is the name of this tiny spider?,1
2705,Very simple hypothesis testing problem,0
960,How is the Power set without the original set a partial order?,0
6951,Can a hydra get cancer?,1
9528,Distribute a number of tasks into multiple days (scheduling),0
10740,How to reduce the number of crossing edges in a diagram?,0
6604,Clarification of the brightness of bioluminescent proteins,1
782,Elements of $\mathbb{R}[x]/f$ for polynomial $f$ of degree $n$,0
6642,Is ATP Synthase a channel or an enzymatic protein?,1
7978,Why do men grow facial hair?,1
1014,Linear homeomorphism implies a Schauder basis,0
9188,How can an approximation ratio be less than 1?,0
1894,Find equations of the tangent plane and the normal line to the given surface,0
5336,"In the NCBI Taxonomy tree what does ""no rank"" mean?",1
11459,Checking whether if start and end has equal number of non-zero integers and contains 3 or more 0 in the center,0
9320,Enum conversion to Enumeration class with small Business Logic inside,0
1418,Which functional space does feedforward neural network approximate?,0
6453,Looking to understand the difference between (Fibroblast Growth Factor) FGF-2 and FGF-5,1
10731,Relaxations for MILP with logical constraints,0
4760,Is it necessary to conduct a power analysis before beginning an experiment?,1
8030,Can only fully matured sperm fertilize an egg?,1
177,How to find Automorphism group of $\mathbb Z_q \times\mathbb Z_q$ where $q$ is a prime.,0
7182,How can i count my E. coli colonies?,1
8878,"Does exhalation help us speak, and if so, how?",1
11128,What is the main difference between binary decision tree and binary decision diagram(BDD)?,0
9443,How does TCP manage to discard segment received from a source other than the one with which the connection has been established?,0
2555,How to do integration with substitution,0
9700,Advent of Code 2017 Day 5 (part 1) in Functional Programming (FP),0
3047,What is this creature?,1
3480,"To which distinctions does the term ""hymenoptera"" refer?",1
3583,Island model vs. stepping stone model,1
3291,I need some forearm bone motion pictures,1
9249,Finding the prime factors of a positive number,0
6382,Use of amino-acid sequences versus use of nucleotide sequences in phylogenetic analysis,1
1356,"Solve recursion $a_n=a_{n-1}-6\cdot3^{n-1}$ for $n>0, a_0=0$",0
2409,Why is $\sum_{n=1}^N\varepsilon_ka_k$ symmetric around the origin?,0
8337,Computing Percent Identity between DNA / Amino Acid Sequence,1
256,first-order logic: Any finite set of first-order sentences true in all divisible abelian groups is true in some non-divisable one.,0
6224,Key points of Wagner's theory of innovation,1
4895,Why swordfish aren't put in the same family as Marlins?,1
6489,dAT joining: please define,1
9887,"What is an example of set $A$, that is decidable if $AA$, but which is not decidable if it is $A$ alone",0
61,"Find the probability density function of Y= min{X, 1 − X }.",0
565,Solving a variance with two estimators and known covariance,0
10913,Advent of code 2017 Day 1 (1) in Functional Programming,0
11934,Convert array of u32 to Vec in Rust,0
4953,Why do fetuses have membranes between fingers and toes?,1
1364,Notation about commutative diagrams and their vertices,0
9721,Displaying content based on the current time,0
9041,Insert into binary tree and keep it balanced,0
1486,Singular value decomposition for matrices that are not square?,0
4084,"What does ""out-titration"" mean?",1
340,Prove that $\sum_{i=1}^{n-1}i(1-p)^{i-1}p=\frac{1-(1-p)^{n-1}\left(1+\left(n-1\right)p\right)}{p}$,0
1954,"How can I find the density of $E[X\mid Y]$ when $(X,Y)$ is gaussian",0
2554,Integral of harmonic functions on a smooth compact set,0
8505,How do I tell whether a mass spectrum was made with ESI or MALDI?,1
7447,What is this insect that showed up after I left food out? How can I get rid of it?,1
7617,Why does wood become darker when it ages?,1
240,Graph theory: Linking graph characteristics and minimal cut,0
9173,Infix epression evaluation,0
9454,Amazon S3 pass-through controller,0
2985,Contour integration: $ \int_{|z|=3} \frac{e^{2z}}{z^5} dz $,0
6590,Microtiter Dish Biofilm Formation Assay- Pseudomonas and Crystal Violet,1
3429,"What does ""This variant falls on 11 transcripts in 3 genes"" mean in the output from GnomAD?",1
11721,Check if clicked element has specific tagname,0
11106,Reverse Polish to infix,0
9291,Sort stack using two stacks,0
11413,How can I speed up my RSS feed Android App?,0
10635,Computation of inter-grid distance array for 2D lattice,0
222,what considers a valid function,0
9145,FCFS with character invalid,0
5144,Why does the human brain not overfit when training at some task?,1
1813,Quadratic Covariation of an Increasing Process with another Process is 0,0
7533,What is this apple's abnormality?,1
5399,Does testosterone weaken the immune system?,1
9084,Summing the size/count of associations for multiple records,0
2043,Combinatorics: Assigning People to Rooms,0
7341,The genotype of a hybrid plant from a cross and its determination?,1
720,"Find the sequence defined by the recurrence equation $x_{n+1} = 4x_n − x_{n−1}, (n ≥ 1)$",0
7720,DNA to Binary Distance Computation,1
4960,Gibbs free energy and entropy in enzyme catalysis,1
8222,How does the cardiac cycle and electrical activity all relate to blood pressure in the heart?,1
10773,What does Tarski's Fixed-Point theorem give us that that Y-Combinator does't,0
5891,Do couples having children later in life act as an evolutionary mechanism?,1
10812,Why is Boolean satisfiability such a rare case?,0
3967,Length of upstream and downstream of tss important for gene regulation o,1
5065,Which spider is this? Is it dangerous?,1
4266,Calculating number of amino acids in mRNA,1
7937,Metazoan branching: Placozoa or Porifera?,1
354,$\lim_{n \to \infty} \frac{\ln x^q}{x^p}$ not necessarily =0 for any $p>0$ and $q>0$ right?,0
3963,How to do western analysis to lung tissue?,1
7599,Inbreeding of selfing and outcrossing plant,1
10970,QVSquareLayout implementation for Qt that makes all internal items to be squared,0
2918,"If $\frac{x^2+y^2}{x+y}=4$, then what are the possible values of $x-y$?",0
11994,Hide/un-hide directory and open directory based on argument,0
6946,"Does Povidone-Iodine that penetrates through the skin stays in the body (cells, liver etc)?",1
226,How to prove that $\|x\|_q\le \|x\|_p$ if $p \le q$,0
7671,"Is there a color changing organism that is by default translucent or otherwise ""colorless""?",1
11193,Distance-preserving permutations,0
4864,Why do large neurotransmitters travel faster down the axon?,1
2567,Lemma in deriving the winding number?,0
8550,Why do universal recipients (AB blood group) not react to antibodies in the blood of O-group donors?,1
8413,Is wiping with RNAse Zap enough to destroy RNAse activity?,1
8643,What is reductive deamination?,1
11864,Retrieving localized Days of Week in PHP : setlocale VS IntlDateFormatter,0
8566,How to determine whether a newly discovered dinosaur is not a young one and not an entirely different species?,1
10847,Refactoring code to implement clean code using repositories,0
11203,Machine has 64 bit architecture and two word long instruction,0
3103,What is this tiny lizard?,1
6463,Why do apples taste sweeter at the bottom?,1
3650,How does salt concentration affect chromatin compaction?,1
11419,Pairwise Hamming Distance,0
4042,Can you identify this animal?,1
11873,half precision floating point multiplication,0
1013,"The convergence of a r.v. moment of order r, about a and its central moments",0
6581,What insect is this? (Central Africa),1
8307,Gestation period of African savanna elephants?,1
10984,Find the longest word in set D that is a subsequence of string S,0
2532,Prove by a combinatorial argument that $(n-r){n \choose r}=n{n-1 \choose r}$,0
2799,Sequence of odd and even partial sums of alternating harmonic series.,0
779,How to solve this combinatorial question (Phone number consists of 7 digits),0
9254,Percentage calculation,0
3807,How do I interpret SNP nomenclature?,1
1227,"Absolute convergence of $\sum_{m \geq 1 , n\geq 1} \frac{1}{m^\alpha+n^\beta}$ where $\alpha,\beta > 2$",0
2273,Median poker hand (Texas Hold’em),0
10365,Plugin for replacing text with HTML,0
10135,Monte Carlo pi calculation,0
1194,How does the Möbius group act on circlines?,0
9881,Mocking UserDefaults in Swift,0
4670,"ID bug found in Mojave county, USA",1
11033,Use of static factory methods for vectors and matrices library,0
5193,What determines if a small protein / large peptide is immunogenic?,1
4100,How do normal cell division chance into a tumor forming cell division?,1
1548,"Exericse about linear map $T\in L(V)$, where $\dim V=n\geq2$, with $\operatorname{null}T^{n-1}\neq\operatorname{null}T^n$",0
5553,"What is a ""noninvasive"" biomarker for a disease?",1
4353,Why do I still see a bright light after looking directly at it?,1
5893,What is the disadvantage of having no anticoagulation after pulmonary embolism?,1
6419,Why do different pain killers have different effects on people?,1
8801,What chemical test can be used to tell apart meat and plant-based meat?,1
10209,Maximum Enclosing Convex Polygon of a Given Area,0
8464,Book on current state of knowledge on the genetics of intelligence,1
405,Tensor equation of a line,0
7917,How are there multiple varieties of the potato?,1
10920,Naive implementation of KMP algorithm,0
5486,Why are both glucagon and cortisol released in hypoglycemia?,1
6728,How does one calculate Rx/a in population genetics?,1
10416,How to Identify which instructions are represented by this microcode,0
11903,Acceptance behavior of L and NL with and without cycling,0
5059,Sequencing two strands of dna,1
11899,Naive string compression,0
850,Transforming matrix-equation to overdetermined minimum problem,0
4383,Evolution of umbilical cord and reason of its elongation,1
5633,Collective name for the X- and Z-chromosomes,1
11005,Advent of Code 2019 Day 2 in Rust,0
3011,Which kind of drugs get absorbed through epidermis?,1
5022,can magnesium bicarbonate be absorbed in the mouth?,1
9501,"Proving monad laws for flatMap and unit, given laws for compose and unit",0
5870,Why does ionizing radiation cause only DNA double strand breaks?,1
278,"""A proof that algebraic topology can never have a non self-contradictory set of abelian groups"" - Dr. Sheldon Cooper",0
293,Find the optimal solution without going through the ERO's,0
9630,Formal algorithm to test whether two given regular expressions define equal/identical or unequal languages,0
903,How can I fix this solution regarding the expression for $D_n$?,0
8702,Why is mutation rate high in introns?,1
3620,Electrode locations for neuron study in stereo EEG?,1
7547,Hill-Roberston effects and effective population size,1
7801,Surface Plasmon Resonance (SPR) Predicting Molecular Weight Limit?,1
4014,Are $DCX^{-}PSA-NCAM^{+}$ neurons the result of adult neurogenesis in human being?,1
1453,Multiplicative inverse of (x-y) in a Field,0
2865,When does $V(f)\supseteq V(g)$ imply that $g$ divides $f$?,0
2767,Proving Wikipedia's formula on interior product of commutator of vector fields,0
4066,Is there a normal human melatonin concentration to light level curve?,1
6694,Directed evolution: Point mutation vs Insertion-Deletion vs Shuffling,1
11405,Enumerating text (ranges) vertically and horizontally,0
6404,Large coalitions of lions taking over multiple prides?,1
5142,Do both TSG and Proto-oncogenes have to suffer mutations to cause cancer?,1
2791,Intersection of zero sets of real analytic functions of two variables,0
2746,Question About Cantor's Intersection Theorem,0
7313,Where do transamination and deamination take place?,1
8220,Which part of human body sustains most pressure when standing up straight?,1
10047,Solving Recurrence Equations containing two Recursion Calls,0
4853,Is blunt end repair and A-tailing necessary when adaptors can be custom made?,1
5961,Mitochondrial Genetic code,1
2467,Vector Transformation Under an Euler Angle Passive Rotation,0
624,Finding the circulation of a vector field through a box in various ways.,0
4226,Are there any 6 limbed reptile fossils?,1
5395,How did life survive in the Snowball Earth theory?,1
4650,How to add oxygen to indoor air without opening windows?,1
8887,Soil microbiology reference,1
162,Find the condition that the diagonals of a parallelogram formed by $ax+by+c=0$.,0
6384,Do eukaryote cells contain DNA that isn't part of a chromosome or located in the mitochondria?,1
5130,"Bolyerine Snakes maxillary bone, split?",1
332,"Compute the exact length of the curve $y = \frac{x^2}{4}-\frac{1}{2}\ln(x)$ from $x=1, x=2$",0
9210,Error Handling in Servlets and JSPs,0
1158,"Are there a pair of non-comparable extensions of Lebesgue measure on $[0,1]$?",0
11714,"outside of bitcoin, how does a network negotiate what the next blockchain should be?",0
7701,"Like Mother Cape Buffalo,do remaining mammal mother species also try to protect their babies from being eaten by predative animals?",1
9760,Reduction PSPACE language to DSPACE(O(1)),0
2321,"Find $\operatorname{dist}(f,A)$ in $A = \left\{ ax^2 : a \ge 0 \right\} \subseteq \left( C[0,1], d_{\sup} \right) $",0
9161,Is it necessary for a Push down Automaton (PDA) to have a stack?,0
2520,Find number of abelian groups of order $27$?,0
9076,MST for a finite number of weights,0
5981,Stem cell research and female egg synthesis,1
6301,How long does it take for Vitamin D3 to have physiological effect,1
462,"If every pair of points is contained in a connected subset, then the space is connected",0
6817,Can photorespiration do any good?,1
11593,MergeSort w/ Custom Functions,0
836,Studying the monotony of a(n) - b(n),0
9919,Using AJAX to interact with MVC,0
1642,Minimum mean squared error of uniform distribution,0
9948,Array-search algorithm for identical sequences and character distances,0
5575,"Why dont ""growing degree days"" have units of degrees Celsius (or do they)?",1
1181,Did the Appel/Haken graph colouring (four colour map) proof really not contribute to understanding?,0
2515,Is there a scheme structure on the real line (with the cofinite topology)?,0
3251,Why don't our cells merge when their phospholipid membranes touch each other?,1
11388,Computing the profit or loss from a list of trades,0
1274,Quadratic transformation with only ordinary singularities,0
7919,"In our solar system which other planet could have been in the ""habitable zone"" in the past?",1
3640,Why does our eyes got wet when we feel emotional or whenever we are hurt?,1
1032,Integrating the exponential $\exp\left(-{(x-a)^2\over 2a}\right)$,0
10190,Fast but simple fully persistent trie,0
1220,show $\sum_{i=1}^\infty a_i^{\ast}b_i$ is convergent using the Schwarz inequality,0
6958,"Why does agrose gel runs horizontally, and SDS-PAGE gel runs vertically?",1
7909,Spatiotemporal patterns in neural networks,1
5845,Does using animal models for medical research also promote veterinary research on these animal types?,1
3532,Examples of striking/pedagogic large dataset analysis in biology,1
1289,Operations with Rationals Precal homework domain problem,0
1488,Student's t-distribution identity derivation with multiple samples,0
7154,How many palindromic sequences in human genome?,1
1557,prove homomorphic image has order 4,0
10489,Greedy algorithm correctness proof (UVA 10716),0
4555,Least painful way to die,1
1262,Convert fractional to quadratic integer programming,0
4127,Can an upper forearm amputee correctly control the Median and Ulnar nerves,1
7515,What is heteroduplex?,1
11839,Conditions for bipartite graph to be planar with no edges going around the vertices,0
3929,How does methamphetamine (meth) damage neurons?,1
122,Find the remainder when $2^{47}$ is divided by $47$,0
4846,How to secrete a recombinant protein from E. coli?,1
2415,Sum of two numbers is $32$ and sum of their squares is $904$. What are the numbers?,0
9207,What are some results for non-trivial lower bounds for the time complexity of decision problems?,0
10738,Binary Search Complexity,0
2513,"Geometric series, $e$ and approximating with series",0
9469,ML Algorithm for getting top pick in each sample,0
9237,Can someone pelase give a counter example of it? If a problem is in NP then there is no known polynomial time algorithm to solve it,0
1513,Prove that a complete Euclidean Space always has a orthonormal basis.,0
9975,What is the difference between $x:A$ and $x \Xi A$?,0
1591,"Hyperbola in polar coordinates, what's wrong?",0
5984,Identify Huge Mystery Beetle,1
9271,Does this loop invariant guarantee that the variable never changes?,0
8687,How to understand certain protein names,1
7900,"How does sex differentiation work in Paracerceis sculpta, the sexually tetramorphic isopod?",1
9012,Assigned a System resource to an image based on variable,0
7405,Link between cell area and efflux pump?,1
4694,Why fingers in human fists get folded in absence of neural stimuli?,1
1278,Notation for intersection of points with function,0
290,Solving simultaneous equations with complex numbers and moduli,0
10151,Schedule each entree so that all entrees are completed in the shortest amount of time,0
11562,Determine border points of a cluster,0
2292,Exact value of Hausdorff measure of middle-third Cantor set,0
8344,Extract protein sequences from a GBK(GenBank) file without scripting,1
6758,Why do parasites sometimes kill their hosts?,1
2194,Has a Markov chain in compact metric space a stationary distribution (possibly non-unique)?,0
1058,How to find approximate neighbors ordered sequences in a long sequence of 2d coordinates,0
4265,Why does it take many sperm for one sperm to fertilize an egg?,1
6030,Main mechanism of the evolution of sexual dimorphism,1
3736,Why is wombat scat (feces) shaped like cubes?,1
10253,How to convert this recursive algorithm to an iterative form?,0
6724,"What does ""Psychomodulatory"" mean in the context of potentially psychoactive drugs?",1
11668,Reading and writing binary data in C++,0
9918,Universally unique 64 bit long generator,0
4691,Parametric Bootstrap Capture Recapture,1
1618,Multivariable local maximum proof,0
817,Infimum of a set with two variables,0
8694,"Approx 1cm, white and brown insect feeding on fruits, what are they?",1
3770,Is there evidence to suggest that nutrients in vitamin capsules are not as readily absorbed as the same nutrients in whole foods?,1
11779,red black tree and 2-3-4 tree isomorphism,0
7606,How is oxytocin produced?,1
432,show that $a^2+b^2+c^2+2abc+3\ge (1+a)(1+b)(1+c)$,0
6571,How deep in the soil can a seed be placed and still develop into a plant/tree?,1
5136,What kind of spider?,1
11633,Correct MySQL DB Query and processing,0
7716,How animals know which is carnivorous and herbivorous?,1
4764,"Medical term for ""holding urine for a long time""",1
9357,How storage affect if we use tertiary language?,0
11154,Hindley-Milner system with let expansion,0
9467,Probabilistic r-way cut set algorithm,0
9589,Timer class for games,0
1653,"Proof by induction for an unknown function, e.g. $\frac{\sum_{k=0}^n (k-1)\cdot (n-k-1)}{n^2} = \frac{n}{6} - \frac{1}{6n}$",0
4683,Are there any animal species other than humans & chimps that engage in tribal conflicts?,1
4492,How to derive Hill equation (one specific part),1
212,Hausdorff topological group is topologically isomorphic to a subgroup closed of a Hausdorff topological group,0
10664,What is the Expected run time of an algorithm that randomly generates N unique strings of length D?,0
3639,What is the effect of TSH on the calcitonin?,1
4950,What would happen if VEGF was injected into a person?,1
711,Rearranging sequence to make strictly increasing sequence,0
2875,"What is meant by a ""sharp asymptotic formula""?",0
9313,Handling an unknown number of arguments,0
307,Equivalence in the definitions of isometric and and isometric isomorphism.,0
10145,Graph: Depth First Search (N citizens with pairs of friends),0
5492,How does the Lgr5 receptor contribute to maintaining stemness in the intestine?,1
3944,Most suitable biodiversity index,1
10668,"Given $T(n) = \sum_{i = 0}^{\log n} i 2^i$, what is $O(T(n))$?",0
10255,Search string in a list,0
6056,In humans what is the last metabolic process to cease after death?,1
11783,Assembling a json object from an array,0
6750,How does a protein reach its substrate within the cell?,1
7401,Origin of enzyme names,1
1925,Explicit solution for conductivity equation with discontinuity,0
10258,Feynmann lifeguard riddle graphical representation,0
2413,Recurrence relations and eliminating the complex numbers,0
2298,Solving logarithmic equations,0
8734,"How are neurons / synapses ""biased""?",1
10563,Blog & Blog Tags SQL Statements,0
7412,Amphibian blood circulation,1
11079,2-player board game app,0
3728,Does every mitochondrion in a cell contain the same DNA?,1
9046,Why does the given solution to this problem works? How can it's correctness be proven?,0
10494,"Given sum and product, find the two variables",0
3298,What is the origin of viruses? How could they get both living and non-living characteristics?,1
6189,"Identify mystery insect found in Boston, USA",1
8811,Why outgroups are supposed to be ancestral?,1
996,intersection set between $z=2xy$(saddle) and $X-Z $ plane,0
4161,Getting read size less then specified in parameter file Flux Simulation,1
10420,"Which article in front of O(.), Ω(.), ...?",0
5530,What exactly is extreme heterozygosity and how does it work?,1
8136,Fabric melting spider juice,1
1411,Probability density of a ring delta plus Gaussian,0
4762,Why is chlorophyll green? Isn't there a more energetically favorable color?,1
1784,"Nonnegativity of the quadratic Dirichlet L-function $L(\tfrac{1}{2},\chi)$ under GRH",0
7570,How do you read the histone code?,1
8767,Ancient DNA of ancestors or existing species?,1
10051,Flask Database Model Design,0
9877,Loop-invariant code motion with unsafe operations,0
7747,Why are eyes more sensitive to flicker in periphery — contradictory answers,1
657,Complex analysis: What can be said about $f$ $c$?,0
8100,"Is it true to say that the genome of trees includes or at least ""encapsulates"" the genome of mushrooms?",1
2743,If P is a Projective R Module and Q is an Injective R module then $P \otimes_{R} Q$ is Injective,0
579,Compound Binomial-Exponential: Closed form for the PDF?,0
7883,Enzyme Inhibition in relation to Aspirin,1
1255,Markov inequality on tossing a fair die n times,0
9115,I want to figure out whether my problem described below is reducible to the set cover problem,0
7893,Is it possible to express a mutant gene only in a specific tissue?,1
10803,Are the undecidable languages closed under complement?,0
3891,Same primers and different melting peaks for two samples (~1°C appart),1
2186,"Calculate the matrices of $R$ and $R\circ R$ with respect to the basis $(e_1,e_2,e_3,e_4)=(1,x,\frac{1}{2}x^2,\frac{1}{6}x^3)$",0
7805,Specific Neurons that Require Glucose,1
1093,"Modular equations, find x",0
10215,Express XOR with multiple inputs in zero-one integer linear programming (ILP),0
3070,Do intestinal flora have the same DNA as their host?,1
9715,Convert light-years to other representations,0
5483,How long can Cholera bacteria survive in a dead host?,1
4866,2 blue eyed children,1
10695,"What exactly (and precisely) is ""offset""?",0
2864,Prove that $v*$ is the restriction of $\mu *$ to $\mathcal{P}(E)$ and $\mathcal{M}(v*)=\mathcal{M}(\mu *)\cap E$,0
7226,Imperfect dosage compensation,1
84,Liouville's theorem for Banach spaces without the Hahn-Banach theorem?,0
7261,Regarding cancer cells and telomeres,1
4758,How did scientists discover HIV?,1
8759,What is the tissue structure of bamboo?,1
5430,How does high-intensity aerobic exercise affect the brain?,1
5424,What are the distinct neurochemical components of sexual pleasure?,1
8114,I really need some help with a plant identification,1
8249,How credible is the Remenko's two-component color vision theory?,1
180,When does one proof of one direction of an If and Only If proof suffice?,0
7061,Infectious deadly disease among free animals?,1
4678,Eye strain using 3D screens,1
380,Deﬁne $f : Z/3Z → Z/3Z$ by $f ([a]) = [2a + 1]$,0
11227,Look! Smoke! Who do we blame?,0
8475,Why some muscles have more tendons than others?,1
6290,Extraretinal photoreception in mammals?,1
6749,How to take precise/low number of cells from cell lysate?,1
5768,Reproduction in horses and donkeys,1
10610,Parsing of a (Linux) netlink hotplug uevent packet,0
