,question,target
9288,Spotify puzzle problem in python,1
6034,"Some questions regarding decidability and semi-decidability of $A/B = \{ w \text{ | }\exists z \in B, wz \in A\}$",1
1038,Clarification for a proposition about inner products,0
8900,Why $R\circ\emptyset$ is not always equal to $\emptyset$,1
3866,Manipulating phylogenetic trees,0
10268,Why is one traversal sufficient for the Kuhn's maximal matching problem algorithm?,1
2107,Inverse Laplace transform for arbitrary positive power function,0
5731,What factors affect the likelihood of auditory stimuli causing arousal during sleep?,0
7728,"Query, populate, show, hide data",1
8176,Digit-by-digit addition using vectors,1
681,"If $a_n \searrow 0$ and $\sum a_n$ converges, is it true that $n a_n \to 0$?",0
9579,Algorithms for Connect 4?,1
9422,RPN-Stack-Based Recursive Calculator Needs Tuneup,1
6295,Preview method for multiple types of panels,1
6380,Function to get rows from database,1
246,Interpretation of a weakly compact set of functions,0
2692,Bezout's bound and resultants - reference request,0
5615,Which is the proportion of metagenomics reads that cannot be mapped in any genome?,0
3185,Source of information on the evolution of aging/senescence,0
11297,"Confusion in ""mask bits""",1
1064,Find the maximum of a nonlinear function of two variables,0
8058,Delegating to a lazily loaded object in Ruby,1
9449,Uniform generation of random bipartite bi-regular graphs?,1
9037,almost realtime push down relation vs realtime pushdown relation?,1
9254,Can Santa be both fair and efficient?,1
5512,"How did the huge dinosaurs cope with gravity and loads on bones, etc.?",0
7012,Metal King: A JavaScript Game,1
6022,Rendering and re-rendering a Mustache template,1
11642,WinForms typing speed game,1
1422,Resources for Smith Normal Form in Abelian Groups,0
11666,Captcha Letter Extraction,1
192,Prove atleast one of the equations $x^2+b_1x+c_1=0$ and $x^2+b_2x+c_2=0$ has real roots if $b_1b_2=2(c_1+c_2)$,0
10453,Structural induction in non-local program transformation,1
9334,"Difference between ""data dependence graph"", ""data dependency graph"", and ""data flow graph""",1
2316,Manifold coordinate basis,0
10521,Calculating force between n points placed on the x-axis,1
7323,Project Euler #5 (LCM 1 - 20) Follow up,1
11401,Am I using my data source array correctly?,1
1188,Proving that the axioms for addition hold in $R$ -- Associativity. Principles of Mathematical Analysis by Walter Rudin.,0
8373,"Given a DCEL, how do you identify the unbounded face",1
5208,Need help distinguishing between a primary and secondary source,0
9356,Relation between determinant and matrix multiplication,1
2224,Matrix raised to a power,0
207,How to solve a subtraction equation that results in a negative number?,0
5510,Is there evidence that some non-human species perform sexual selection based primarily on intelligence? How do they do this?,0
2369,Prove that: $\csc 48° + \csc 96° + \csc 192° + \csc 384°=0$,0
9746,Dynamic array sorting and storing program,1
2548,The order of transformations in a PDF document,0
4041,Why are some animals so much more intelligent than others?,0
5969,"What exactly does the phrase ""chimerical sharing"" mean in this abstract?",0
4540,Characteristics of radius of blood vessel,0
3669,Is there any use of CO₂ in human body?,0
6941,Lower Bounds for the Set Disjointness Problem,1
3989,Based on which criteria should i choose the control sample to calculate delta_delta_Ct,0
6403,Calculating the ideal body weight,1
9477,Speed up loop through JSON,1
7834,Incentive for block creation in a private blockchain,1
11614,Prove that the language is not regular without using Pumping Lemma,1
908,Sequence of non-integrable functions converging to an integrable function,0
231,Linear Operator clarification,0
6743,"Given DAG G(V,E), and weight on the vertices, find the heaviest path that starts from s",1
8478,"If the parent in a bridge is the root, is it a bridge cut node?",1
1382,Covering map between two path connected sets,0
8929,Python simple battleship game,1
597,How to prove that $k^n=\frac{d^n}{dx^n} (1+x+\frac{x^2}{2!}+\frac{x^3}{3!}+....+\frac{x^n}{n!})^k|_{x=0}$,0
4909,"Black and orange spider, what is it?",0
11103,Printing Command Line Unicode Chess Board,1
1236,For what rays does the limit $\lim\limits_{z\to\infty} e^x$ exist?,0
2377,Matrix Similar to an Upper Triangular with ones along the diagonal,0
3980,Outbreeding depression in humans,0
6475,How to read BNF syntax of C?,1
9175,Derivation of product type eliminator in type theory,1
4417,What is the function of multiple nuclei in syncytial cells?,0
4009,Optimization of Signal Peptides,0
6552,Array Implementation of Queue,1
2359,How should I solve the equation $\sqrt{x-\frac 1x}+\sqrt{1-\frac 1x}=x$,0
3158,Does a DNA sequence has its own derivation tree or pattern?,0
4604,Need clarification on a sentence regarding vesicle-mediated translocation,0
8396,Proving that the cover time for graph is exponential in the worst case,1
4060,How to interpret McDonald-Kreitman test results?,0
6851,Oriented-object approach on how to control different classes cleanly,1
3817,Book request: systematics and evolution of vertebrates,0
6473,Javascript class to geocode Dutch addresses,1
6674,How do I decode a received polynomial code with an error?,1
9368,Crawler with BeautifulSoup,1
10903,Optimizing greedy solution for choice game,1
9871,Kolmogorov complexity of a sequence of prime numbers,1
6144,Calculate the Hamming difference between two DNA strands,1
3080,Are there any real life instances of kidney organoid transplants in human?,0
6188,Is it good practice in Java to pass a StringBuffer to a method to get error messages,1
3450,How does the structure of the pancreatic acinar cell relates to its function?,0
9319,Sequential Thread Execution using wait() and notifyAll(),1
1517,Show that $\frac{(J-1)!}{2!(J-3)!}= \sum_{h=2}^{J-1}(h-1) $,0
1556,Reducts of categories,0
6460,Auto-registering CRTP Factory,1
9272,Inputting 10 numbers in an array,1
9073,Implementing N-ary trees in C,1
1855,Find the radius of convergence of the series $ \sum_{k=1}^{\infty}\left(\frac{x}{\sin k}\right)^k $,0
8619,Is there a context-free grammar for $L = \{a^{2^n}| n \geq 1\}$?,1
87,Is this property of quotient maps true?,0
8701,Is peer to peer and client-server a type of network or protocol?,1
4573,"What ""algorithm"" are carnivorous larvae using when foraging?",0
3937,How to improve DNA extraction,0
1788,"If we restrict the character $\chi:G\to S_{o(\chi)}$, then is this map surjective?",0
2244,Limit in form of 0/0,0
10383,"Solving ""Quadruple sum"" problem using dynamic programming",1
10140,reducing Max3SAT to Max2sat,1
4512,Finding proteins in DNA sequence,0
9486,Do lossless compression algorithms reduce entropy?,1
9646,Google Code Jam - Alien Language,1
8718,CFG to PDA - no empty transitions,1
11430,"Get methods in module, Python",1
2389,Prove that $\mathbb{Q}+ \mathbb{R}$ is not order isomorphic to $\mathbb{R}+ \mathbb{Q}$: is my proof correct?,0
8324,Generically typed interface,1
4814,On stochastic Lotka-Volterra predator-prey model,0
11700,Grammar for $\{ a^i b^j: j < 2i \text{ and } j \ne i \} $,1
10501,Integer Problems are NP-HARD,1
1897,Solving a linear system of equations use row operations,0
2755,What's a local angle?,0
9887,Redundant States During Removal of Null-Moves (Regular Expression to DFA),1
680,cohomology of complement of smooth ample divisor D in smooth projective variety X,0
587,Solve for x: $(x^2-3x+1)^2-3(x^2-3x+1)+1=x$,0
3545,Why do eyes change colour after death?,0
9060,Creating a simple unit of work with Entity Framework and no repository,1
5673,What Chemical Trigger Causes Ectomycorrhiza To Change From Asexual To Sexual?,0
2890,Density of continuous functions with compact support in weak $L^1$,0
9252,Function to perform checks on data,1
4187,Can a person become addicted to tea?,0
3078,What is this white stuff inside apples?,0
5167,Why does Nature use a 4-level system to encode information in DNA?,0
8536,Term for size of maximum independent set,1
369,Question about discrete valuation ring and locally ringed space,0
926,Homogeneous Markov Chain with Continuous time,0
6501,Vue Star Rating Component,1
11048,Injecting SelectList objects into ViewData to enable using EditorFor on dropdown based properties,1
6111,What is the connection between data structures and data types?,1
3018,Generate mesh surface from protein structure,0
11976,Sending a string from anonymous thread to UI with PostMessage,1
4989,Why are my assay absorbance values very low?,0
2706,Question on n-times game SPNE,0
7665,Basic one way hash to store a password C#,1
4159,Toxicity of Zinc to fungi,0
7701,SQL Negation: Find X when X does not do Y,1
9551,Shortest Cell Path In a given grid,1
7772,Disable execution of parts of the code based on user's choice C++,1
8507,Swift: extract string with regex and range,1
10021,Does a computation tree for a probabilistic Turing machine have to be a binary tree?,1
584,Given p and q two real polynomials with q different than zero. Suppose that f = p/q is a periodic function. Show that f is constant.,0
6915,Can we say that Zookeeper updates are ACD (ACID without the I)?,1
221,Martingale +OST voting question,0
5062,How are monocytes larger than capillaries?,0
6637,Randomized agorithm for selecting a $m$-subset out of a $n$-set,1
6455,Simulation of animal skins,1
674,Cardinality of a minimal set of generators.,0
5302,"Are CN3, CN7, CN9 and CN10 the only Parasympathetic Cranial Nerves?",0
219,How to transform points from a plane to a different plane?,0
2540,If f is injective can you prove this relation?,0
4453,Does drinking alcohol having UTI may help to kill the bacteria?,0
4110,Did modern alligators and caimans come from prehistoric crocodiles?,0
11462,Banker's Algorithm and deadlocks,1
7051,Find combination of vectors from array that sum up to s,1
1211,$p’$-group definition.,0
11900,"""Dense"" regular expressions generate $\Sigma^*$?",1
6715,Auto change page title while bookmarking a page,1
6078,Loading either all shops or a specifically named shop from a DataTable,1
3516,Correct migration rate expression in infinite island model,0
2913,A subdifferential formulated as an argmax problem,0
7095,In-Memory FileSystem in Java - Is there a better OOP approach?,1
5066,Can I use fluorophore conjugated antibody as neutralizing antibody?,0
11155,Rice's theorem application on a language that resembles ETM,1
10169,Clear definitions of various terms related to top down parsers and classification of the same,1
1756,Calculating the area under $2x^2+1$ using the method of exhaustion,0
9641,CSV import-export in Python,1
10507,A UserService method that calls the UserRepository a few times,1
4894,Is apparent competition a suitable term in situations where one species is not negatively affected?,0
1543,"How to prove $\frac a{\sqrt{a^2+3b^2+3c^2}}+\frac b{\sqrt{3a^2+b^2+3c^2}}+\frac{c}{\sqrt{3a^2+3b^2+c^2}}\le\frac3{\sqrt7}$ when $a,b,c>0$",0
5645,Measuring luminescence in a fluorescence plate reader,0
11497,Proving that an $n$-element heap has at most $\lceil \frac{n}{2^{h+1}-1} \rceil$ nodes,1
4299,Effect on fitness of mutations,0
6858,Time complexity in Big O notation for Harmonic series with first k terms missing,1
149,"Identities involving the boundary, closure and interior of a set.",0
2809,Isomorphism between schemes,0
4103,How long do the periods of systole and diastole last?,0
10772,Insertion and selection sort in PHP,1
2968,Proving the Archimedean Property of reals and NIP (Nested Interval Property) using MCT,0
1379,Find the Number of Solutions in $x^3 + y^3 + z^3 + w^3 = 0 \mod 5$,0
4017,When do kinetochores attach?,0
7872,Can someone explain this conclusion for Finite State Machines?,1
453,Complex Numbers: Im$(\frac{12}{z-7})=1$,0
2751,Maximum of function under constraints,0
701,Does the ring of continuous functions determine $\mathbb R^n$?,0
7974,Recurrence relation help?,1
6930,Algorithm to enumerate all complete schedulings of finals tests?,1
1972,find sup of $\frac m{m+n}$,0
9880,Regular Expression to remove blank lines,1
11809,Resolving many to many relationships?,1
9223,Why is the following language undecidable?,1
1880,Proving multivariable chain rule,0
11371,Asymmetric encryption puzzle,1
11615,What would be the classification of R according to paradigms?,1
1414,Working with Maple toolbox for Matlab,0
3361,Species diversity in cheese and yoghurt?,0
10527,Verify string format with given pattern,1
4037,What is Meriva Phytosome Curcumin?,0
7377,Join strings with different delimiters and some possibly empty strings,1
8023,VBA faster calculating,1
10595,Check IEnumerable Count,1
9430,Number guess game program in python 3,1
4550,Why do humans alone have the capability to have religious/spiritual experiences?,0
409,General formula for probability of drawing certain hands of cards,0
6172,Integration of data using Simpson's rule,1
1390,Determining whether the extremal problem has a weak minimum or strong minimum or both,0
3404,How to convert bwa mem output to BAM format without saving SAM file,0
8239,Python Binary Search Tree Implementation,1
9952,"Simulating a TM with a 2-head, right moving TM",1
2642,"If $F : K → M$ is a group-homomorphism such that $\text{Range}(F )$ is not empty, $K$ is simple and $M$ a finite group. How to show that $|M| ≥ |K|$?",0
11819,How do I show that an equivalence class of a language containing an empty string is infinite,1
2441,Fibonacci Sequence golden ratio big O proof,0
10767,Why can't OSes swap out processes that are waiting for I/O?,1
4793,Harbor Seal behavior and personality,0
10242,String to Array formatting,1
10834,Lambda Calculus in Rewriting systems,1
11881,GET and POST with Flask - optimum performance,1
5551,immune response towards sperm cells,0
4056,Difference between clonal and subclonal mutations,0
2585,Compute the Error Bound for the Lagrange Interpolation Polynomial,0
5874,Ideas for microbiology lab. Antimicrobial properties of cutting boards,0
10594,Given a program which when executed spawns two concurrent processes : semaphore X : = 0 ; Is it possible for process P1 and P2 to starve?,1
8027,Real time graph simulation of dice tossing,1
8377,3n + 1 programming challenge in Python,1
2522,Normal approximation to a Binomial distribution,0
2004,Example Not convergent uniformly,0
2765,"Given six 3D vectors a,b,c,d,e,f, find the rotation matrix R such that Ra, Rb, Rc are respectively perp. to d,e,f (assuming there exists a solution)",0
7946,Are Physical 2-Person Lock Systems Informed by The Byzantine Generals Problem,1
8005,Replacing n with 2n in asymptotic bounds,1
1526,Poisson point process construction,0
9927,Get unique entries from array,1
4991,"I read that the average cell will divide between 50-70 times before cell death. How, then, can human cells be constantly dividing?",0
2077,Converting Second Order ODE to First Order,0
1183,Finding the Infimum of a set $2^{1/x} + 2^x$,0
5370,Does some form of self organizing map exist in the brain?,0
9119,Calculating total number of calories burned,1
3216,Ascending loop of Henle,0
4733,What is the difference between hsa-miR-33a and hsa-miR-33b?,0
4335,Hopfield-like neuron assemblies,0
517,"In a ring $R$, Show that if $x^2 =0$ then $x-1$ and $x+1$ are units .",0
3155,Why is mRNA used as a biomarker for cancer over tRNA or rRNA?,0
1518,Can any bijective function over the Gaussian integers be represented as the evaluation of a fixed polynomial with coefficients also in the GIs?,0
10607,Does every NP problem have a poly-sized ILP formulation?,1
7966,What mathematics can be interesting for these CS areas?,1
6644,FTP Download Function,1
1370,find the remainder for $\color{purple}{TETRATION}$ such that $( {^{2021}2021}(\mod13))$,0
5891,Current understanding of abiogenesis,0
6971,Regarding to the speed of supercomputer,1
11699,"In AngularJS, create lots of directives or use ng-controller?",1
62,"Given a square table $n\times n$, two players $A$ and $B$ are playing the following game: ...",0
9305,How is the number of states in a Turing machine bounded?,1
7374,Global indexing of shared nodes in parallel,1
9925,Efficient communication across multiple processors for finite elements,1
7119,Linear programming restricted to rational coefficients,1
9370,Notation for a Kleene fixed point with a starting element,1
957,"How can I prove $\int_{0}^{1}\ln x\sqrt{(1-x^2)^{2n-1}}\,dx=-\frac{(2n-1)!!}{4(2n)!!}\pi[\psi(n+1)+\gamma+\ln(4)]$",0
9894,Backward vs Forward Data-flow Analysis,1
9955,3SAT to 3SAT-WITH-MAJORITY reduction,1
5221,Can anyone identify this caterpillar?,0
7456,Removing duplicates from list and filtering non-letter characters,1
2442,"Show that when written in terms of $ t$, where $t = \tan(x/2)$, the expression $2(1 + \cos(x))(5\sin(x) + 12\cos(x) + 13)$ is a perfect square.",0
6055,"Such code, Much wow, very FizzBuzz",1
6061,Merging K Sorted Linked Lists,1
6517,"Which order is ""lexicographic order""?",1
11975,"Consequence of NP-complete, and DP-complete w.r.t. randomized reductions",1
9136,Hash Tables: Ice Cream Parlor solution in javascript,1
2191,How to solve this question regarding permutations and combinations?,0
2716,Product rule for partial derivatives,0
4304,Is anaerobic activity during ketosis possible?,0
8935,Sequence Alignment with Skips,1
5997,Reflex muscular activity in three months old fetus,0
8320,"What does ""schema"" mean?",1
10199,Transform 2D range query matrix into segment tree to make memory usage lower,1
4356,Stabilizing forces between the protein sequences?,0
10460,Does it matter for this function if the set we check membership of is finite?,1
10478,Maximise XOR of two elements,1
7138,Finding an instance of an n-element set cover,1
9439,Stable matching with constraints,1
3399,Is there a term for when a detrimental gene can be positively selected for because of linkage to a very fit gene?,0
9262,Minimum Subsequence Sum Algorithm Verification,1
8327,Does an algorithm exist for scheduling jobs on two processors?,1
10676,What the type of an overloaded function should be?,1
6089,Are fully connected layers required for convnets?,1
4986,"While someone's ears pops with pressure, can he/she hear other sound at the same time?",0
111,Function on half open interval is Riemann-integrable on closed interval,0
7224,Computational models - proving language is decidable,1
1216,Orthogonal system of functions,0
4961,What is this hummingbird-like insect?,0
8340,Algorithm for subdividing html-elements,1
8047,2-D peak finding complexity (MIT OCW 6.006),1
4694,Are there any situations in which phenylephrine is preferred to pseudoephedrine?,0
9335,Solving diophantine equations -- does having a bound on the size of the solution help?,1
1651,"Node: Type, Stability, Slope at origin, Trajectories. Linear system.",0
37,"How does any map have a ""pseudosection"" (assuming axiom of choice)?",0
8171,Hamming Weight to find the sum of 1 bits in the range between A and B inclusive,1
7434,Disproving well-quasi-order by providing an infinite anti-chain,1
10459,Canonical form for a graph,1
10245,Prove Partition is NP-Complete using that SubsetSum so is it,1
6543,Show that the union of Θ and o is not O,1
789,"Why use a particular regularization for $\int_0^\infty \mathrm{d}x\,e^{i p x}$?",0
8612,Swing Game EyeHandCoordination,1
8692,"Why is c) a combinational circuit, but d) not?",1
4442,Does DNA polymerase always go the same direction?,0
1549,How to solve implicit solution of IVP,0
4153,"Can signals travel ""backwards"" in the sensory pathway?",0
2171,Is the image of a parametrization a manifold?,0
11689,Running a shell command and getting output,1
1462,Help “Generating function or Ordinary MGF”,0
4645,Is PrEP used for anything other than HIV?,0
7771,Send messages in TCP-based communication system,1
5181,Are platyhellmintes and annelids segmented?,0
11705,An infinite subsequence of random numbers in Kolmogorov sense,1
9533,Faster solution for data grouping to determine highest frequency than iteration with for loops,1
424,Book searching in Elliptic Equation,0
9521,Writing an itoa function,1
7427,Light weight C++ Signals/Slots or Event System,1
5652,What is the effective population size of a simple two deme metapopulation?,0
9046,Calculate next working day,1
11957,How can I have jQuery code further optimized?,1
2023,Evaluating $\sum_{n=0}^{\infty } 2^{-n} \tanh (2^{-n})$,0
4216,How are epiphytes symbiotic?,0
7628,Framework for composing algorithms,1
8328,what is correct maximum number of subnetworks?,1
8950,Object Oriented vs Not jQuery & JS,1
10781,Order of various functions,1
3941,Meaning of proliferation rate of 3 day−1,0
10325,"Given an n-state TM, can we construct an m-state TM (m>n) to determine if it halts?",1
8811,Reverse a linked list,1
6860,Refactoring two node-accessing methods,1
8462,List-manipulation exercises in Scala,1
6889,How to get all tree-like refutations of a formula,1
6577,Mixing business logic and presentation layer in enum type,1
3548,Can living cells be imaged with electron microscopy?,0
1672,Three questions about Evans proof of the converse to the mean value property,0
10358,Allocating flows in a network while avoiding a particular node,1
123,"Prove that $f$ is differentiable at $(0, 0)$.",0
3686,Pathological mechanisms in asthma,0
3632,"Floats of Algae, a house-made conjecture",0
3795,Why is the hexose monophosphate shunt called a direct oxidative pathway?,0
6539,Deterministic Nonfinite Automaton - Longest Block of Ones,1
399,Why there exists an element $ y\in G\setminus‎ L $ such that $ K/L_{G} = (\langle y \rangle L_{G})/L_{G} $?,0
8715,How an insertion can be decoded in Varshamov and Tenengolts (VT) codes,1
6318,Metaclass to run a __first__ method for the first instantiation of a class,1
3536,SNP coding for association analysis,0
4734,Phylogeny: Hybridization between different species sharing same genus?,0
5412,Why are plant cells rectangular and animal cells spherical shaped?,0
10210,Removing duplicates from a linked list without a buffer,1
7020,Node.js put records to Kinesis with infinite retry strategy.,1
5015,"Possible? When a pregnant woman suffers an organ damage, fetus would send stem cells to the damage organ to help repair it?",0
6562,Circular-shift with variable bitlength,1
6443,Addition in IEEE 754,1
8421,Error handling data from XML document,1
5338,Is the minicolumn the unit of the neocortex?,0
9612,Kolmogorov complexity vs purposefully inefficient Turing machines,1
6559,Fibonacci in linear time by using an extra pointer,1
3967,More informative phylogenetic trees,0
8664,ANN with communication between nodes of same layer,1
97,"Finding $a \bmod b$ where $a,b$ are large Fibonacci numbers",0
5112,Larva in cat's water dish,0
1940,"Partial derivatives of $f(x,y)=\int_y^x\cos(e^t)dt$",0
8291,Algorithm to find out if a set contains two number with sum in the same set using a blackbox function,1
1593,Proving by induction that $(n^2)!>(n!)^2$ for $n \geq 2$,0
11541,how to solve recurrence T(n) = 2T(n/2)+n using substitution method,1
4219,Why would growth hormone (somatotropin) cause both lipid AND glucose release?,0
2802,prove $n!(n+1)^2-1$ using telescoping series,0
555,Directly evaluating infinite sums with related integrals,0
11668,Dynamic Programming vs Greedy - coin change problem,1
179,Finding standrad deviation $\sigma$,0
4850,Why is HPV vaccines targeted for preteens?,0
8083,sorting a numerical list using basic scheme,1
5961,"Real embryo pictures: How different zones(speeman organizer, marginal zones...) are known?",0
752,Find the probability that the largest value $X_{\max}$ is greater than $0.92$,0
6874,Q/A trivia quiz query,1
5251,How do you interpret the resulting bands of gel zymography?,0
10411,Time Limit Exceeded for ETF - Euler Totient Function at Spoj,1
3864,"Can you ""spam"" bird sounds so that birds no longer interpret them right?",0
7276,Template function specialization with code duplication,1
11937,Best way to include image_tag inside link_to,1
3588,Exclusion Limit and permeability of outer membrane,0
7423,Can an NFA have multiple accepting states?,1
6312,Write a function to print numbers,1
2960,Irreducible components of the curve-Algebraic set,0
2566,Additivity of Value at Risk,0
3138,What is this plant with white-spotted thorny leaves from Morocco?,0
8426,How to avoid using exec() and eval() in Python,1
4446,The GUG start codon in E. coli: identity of initiating tRNA and efficiency of translation,0
3873,Why did some animals evolve inward-slanted legs?,0
10548,Is the set partitioning problem NP-complete?,1
7652,Understanding x64 and x86 OS with 64bit cpu,1
6239,Square Progress Indicator,1
3429,Why does 4-thiouracil labelling to map RNA-binding proteins cause a T-C change?,0
9680,Javascript speed of an animated object (planet orbiting sun),1
10619,Help with recursive algorithm analysis,1
11526,C getline() implementation,1
321,How many ways to choose a 5 player basketball team,0
6724,Factory pattern along with DI using Unity container,1
11398,Negation of nested quantifiers,1
933,Graph Theory in Conway's Topograph,0
3380,MTHFR recessive alleles and B-vitamins,0
7540,Convert a list of dictionaries to a dictionary of dictionaries,1
2416,Can you tell me the flaw in my differentiation of $e^{x^x}$?,0
9698,Who converts binary/machine code to electrical signals and how?,1
6426,Decorator to convert a function's result into the desired units,1
1799,Showing with only primitive rules?,0
2407,Proving a jigsaw is possible,0
11834,2 methods to parse the same pattern of line in a file,1
7807,How to refactor this groupby alike method but with index?,1
6476,Is every linear-time algorithm a streaming algorithm?,1
2997,Proving a group $H$ is a subgroup of $G$ - proving the associativity?,0
10012,Order Notation - Why can't $c$ be in terms of $n$?,1
7954,Is there an alternative to full factorization for testing the Polya conjecture?,1
5361,"In the lysogenic cycle, does the provirus split from the cell's main genetic material for replication?",0
5905,Relation between a compound's toxicity and it's concentration level,0
2002,$AH=AS$ where $H$ is the orthocenter of $\triangle ABC$ and $S$ is the midpoint of the arc $BHC$ of the circumcircle of $\triangle BHC$,0
7614,C++11 version of Windows EventWaitHandle,1
4788,Genetics problem-Height of a plant,0
8954,Making a recursive formula for finding amount of ways to spend money on beer,1
10205,Custom error page with information tokens implementation,1
6619,MIPS: sign extend in I-Type commands,1
8854,Composition of combinators with arities greater than one,1
9497,Is there a TM that halts iff P = NP?,1
5194,Worm in water identification help,0
6335,Forward Path scoring mechanism,1
9703,Python class to implement a list with a size limit,1
6392,Remove points in a straight line,1
6508,"""Grammar inference"" for 2-D images",1
10941,Find the maximum possible summation of differences of consecutive elements,1
9315,Can I improve this progressive enhancement?,1
11419,LINQish command line parser,1
10394,Email confirmation model,1
11347,Using bit arrays to solve crossword puzzles,1
7487,Congruence of Squares for Factoring,1
5954,"Why is it called Nematocyst ""Battery""?",0
10063,Filter on HTML table using jQuery,1
7466,Pixel interpolation (binning?) algorithm,1
1764,Prove that $\frac{1}{(n+5)^3}$ is a Cauchy sequence.,0
288,"How do you break up an exact sequence of any length to a ""succession of short exact sequences""?",0
8316,Sorting in O(n) time in a finite domain,1
10217,Yet another prime number generator,1
3539,What sounds deter sharks?,0
1738,Roots of $P_n(z)=1 + z + z^2 + ... + z^n$,0
6428,Where does the lg(lg(N)) factor come from in Schönhage–Strassen's run time?,1
9490,Song repetition manager with Stack,1
5453,"Is the ""concept of time"" coded into the genome?",0
4872,DNA ligase mechanism,0
1359,Divergence criterion by rearranging,0
5359,Why is there a mass limit on biological powered flight?,0
8763,Should names of built-in funtions be part of BNF grammar?,1
748,Brownian motion minimisation problem,0
9209,what is the Recent Nature Inspired Algorithm for Optimization?,1
1435,Determinant of a general Matrix,0
6923,Add comma/and between string array in java,1
3540,How can a continuous RNA be transcribed in the lac operon?,0
11345,Disposable resource: lazy allocation,1
6695,Is $\{ a^i b^j c^k : i + 1000\ < j + 100 < k \}$ context-free?,1
2373,"Example of a differentiable $f$ and $(x^*,y^*)$ where $x^*=\arg\min_x f(x,y^*)$, $y^*=\arg\min_y f(x^*,y)$, yet $(x^*,y^*)\neq \arg\min_{x,y}f(x,y)$?",0
3568,What is the number of DNA strands per cell?,0
8703,Making Math vector implementation using java,1
4430,"How do you determine if donated, stored blood is viable?",0
8179,Is unification over regular expression equations doable?,1
6436,Reading content of directory for each HTTP request,1
5049,How would a warm winter affect maple sap production?,0
5996,opposite subtype of stomach cancer,0
8440,Crawling pages to obtain .htm and .txt files from sec.gov,1
7115,Bash to find all placeholder variables in a file and replace will real variables,1
11130,Creating a user registration form,1
4650,Which texts are good for beginners to understand evolution on the genetic scope?,0
11451,Find longest Palindromic substring,1
4863,Where can I get numerical data for the PAR (photosynthetically active radiation) curve?,0
1595,Quaternions as roots,0
1226,Which propositions are true?,0
6541,Sums of Landau terms revisited,1
11192,Calculating the perfect squares between two given numbers,1
11003,Randomized response generator for number-guessing game,1
9361,Maximum size of an index in bits?,1
11746,LeetCode Rotate Array,1
1450,"If $A$ and $AB-BA$ commute, show that $AB-BA$ is nilpotent",0
4665,"What does it mean to share similarities among living organisms ""both horizontally and vertically""?",0
8253,Finding a subset of triplets of digits 0-9 such that each digit occurs 40 times in each position in the triplets,1
6717,Partial derivatives of bilinear Sampling,1
6848,Correctness of the Betweenness centrality formula,1
5501,Why MHC class I antigen presentation exist in normal cells?,0
4775,Why does enteral carbohydrate yield higher energy than parenteral?,0
8072,Sherlock and The Beast,1
3258,Plant identification in Turkey,0
2283,Generalised Binomial Series,0
8488,"Hover effects for red, blue, and green boxes",1
6310,"When describing a CS paper, can it be assumed that the meaning of ""tick"" is known?",1
11873,HTTP request path parser,1
3911,Do fruit juices have a diuretic effect & what governs this?,0
10300,"Given an array of integers, return all pairs that add up to 100",1
3809,Is this a common garden spider?,0
8468,Why does NTIME consider the length of the longest computation?,1
1376,Disjunctive normal form to conjunctive and vice-versa,0
5669,How does a blunt force stimulate histamine to develop early stages of inflammation?,0
8730,ReactJS paginated component with React Router,1
2067,Expected number of transfers/move in a 6 round dice game,0
11953,VBA code for testing efficency,1
9003,PySide2 Row and Column Creator,1
2476,Find the solutions in positive integers $m^2 + 615 =2^n$,0
9889,What's the fastest way to find the longest (partial) repeat in a sequence that continues to the end?,1
9855,Differences in word counts in two files,1
8015,Shortest Path Variant (constrained max hop),1
4357,What does C. Elegans sense when touched?,0
1111,What do these arrows mean? (Froda's Thm),0
7560,"Why does $A(L)= \{ w_1w_2: |w_1|=|w_2|$ and $w_1, w_2^R \in L \}$ generate a context free language for regular $L$?",1
11590,Which sort algorithm to choose given two specific arrays?,1
11282,Set notation for ACL matrix,1
2337,How to prove this equality about Eulerian numbers?,0
8364,Procedural function for prepared MySQL statements in PHP,1
4050,Is there a special reason why ferns are so early in evolution?,0
9208,"Compiler for grond, a language-in-the-making",1
6782,What happened to Active Databases?,1
5863,Do mosquitoes allow for DNA transfer between unrelated species?,0
6401,Improved RandomGenerator with nextPrime() method,1
3978,How much damage is caused by smoking 2-3 cigarettes on a healthy body?,0
2206,"Fourier analysis question, orthonormal basis.",0
5155,Which amino acids can be phosphorylated?,0
6275,KMP string-matching algorithm implementation,1
3623,Why African species are larger in size compared to other parts of world?,0
1609,Find the difference between the number of rows and columns of a matrix.,0
2275,Was Fermat's last theorem proved based on Peano's postulates?,0
8100,Looking for books on creating and understanding theorems targeted at Computer Science,1
4704,Chemoautotrophic eukaryotic cells?,0
1344,metric from Christoffel symbols,0
11465,Prove that clique cover is NP Complete,1
8361,Determining the next payment renewal date,1
10627,Euler 2 : Simple Fibonacci,1
9095,Random uniqueID for each ID SQL,1
7071,A password generator,1
7609,Fail-safe remote API operations for managing customers and billing,1
11455,Koch snowflake in Python with numpy and pygame,1
6381,Functionality for automatic retry after exception,1
621,How do you use set theory to define the value of zero to the power zero.,0
4221,Where can I find a cannabinoids profile of hemp strains?,0
10769,Optimize method to iterate to over Map>,1
4742,Ligation without purifying insert,0
8222,Formal definition of an empty stack accepting PDA,1
